,label,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,,99.99,"('rtable_title',)",['microsoft windows vista home basic upgrade ( pc )'],['f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe'],1,0,0.013272532,0.9867274,2
1,,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,,99.99,"('rtable_title', 'rtable_manufacturer')","['microsoft windows vista home basic upgrade ( pc )', nan]","['f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe', nan]",1,0,0.018218856,0.9817811,2
2,,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,,757.74,"('rtable_title', 'rtable_price')","['microsoft windows vista home basic upgrade ( pc )', 99.99]","['f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe', 757.74]",1,0,0.018842574,0.9811575,2
4,,microsoft windows vista home basic upgrade ( pc,microsoft software,99.99,microsoft windows vista home basic upgrade ( pc ),,99.99,"('ltable_title', 'ltable_price')","['microsoft visual studio professional 2005 upgrade', 549.0]","['microsoft windows vista home basic upgrade ( pc', 99.99]",1,0,0.11650809,0.8834919,2
6,,microsoft windows vista home basic upgrade,microsoft software,99.99,microsoft windows vista home basic upgrade ( pc ),,99.99,"('ltable_title', 'ltable_price')","['microsoft visual studio professional 2005 upgrade', 549.0]","['microsoft windows vista home basic upgrade', 99.99]",1,0,0.1793869,0.8206131,2
7,,microsoft windows vista home basic upgrade (,microsoft software,99.99,microsoft windows vista home basic upgrade ( pc ),,99.99,"('ltable_title', 'ltable_price')","['microsoft visual studio professional 2005 upgrade', 549.0]","['microsoft windows vista home basic upgrade (', 99.99]",1,0,0.35335,0.64664996,2
8,,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,,99.99,"('rtable_title',)",['microsoft windows vista home basic upgrade ( pc )'],['f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe'],1,0,0.013272532,0.9867274,2
9,,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,,99.99,"('rtable_title', 'rtable_manufacturer')","['microsoft windows vista home basic upgrade ( pc )', nan]","['f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe', nan]",1,0,0.018218856,0.9817811,2
10,,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,,757.74,"('rtable_title', 'rtable_price')","['microsoft windows vista home basic upgrade ( pc )', 99.99]","['f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe', 757.74]",1,0,0.018842574,0.9811575,2
3,,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,,757.74,"('rtable_title', 'rtable_manufacturer', 'rtable_price')","['microsoft windows vista home basic upgrade ( pc )', nan, 99.99]","['f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe', nan, 757.74]",1,0,0.014951285,0.9850487,3
5,,microsoft windows vista home basic upgrade ( pc,,99.99,microsoft windows vista home basic upgrade ( pc ),,99.99,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['microsoft visual studio professional 2005 upgrade', 'microsoft software', 549.0]","['microsoft windows vista home basic upgrade ( pc', nan, 99.99]",1,0,0.44434196,0.55565804,3
11,,microsoft visual studio professional 2005 upgrade,microsoft software,549.0,f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe,,757.74,"('rtable_title', 'rtable_manufacturer', 'rtable_price')","['microsoft windows vista home basic upgrade ( pc )', nan, 99.99]","['f1q-00302 microsoft visual studio 2005 professional edition upgrade package + msdn profe', nan, 757.74]",1,0,0.014951285,0.9850487,3
