,ltable_Album_Name,ltable_Artist_Name,ltable_CopyRight,ltable_Genre,ltable_Price,ltable_Released,ltable_Song_Name,ltable_Time,rtable_Album_Name,rtable_Artist_Name,rtable_CopyRight,rtable_Genre,rtable_Price,rtable_Released,rtable_Song_Name,rtable_Time,outcome
0,Leave a Whisper ( Deluxe Version ),Shinedown,2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,"Rock , Music , Hard Rock , Alternative",$ 1.29,27-May-03,"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh )",3:59,Leave A Whisper,Shinedown,2015 Mad Decent,Dance & Electronic,$ 1.29,"May 27 , 2003",Stranger Inside,3:59,1
1,Leave a Whisper ( Deluxe Version ),Shinedown,2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,"Rock , Music , Hard Rock , Alternative",$ 1.29,27-May-03,The Whisperer ( feat . Sia ),3:59,Leave A Whisper,Shinedown,2015 Mad Decent,Rock,$ 1.29,"May 27 , 2003",Stranger Inside,3:55,1
2,Hotel Cabana,Shinedown,2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,"Rock , Music , Hard Rock , Alternative",$ 1.29,27-May-03,"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh )",3:59,Leave A Whisper,Shinedown,2015 Mad Decent,Rock,$ 1.29,"May 27 , 2003",Stranger Inside,3:58,1
3,Leave a Whisper ( Deluxe Version ),Shinedown,2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,"Rock , Music , Hard Rock , Alternative",$ 1.29,27-May-03,Outversion,3:59,Leave A Whisper,Shinedown,2015 Mad Decent,Rock,$ 1.29,"May 27 , 2003",Stranger Inside,3:25,1
4,Leave a Whisper ( Deluxe Version ),Shinedown,2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,"Rock , Music , Hard Rock , Alternative",$ 1.29,27-May-03,"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh )",3:59,Leave A Whisper,Shinedown,2015 Mad Decent,Rock,$ 0.99,"May 27 , 2003",Stranger Inside,3:59,1
5,Leave a Whisper ( Deluxe Version ),Shinedown,2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,"Rock , Music , Hard Rock , Alternative",$ 1.29,27-May-03,"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh )",3:59,Leave A Whisper,Shinedown,( C ) 2012 Cash Money Records Inc.,Rock,$ 1.29,"May 27 , 2003",Stranger Inside,3:25,1
6,Leave a Whisper ( Deluxe Version ),Shinedown,2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,"Dance , Music , Rock , Electronic",$ 1.29,27-May-03,"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh )",3:59,Leave A Whisper,Shinedown,2015 Mad Decent,Rock,$ 1.29,"May 27 , 2003",Stranger Inside,3:59,1
7,Leave a Whisper ( Deluxe Version ),Shinedown,2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,"Rock , Music , Hard Rock , Alternative",$ 1.29,29-Aug-03,"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh )",3:59,Leave A Whisper,Shinedown,2015 Mad Decent,Rock,$ 1.29,"May 27 , 2003",Stranger Inside,3:59,1
8,Leave a Whisper ( Deluxe Version ),Shinedown,2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,"Rock , Music , Hard Rock , Alternative",$ 1.29,27-May-03,"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh )",3:59,Leave A Whisper,Shinedown,2015 Mad Decent,Rock,$ 1.29,"June 11 , 2013",Stranger Inside,4:10,1
9,Leave a Whisper ( Deluxe Version ),Shinedown,2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,"Rock , Music , Hard Rock , Alternative",$ 1.29,2-May-14,"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh )",3:59,Leave A Whisper,Shinedown,2015 Mad Decent,Rock,$ 1.29,"May 27 , 2003",Stranger Inside,3:59,1
