,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
14,` ernie \ 's ',' 3130 piedmont road ',atlanta,404/237 -2663,american,76,` joe \ 's ',' 1023 abbot kinney blvd. ',venice,310-399-5811,` american ( new ) ',560,"('ltable_name', 'ltable_res_type')","[""` bone \\ 's '"", 'american']","[""` ernie \\ 's '"", 'american']",0.26354676,0.73645324,2
10,` ernie \ 's ',' 3130 piedmont road ',atlanta,404/237 -2663,american,76,` joe \ 's ',' 1023 abbot kinney blvd. ',venice,310-399-5811,` american ( new ) ',560,"('ltable_name',)","[""` bone \\ 's '""]","[""` ernie \\ 's '""]",0.26354676,0.73645324,2
11,` ernie \ 's ',' 2150 broadway between 75th and 76th sts . ',atlanta,404/237 -2663,american,76,` joe \ 's ',' 1023 abbot kinney blvd. ',venice,310-399-5811,` american ( new ) ',560,"('ltable_name', 'ltable_addr')","[""` bone \\ 's '"", ""' 3130 piedmont road '""]","[""` ernie \\ 's '"", ""' 2150 broadway between 75th and 76th sts . '""]",0.29746404,0.7025359,2
12,` ernie \ 's ',' 3130 piedmont road ',` new york ',404/237 -2663,american,76,` joe \ 's ',' 1023 abbot kinney blvd. ',venice,310-399-5811,` american ( new ) ',560,"('ltable_name', 'ltable_city')","[""` bone \\ 's '"", 'atlanta']","[""` ernie \\ 's '"", ""` new york '""]",0.08189033,0.91810966,2
13,` ernie \ 's ',' 3130 piedmont road ',atlanta,212/496 -1588,american,76,` joe \ 's ',' 1023 abbot kinney blvd. ',venice,310-399-5811,` american ( new ) ',560,"('ltable_name', 'ltable_phone')","[""` bone \\ 's '"", '404/237 -2663']","[""` ernie \\ 's '"", '212/496 -1588']",0.26354676,0.73645324,2
0,swingers,' 8020 beverly blvd. ',` los angeles ',404/237 -2663,american,76,` joe \ 's ',' 1023 abbot kinney blvd. ',venice,310-399-5811,` american ( new ) ',560,"('ltable_name', 'ltable_addr', 'ltable_city')","[""` bone \\ 's '"", ""' 3130 piedmont road '"", 'atlanta']","['swingers', ""' 8020 beverly blvd. '"", ""` los angeles '""]",0.44173697,0.558263,3
22,` ernie \ 's ',' 3130 piedmont road ',atlanta,212/496 -1588,american,76,` joe \ 's ',' 1023 abbot kinney blvd. ',venice,310-399-5811,` american ( new ) ',560,"('ltable_name', 'ltable_phone', 'ltable_res_type')","[""` bone \\ 's '"", '404/237 -2663', 'american']","[""` ernie \\ 's '"", '212/496 -1588', 'american']",0.26354676,0.73645324,3
21,` ernie \ 's ',' 3130 piedmont road ',` new york ',404/237 -2663,american,234,` joe \ 's ',' 1023 abbot kinney blvd. ',venice,310-399-5811,` american ( new ) ',560,"('ltable_name', 'ltable_city', 'ltable_class')","[""` bone \\ 's '"", 'atlanta', 76]","[""` ernie \\ 's '"", ""` new york '"", 234]",0.14500876,0.85499126,3
40,` bone \ 's ',' 3130 piedmont road ',` new york ',212/799 -0400,american,368,` joe \ 's ',' 1023 abbot kinney blvd. ',venice,310-399-5811,` american ( new ) ',560,"('ltable_city', 'ltable_phone', 'ltable_class')","['atlanta', '404/237 -2663', 76]","[""` new york '"", '212/799 -0400', 368]",0.43406934,0.56593066,3
19,` ernie \ 's ',' 3130 piedmont road ',` new york ',212/496 -1588,american,76,` joe \ 's ',' 1023 abbot kinney blvd. ',venice,310-399-5811,` american ( new ) ',560,"('ltable_name', 'ltable_city', 'ltable_phone')","[""` bone \\ 's '"", 'atlanta', '404/237 -2663']","[""` ernie \\ 's '"", ""` new york '"", '212/496 -1588']",0.08189033,0.91810966,3
