,label,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,windows vista ultimate retail no open box returns,topics entertainment,29.99,microsoft windows vista ultimate retail no open box returns,,399.99,"('ltable_title',)",['microsoft office & windows training'],['windows vista ultimate retail no open box returns'],1,0,0.3776972,0.6223028,2
19,,microsoft windows vista ultimate retail no open box,,29.99,microsoft windows vista ultimate retail no open box returns,,399.99,"('ltable_title', 'ltable_manufacturer')","['microsoft office & windows training', 'topics entertainment']","['microsoft windows vista ultimate retail no open box', nan]",1,0,0.017216343,0.9827837,2
18,,microsoft windows vista ultimate retail no open box,topics entertainment,29.99,microsoft windows vista ultimate retail no open box returns,,399.99,"('ltable_title',)",['microsoft office & windows training'],['microsoft windows vista ultimate retail no open box'],1,0,0.2015436,0.7984564,2
16,,microsoft windows vista ultimate retail no open,topics entertainment,399.99,microsoft windows vista ultimate retail no open box returns,,399.99,"('ltable_title', 'ltable_price')","['microsoft office & windows training', 29.99]","['microsoft windows vista ultimate retail no open', 399.99]",1,0,0.0787781,0.9212219,2
15,,microsoft windows vista ultimate retail no open,,29.99,microsoft windows vista ultimate retail no open box returns,,399.99,"('ltable_title', 'ltable_manufacturer')","['microsoft office & windows training', 'topics entertainment']","['microsoft windows vista ultimate retail no open', nan]",1,0,0.01873017,0.98126984,2
13,,microsoft windows vista ultimate retail no,topics entertainment,399.99,microsoft windows vista ultimate retail no open box returns,,399.99,"('ltable_title', 'ltable_price')","['microsoft office & windows training', 29.99]","['microsoft windows vista ultimate retail no', 399.99]",1,0,0.25396553,0.7460345,2
12,,microsoft windows vista ultimate retail no,,29.99,microsoft windows vista ultimate retail no open box returns,,399.99,"('ltable_title', 'ltable_manufacturer')","['microsoft office & windows training', 'topics entertainment']","['microsoft windows vista ultimate retail no', nan]",1,0,0.024313273,0.9756867,2
20,,microsoft windows vista ultimate retail no open box,topics entertainment,399.99,microsoft windows vista ultimate retail no open box returns,,399.99,"('ltable_title', 'ltable_price')","['microsoft office & windows training', 29.99]","['microsoft windows vista ultimate retail no open box', 399.99]",1,0,0.084688246,0.91531175,2
10,,microsoft windows vista ultimate retail,,29.99,microsoft windows vista ultimate retail no open box returns,,399.99,"('ltable_title', 'ltable_manufacturer')","['microsoft office & windows training', 'topics entertainment']","['microsoft windows vista ultimate retail', nan]",1,0,0.04400886,0.95599115,2
7,,ultimate retail no open box returns,,29.99,microsoft windows vista ultimate retail no open box returns,,399.99,"('ltable_title', 'ltable_manufacturer')","['microsoft office & windows training', 'topics entertainment']","['ultimate retail no open box returns', nan]",1,0,0.03138667,0.9686133,2
5,,vista ultimate retail no open box returns,topics entertainment,399.99,microsoft windows vista ultimate retail no open box returns,,399.99,"('ltable_title', 'ltable_price')","['microsoft office & windows training', 29.99]","['vista ultimate retail no open box returns', 399.99]",1,0,0.11680607,0.88319397,2
4,,vista ultimate retail no open box returns,,29.99,microsoft windows vista ultimate retail no open box returns,,399.99,"('ltable_title', 'ltable_manufacturer')","['microsoft office & windows training', 'topics entertainment']","['vista ultimate retail no open box returns', nan]",1,0,0.021528328,0.9784717,2
2,,windows vista ultimate retail no open box returns,topics entertainment,399.99,microsoft windows vista ultimate retail no open box returns,,399.99,"('ltable_title', 'ltable_price')","['microsoft office & windows training', 29.99]","['windows vista ultimate retail no open box returns', 399.99]",1,0,0.03689358,0.96310645,2
1,,windows vista ultimate retail no open box returns,,29.99,microsoft windows vista ultimate retail no open box returns,,399.99,"('ltable_title', 'ltable_manufacturer')","['microsoft office & windows training', 'topics entertainment']","['windows vista ultimate retail no open box returns', nan]",1,0,0.016650716,0.9833493,2
8,,ultimate retail no open box returns,topics entertainment,399.99,microsoft windows vista ultimate retail no open box returns,,399.99,"('ltable_title', 'ltable_price')","['microsoft office & windows training', 29.99]","['ultimate retail no open box returns', 399.99]",1,0,0.328661,0.67133904,2
9,,ultimate retail no open box returns,,399.99,microsoft windows vista ultimate retail no open box returns,,399.99,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['microsoft office & windows training', 'topics entertainment', 29.99]","['ultimate retail no open box returns', nan, 399.99]",1,0,0.020368505,0.9796315,3
