,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,tribeca,electronics - general,gbu421w6,8.88,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,paper mate,bags cases,gbu421w6,29.99,icon-icon4-blk neoprene notebook sleeve black motion systems 9.99,1
1,ep memory,electronics - general,q3675a,8.88,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,nan,bags cases,q3675a,230.74,kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g,1
2,nan,electronics - general,q3675a,8.88,belkin 10.2 netbook neoprene sleeve - black belkin,nan,bags cases,q3675a,nan,griffin technology formfit for ipod touch 4g pink clear griffin technology 7.53,1
3,nan,electronics - general,q3675a,56.88,netgear prosafe gs716t 16-port ethernet switch gs716t-200nas,nan,all-in-one printers,q3675a,29.99,icon-icon4-blk neoprene notebook sleeve black motion systems 9.99,1
4,da-lite,electronics - general,q3675a,11.98,belkin 10.2 netbook neoprene sleeve - black belkin,nan,bags cases,q3675a,nan,griffin technology formfit for ipod touch 4g pink clear griffin technology 7.53,1
5,da-lite,electronics - general,q3675a,8.88,belkin 10.2 netbook neoprene sleeve - black belkin,nan,bags cases,q3675a,nan,griffin technology formfit for ipod touch 4g pink clear griffin technology 7.53,1
6,ep memory,electronics - general,q3675a,8.88,boss audio bv9958b - single-din in-dash dvd mp3 cd am fm receiver with full detachable 7 widescreen touchscreen tft monitor usb and sd memory card ports and front panel aux input boss bv9958b,nan,bags cases,q3675a,nan,kingston 8 gb ddr2 sdram memory module 8 gb 2 x 4 gb 667mhz ddr2 sdram ktd-ws667 8g,1
7,samsung,electronics - general,q3675a,8.88,belkin 10.2 netbook neoprene sleeve - black belkin,nan,bags cases,q3675a,nan,icon-icon4-blk neoprene notebook sleeve black motion systems 9.99,1
8,nan,electronics - general,q3675a,56.88,netgear prosafe gs716t 16-port ethernet switch gs716t-200nas,nan,all-in-one printers,q3675a,nan,icon-icon4-blk neoprene notebook sleeve black motion systems 9.99,1
9,samsung,mp3 accessories,q3675a,8.88,uniden 1360bk desktop corded phone with caller id black electronics - general 1360bk,nan,bags cases,q3675a,nan,icon-icon4-blk neoprene notebook sleeve black motion systems 9.99,0
