,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,hp,printers,q3675a,194.84,hp q3675a image transfer kit,srs,cleaning repair,it4ll-gmt,nan,hewlett packard q3675a image transfer kit for hp color laserjet 4650,0
1,hp,printers,am-p16b,194.84,hp q3675a image transfer kit,hp,bags cases,q3675a,nan,hewlett packard q3675a image transfer kit for hp color laserjet 4650,0
2,hp,hard drives,512p31310lr,194.84,hp q3675a image transfer kit,hp,cleaning repair,q3675a,nan,hewlett packard q3675a image transfer kit for hp color laserjet 4650,0
3,hp,printers,ktd-dm8400a / 1g,194.84,hp q3675a image transfer kit,hp,cleaning repair,q3675a,nan,hewlett packard q3675a image transfer kit for hp color laserjet 4650,0
4,hp,printers,ktd-dm8400a / 1g,194.84,hp q3675a image transfer kit,hp,cases,q3675a,nan,hewlett packard q3675a image transfer kit for hp color laserjet 4650,0
5,hp,printers,bh-skthfs/2g,194.84,hp q3675a image transfer kit,hp,cleaning repair,q3675a,nan,hewlett packard q3675a image transfer kit for hp color laserjet 4650,0
6,hp,printers,dr-2010c,194.84,hp q3675a image transfer kit,hp,cables interconnects,q3675a,nan,hewlett packard q3675a image transfer kit for hp color laserjet 4650,0
7,zotac,printers,q3675a,194.84,hp q3675a image transfer kit,hp,cleaning repair,icon4-blk,nan,hewlett packard q3675a image transfer kit for hp color laserjet 4650,0
8,hp,printers,am-p16b,194.84,hp q3675a image transfer kit,hp,cleaning repair,q3675a,nan,hewlett packard q3675a image transfer kit for hp color laserjet 4650,0
9,hp,printers,27557,194.84,hp q3675a image transfer kit,hp,cleaning repair,q3675a,nan,antec tricool case fan tricool 120mm,0
