,label,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,Lower De Boom Barleywine,21st Amendment Brewery,American Amber / Red Ale,5.60 %,Heist American Style Red Ale,Heist Brewery,Amber Ale,4.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Red Racer India Style Red Ale', 'Central City Brewers + Distillers']","['Lower De Boom Barleywine', '21st Amendment Brewery']",1,0,0.49406478,0.5059352,2
1,,Tenaya Creek Old Jackalope Barleywine,Tenaya Creek Brewery,American Amber / Red Ale,5.60 %,Heist American Style Red Ale,Heist Brewery,Amber Ale,4.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Red Racer India Style Red Ale', 'Central City Brewers + Distillers']","['Tenaya Creek Old Jackalope Barleywine', 'Tenaya Creek Brewery']",1,0,0.4347528,0.5652472,2
6,,Lower De Boom Barleywine,21st Amendment Brewery,American Amber / Red Ale,5.60 %,Heist American Style Red Ale,Heist Brewery,Amber Ale,4.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Red Racer India Style Red Ale', 'Central City Brewers + Distillers']","['Lower De Boom Barleywine', '21st Amendment Brewery']",1,0,0.49406478,0.5059352,2
7,,Tenaya Creek Old Jackalope Barleywine,Tenaya Creek Brewery,American Amber / Red Ale,5.60 %,Heist American Style Red Ale,Heist Brewery,Amber Ale,4.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Red Racer India Style Red Ale', 'Central City Brewers + Distillers']","['Tenaya Creek Old Jackalope Barleywine', 'Tenaya Creek Brewery']",1,0,0.4347528,0.5652472,2
2,,Tenaya Creek Old Jackalope Barleywine,Tenaya Creek Brewery,American Barleywine,5.60 %,Heist American Style Red Ale,Heist Brewery,Amber Ale,4.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","['Red Racer India Style Red Ale', 'Central City Brewers + Distillers', 'American Amber / Red Ale']","['Tenaya Creek Old Jackalope Barleywine', 'Tenaya Creek Brewery', 'American Barleywine']",1,0,0.45719314,0.54280686,3
3,,Tenaya Creek Old Jackalope Barleywine,Tenaya Creek Brewery,American Amber / Red Ale,10.40 %,Heist American Style Red Ale,Heist Brewery,Amber Ale,4.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","['Red Racer India Style Red Ale', 'Central City Brewers + Distillers', '5.60 %']","['Tenaya Creek Old Jackalope Barleywine', 'Tenaya Creek Brewery', '10.40 %']",1,0,0.3805693,0.6194307,3
5,,Red Racer India Style Red Ale,Central City Brewers + Distillers,American Amber / Red Ale,5.60 %,Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber,Apeldoornse Bierbrouwerij De Vlijt,Amber Ale,6.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['Heist American Style Red Ale', 'Heist Brewery', '4.50 %']","['Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber', 'Apeldoornse Bierbrouwerij De Vlijt', '6.50 %']",1,0,0.24137494,0.75862503,3
8,,Tenaya Creek Old Jackalope Barleywine,Tenaya Creek Brewery,American Barleywine,5.60 %,Heist American Style Red Ale,Heist Brewery,Amber Ale,4.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_Style')","['Red Racer India Style Red Ale', 'Central City Brewers + Distillers', 'American Amber / Red Ale']","['Tenaya Creek Old Jackalope Barleywine', 'Tenaya Creek Brewery', 'American Barleywine']",1,0,0.4571932,0.54280686,3
9,,Tenaya Creek Old Jackalope Barleywine,Tenaya Creek Brewery,American Amber / Red Ale,10.40 %,Heist American Style Red Ale,Heist Brewery,Amber Ale,4.50 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name', 'ltable_ABV')","['Red Racer India Style Red Ale', 'Central City Brewers + Distillers', '5.60 %']","['Tenaya Creek Old Jackalope Barleywine', 'Tenaya Creek Brewery', '10.40 %']",1,0,0.38056928,0.6194307,3
11,,Red Racer India Style Red Ale,Central City Brewers + Distillers,American Amber / Red Ale,5.60 %,Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber,Apeldoornse Bierbrouwerij De Vlijt,Amber Ale,6.50 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name', 'rtable_ABV')","['Heist American Style Red Ale', 'Heist Brewery', '4.50 %']","['Apeldoornse Bierbrouwerij De Vlijt Veluwse Schavuyt Amber', 'Apeldoornse Bierbrouwerij De Vlijt', '6.50 %']",1,0,0.24137494,0.75862503,3
