,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,netgear prosafe gs716t 16-port ethernet switch gs716t-200nas,networking,netgear,,238.0,tp-link tl-sc3130g wireless 2-way audio surveillance camera surveillance cameras tp-link 98.88,switches,,,,"('rtable_title',)",['netgear fs605na 5-port fast ethernet switch netgear fs605na 21.99'],['tp-link tl-sc3130g wireless 2-way audio surveillance camera surveillance cameras tp-link 98.88'],0.3907738,0.60922617,2
1,netgear prosafe gs716t 16-port ethernet switch gs716t-200nas,networking,netgear,,238.0,tp-link tl-sc3130g wireless 2-way audio surveillance camera surveillance cameras tp-link 98.88,switches,,,,"('rtable_title', 'rtable_brand')","['netgear fs605na 5-port fast ethernet switch netgear fs605na 21.99', nan]","['tp-link tl-sc3130g wireless 2-way audio surveillance camera surveillance cameras tp-link 98.88', nan]",0.39077353,0.6092264,2
2,netgear prosafe gs716t 16-port ethernet switch gs716t-200nas,networking,netgear,,238.0,tp-link tl-sc3130g wireless 2-way audio surveillance camera surveillance cameras tp-link 98.88,switches,,tl-sc3130g,,"('rtable_title', 'rtable_modelno')","['netgear fs605na 5-port fast ethernet switch netgear fs605na 21.99', nan]","['tp-link tl-sc3130g wireless 2-way audio surveillance camera surveillance cameras tp-link 98.88', 'tl-sc3130g']",0.34713602,0.65286404,2
3,netgear prosafe gs716t 16-port ethernet switch gs716t-200nas,networking,netgear,,238.0,tp-link tl-sc3130g wireless 2-way audio surveillance camera surveillance cameras tp-link 98.88,switches,,,,"('rtable_title', 'rtable_price')","['netgear fs605na 5-port fast ethernet switch netgear fs605na 21.99', nan]","['tp-link tl-sc3130g wireless 2-way audio surveillance camera surveillance cameras tp-link 98.88', nan]",0.39077353,0.6092264,2
16,elite m150xwv1 screens manual projection screen electronics - general,,netgear,,238.0,netgear fs605na 5-port fast ethernet switch netgear fs605na 21.99,switches,,,,"('ltable_title', 'ltable_category')","['netgear prosafe gs716t 16-port ethernet switch gs716t-200nas', 'networking']","['elite m150xwv1 screens manual projection screen electronics - general', nan]",0.43939912,0.5606009,2
8,netgear prosafe gs716t 16-port ethernet switch gs716t-200nas,networking,netgear,,238.0,brother high-speed laser intellifax 2920 fax machines brother fax-2920 262.11,,,,,"('rtable_title', 'rtable_category')","['netgear fs605na 5-port fast ethernet switch netgear fs605na 21.99', 'switches']","['brother high-speed laser intellifax 2920 fax machines brother fax-2920 262.11', nan]",0.4867672,0.5132328,2
18,elite m150xwv1 screens manual projection screen electronics - general,,netgear,,187.84,netgear fs605na 5-port fast ethernet switch netgear fs605na 21.99,switches,,,,"('ltable_title', 'ltable_category', 'ltable_price')","['netgear prosafe gs716t 16-port ethernet switch gs716t-200nas', 'networking', 238.0]","['elite m150xwv1 screens manual projection screen electronics - general', nan, 187.84]",0.43939912,0.5606009,3
17,elite m150xwv1 screens manual projection screen electronics - general,,elite screens,,238.0,netgear fs605na 5-port fast ethernet switch netgear fs605na 21.99,switches,,,,"('ltable_title', 'ltable_category', 'ltable_brand')","['netgear prosafe gs716t 16-port ethernet switch gs716t-200nas', 'networking', 'netgear']","['elite m150xwv1 screens manual projection screen electronics - general', nan, 'elite screens']",0.31111515,0.68888485,3
11,netgear prosafe gs716t 16-port ethernet switch gs716t-200nas,networking,netgear,,238.0,brother high-speed laser intellifax 2920 fax machines brother fax-2920 262.11,,,,,"('rtable_title', 'rtable_category', 'rtable_price')","['netgear fs605na 5-port fast ethernet switch netgear fs605na 21.99', 'switches', nan]","['brother high-speed laser intellifax 2920 fax machines brother fax-2920 262.11', nan, nan]",0.48676723,0.51323277,3
10,netgear prosafe gs716t 16-port ethernet switch gs716t-200nas,networking,netgear,,238.0,brother high-speed laser intellifax 2920 fax machines brother fax-2920 262.11,,,,,"('rtable_title', 'rtable_category', 'rtable_modelno')","['netgear fs605na 5-port fast ethernet switch netgear fs605na 21.99', 'switches', nan]","['brother high-speed laser intellifax 2920 fax machines brother fax-2920 262.11', nan, nan]",0.48676723,0.51323277,3
6,netgear prosafe gs716t 16-port ethernet switch gs716t-200nas,networking,netgear,,238.0,tp-link tl-sc3130g wireless 2-way audio surveillance camera surveillance cameras tp-link 98.88,switches,,tl-sc3130g,,"('rtable_title', 'rtable_modelno', 'rtable_price')","['netgear fs605na 5-port fast ethernet switch netgear fs605na 21.99', nan, nan]","['tp-link tl-sc3130g wireless 2-way audio surveillance camera surveillance cameras tp-link 98.88', 'tl-sc3130g', nan]",0.34713602,0.65286404,3
5,netgear prosafe gs716t 16-port ethernet switch gs716t-200nas,networking,netgear,,238.0,tp-link tl-sc3130g wireless 2-way audio surveillance camera surveillance cameras tp-link 98.88,switches,,,,"('rtable_title', 'rtable_brand', 'rtable_price')","['netgear fs605na 5-port fast ethernet switch netgear fs605na 21.99', nan, nan]","['tp-link tl-sc3130g wireless 2-way audio surveillance camera surveillance cameras tp-link 98.88', nan, nan]",0.39077353,0.6092264,3
4,netgear prosafe gs716t 16-port ethernet switch gs716t-200nas,networking,netgear,,238.0,tp-link tl-sc3130g wireless 2-way audio surveillance camera surveillance cameras tp-link 98.88,switches,,tl-sc3130g,,"('rtable_title', 'rtable_brand', 'rtable_modelno')","['netgear fs605na 5-port fast ethernet switch netgear fs605na 21.99', nan, nan]","['tp-link tl-sc3130g wireless 2-way audio surveillance camera surveillance cameras tp-link 98.88', nan, 'tl-sc3130g']",0.34713602,0.65286404,3
9,netgear prosafe gs716t 16-port ethernet switch gs716t-200nas,networking,netgear,,238.0,brother high-speed laser intellifax 2920 fax machines brother fax-2920 262.11,,,,,"('rtable_title', 'rtable_category', 'rtable_brand')","['netgear fs605na 5-port fast ethernet switch netgear fs605na 21.99', 'switches', nan]","['brother high-speed laser intellifax 2920 fax machines brother fax-2920 262.11', nan, nan]",0.48676723,0.51323277,3
20,elite m150xwv1 screens manual projection screen electronics - general,,elite screens,,187.84,netgear fs605na 5-port fast ethernet switch netgear fs605na 21.99,switches,,,,"('ltable_title', 'ltable_category', 'ltable_brand', 'ltable_price')","['netgear prosafe gs716t 16-port ethernet switch gs716t-200nas', 'networking', 'netgear', 238.0]","['elite m150xwv1 screens manual projection screen electronics - general', nan, 'elite screens', 187.84]",0.31111515,0.68888485,4
7,netgear prosafe gs716t 16-port ethernet switch gs716t-200nas,networking,netgear,,238.0,tp-link tl-sc3130g wireless 2-way audio surveillance camera surveillance cameras tp-link 98.88,switches,,tl-sc3130g,,"('rtable_title', 'rtable_brand', 'rtable_modelno', 'rtable_price')","['netgear fs605na 5-port fast ethernet switch netgear fs605na 21.99', nan, nan, nan]","['tp-link tl-sc3130g wireless 2-way audio surveillance camera surveillance cameras tp-link 98.88', nan, 'tl-sc3130g', nan]",0.34713602,0.65286404,4
12,netgear prosafe gs716t 16-port ethernet switch gs716t-200nas,networking,netgear,,238.0,brother high-speed laser intellifax 2920 fax machines brother fax-2920 262.11,,,,,"('rtable_title', 'rtable_category', 'rtable_brand', 'rtable_modelno')","['netgear fs605na 5-port fast ethernet switch netgear fs605na 21.99', 'switches', nan, nan]","['brother high-speed laser intellifax 2920 fax machines brother fax-2920 262.11', nan, nan, nan]",0.48676723,0.51323277,4
