,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,outcome
0,toulouse,' b peachtree rd. ',atlanta,404/351 -9533,french,92.0,` ritz-carlton dining room ( buckhead ) ',' 2709 main st. ',atlanta,404-237-2700,` american ( new ) ',90.0,1
1,toulouse,' 6182 w. flamingo rd. ',atlanta,404/351 -9533,french,92.0,` heera of india ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',90.0,1
2,toulouse,' b peachtree rd. ',atlanta,404/351 -9533,french,42.0,` ritz-carlton dining room ( buckhead ) ',' 3200 las vegas blvd. s. ',atlanta,404-237-2700,` american ( new ) ',90.0,1
3,toulouse,' b peachtree rd. ',atlanta,212/223 -5656,french,92.0,` ritz-carlton dining room ( buckhead ) ',' 3570 las vegas blvd. s. ',atlanta,404-237-2700,` american ( new ) ',90.0,1
4,toulouse,' b peachtree rd. ',atlanta,404/351 -9533,french,92.0,` ritz-carlton dining room ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` french bistro ',90.0,1
5,toulouse,' b peachtree rd. ',atlanta,404/355 -5993,french,92.0,` ritz-carlton dining room ( buckhead ) ',' 3700 w. flamingo rd. ',atlanta,404-237-2700,` american ( new ) ',90.0,1
6,toulouse,' 240 e. 58th st. ',atlanta,404/351 -9533,french,92.0,` ritz-carlton dining room ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',90.0,1
7,toulouse,' 2880 las vegas blvd. s ',atlanta,404/351 -9533,french,92.0,` ritz-carlton dining room ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',90.0,0
8,toulouse,' b peachtree rd. ',atlanta,404/351 -9533,french,92.0,` spago ( los angeles ) ',' 3434 peachtree rd. ne ',atlanta,404-233-5993,` american ( new ) ',90.0,1
9,toulouse,' b peachtree rd. ',atlanta,404/351 -9533,french,92.0,` ritz-carlton dining room ( buckhead ) ',' 2355 peachtree rd. ne ',atlanta,404-237-2700,scandinavian,90.0,1
