,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,` ritz-carlton restaurant and dining room ',' b peachtree rd. ',atlanta,404/351 -9533,french,92,` ritz-carlton dining room ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',90,"('ltable_name',)",['toulouse'],"[""` ritz-carlton restaurant and dining room '""]",0.09261258,0.90738744,2
1,` ritz-carlton restaurant and dining room ',' 600 stockton st. ',atlanta,404/351 -9533,french,92,` ritz-carlton dining room ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',90,"('ltable_name', 'ltable_addr')","['toulouse', ""' b peachtree rd. '""]","[""` ritz-carlton restaurant and dining room '"", ""' 600 stockton st. '""]",0.4693005,0.53069943,2
2,` ritz-carlton restaurant and dining room ',' b peachtree rd. ',` san francisco ',404/351 -9533,french,92,` ritz-carlton dining room ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',90,"('ltable_name', 'ltable_city')","['toulouse', 'atlanta']","[""` ritz-carlton restaurant and dining room '"", ""` san francisco '""]",0.10697923,0.8930208,2
3,` ritz-carlton restaurant and dining room ',' b peachtree rd. ',atlanta,415/296 -7465,french,92,` ritz-carlton dining room ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',90,"('ltable_name', 'ltable_phone')","['toulouse', '404/351 -9533']","[""` ritz-carlton restaurant and dining room '"", '415/296 -7465']",0.09261258,0.90738744,2
4,` ritz-carlton restaurant and dining room ',' b peachtree rd. ',atlanta,404/351 -9533,american,92,` ritz-carlton dining room ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',90,"('ltable_name', 'ltable_res_type')","['toulouse', 'french']","[""` ritz-carlton restaurant and dining room '"", 'american']",0.052609254,0.94739074,2
5,` ritz-carlton restaurant and dining room ',' b peachtree rd. ',atlanta,404/351 -9533,french,110,` ritz-carlton dining room ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',90,"('ltable_name', 'ltable_class')","['toulouse', 92]","[""` ritz-carlton restaurant and dining room '"", 110]",0.100770265,0.8992297,2
14,` ritz-carlton restaurant and dining room ',' b peachtree rd. ',atlanta,404/351 -9533,american,110,` ritz-carlton dining room ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',90,"('ltable_name', 'ltable_res_type', 'ltable_class')","['toulouse', 'french', 92]","[""` ritz-carlton restaurant and dining room '"", 'american', 110]",0.0646959,0.9353041,3
13,` ritz-carlton restaurant and dining room ',' b peachtree rd. ',atlanta,415/296 -7465,french,110,` ritz-carlton dining room ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',90,"('ltable_name', 'ltable_phone', 'ltable_class')","['toulouse', '404/351 -9533', 92]","[""` ritz-carlton restaurant and dining room '"", '415/296 -7465', 110]",0.100770265,0.8992297,3
12,` ritz-carlton restaurant and dining room ',' b peachtree rd. ',atlanta,415/296 -7465,american,92,` ritz-carlton dining room ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',90,"('ltable_name', 'ltable_phone', 'ltable_res_type')","['toulouse', '404/351 -9533', 'french']","[""` ritz-carlton restaurant and dining room '"", '415/296 -7465', 'american']",0.052609254,0.94739074,3
10,` ritz-carlton restaurant and dining room ',' b peachtree rd. ',` san francisco ',404/351 -9533,american,92,` ritz-carlton dining room ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,404-237-2700,` american ( new ) ',90,"('ltable_name', 'ltable_city', 'ltable_res_type')","['toulouse', 'atlanta', 'french']","[""` ritz-carlton restaurant and dining room '"", ""` san francisco '"", 'american']",0.07312476,0.9268752,3
