,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,4.90 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_ABV',)",['7.40 %'],['4.90 %'],0.5157767534255981,0.48422324657440186,2
406,Honey Basil Amber,Catawba Brewing Co. .,American Amber / Red Ale,5.20 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Rude Hippo Brewing Company', '7.40 %']","['Catawba Brewing Co. .', '5.20 %']",0.6568337380886078,0.3431662619113922,2
405,Revenuers Red Ale,Rude Hippo Brewing Company,American Amber / Red Ale,5.20 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name', 'ltable_ABV')","['Honey Basil Amber', '7.40 %']","['Revenuers Red Ale', '5.20 %']",0.8392563015222549,0.16074369847774506,2
404,Revenuers Red Ale,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name', 'ltable_Style')","['Honey Basil Amber', 'American Amber / Red Ale']","['Revenuers Red Ale', 'American Amber / Red Ale']",0.558659553527832,0.44134044647216797,2
403,Revenuers Red Ale,Catawba Brewing Co. .,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Honey Basil Amber', 'Rude Hippo Brewing Company']","['Revenuers Red Ale', 'Catawba Brewing Co. .']",0.5717528760433197,0.4282471239566803,2
402,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,5.20 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_ABV',)",['7.40 %'],['5.20 %'],0.6442775130271912,0.35572248697280884,2
401,Revenuers Red Ale,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name',)",['Honey Basil Amber'],['Revenuers Red Ale'],0.558659553527832,0.44134044647216797,2
738,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Barba Roja Barrel Aged Red Ale,18th Street Brewery,Amber Ale,7.40 %,"('rtable_Beer_Name',)",['Rude Hippo Honey Basil Amber'],['Barba Roja Barrel Aged Red Ale'],0.7683203667402267,0.23167963325977325,2
396,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,4.90 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '7.40 %']","['American Amber / Red Ale', '4.90 %']",0.6336628496646881,0.3663371503353119,2
395,Honey Basil Amber,Old Bisbee Brewing Company,American Amber / Red Ale,4.90 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Rude Hippo Brewing Company', '7.40 %']","['Old Bisbee Brewing Company', '4.90 %']",0.6334693431854248,0.3665306568145752,2
394,Copper City Ale,Rude Hippo Brewing Company,American Amber / Red Ale,4.90 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name', 'ltable_ABV')","['Honey Basil Amber', '7.40 %']","['Copper City Ale', '4.90 %']",0.7998182773590088,0.2001817226409912,2
393,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,4.90 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_ABV',)",['7.40 %'],['4.90 %'],0.6336628496646881,0.3663371503353119,2
739,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,9 %,"('rtable_ABV',)",['7.40 %'],['9 %'],0.5460368096828461,0.45396319031715393,2
740,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Barba Roja Barrel Aged Red Ale,Barba Roja de Anapa,Amber Ale,7.40 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Rude Hippo Honey Basil Amber', '18th Street Brewery']","['Barba Roja Barrel Aged Red Ale', 'Barba Roja de Anapa']",0.7644234746694565,0.23557652533054352,2
741,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Barba Roja Barrel Aged Red Ale,18th Street Brewery,American Strong Ale,7.40 %,"('rtable_Beer_Name', 'rtable_Style')","['Rude Hippo Honey Basil Amber', 'Amber Ale']","['Barba Roja Barrel Aged Red Ale', 'American Strong Ale']",0.8292379677295685,0.17076203227043152,2
742,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Barba Roja Barrel Aged Red Ale,18th Street Brewery,Amber Ale,9 %,"('rtable_Beer_Name', 'rtable_ABV')","['Rude Hippo Honey Basil Amber', '7.40 %']","['Barba Roja Barrel Aged Red Ale', '9 %']",0.9048222452402115,0.09517775475978851,2
743,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,7.40 %,Rude Hippo Honey Basil Amber,Barba Roja de Anapa,Amber Ale,9 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['18th Street Brewery', '7.40 %']","['Barba Roja de Anapa', '9 %']",0.5502763390541077,0.44972366094589233,2
387,Honey Basil Amber,Rude Hippo Brewing Company,American Amber / Red Ale,4.70 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '7.40 %']","['American Amber / Red Ale', '4.70 %']",0.5433012545108795,0.4566987454891205,2
369,New Olde Horny Brew,Rude Hippo Brewing Company,American Amber / Red Ale,4.50 %,Rude Hippo Honey Basil Amber,18th Street Brewery,Amber Ale,7.40 %,"('ltable_Beer_Name', 'ltable_ABV')","['Honey Basil Amber', '7.40 %']","['New Olde Horny Brew', '4.50 %']",0.5369161665439606,0.46308383345603943,2
