,label,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,bruno,' 1570 rosecrans ave. s. ',` new york ',310-643-5229,italian,195,felidia,' 243 e. 58th st. ',` new york city ',212-758-1479,italian,33,"('ltable_addr', 'ltable_phone')","[""' 240 e. 58th st. '"", '212/688 -4190']","[""' 1570 rosecrans ave. s. '"", '310-643-5229']",1,0,0.017905777,0.9820942,2
119,,bruno,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,195,felidia,' 243 e. 58th st. ',` new,212/688 -4190,italian,33,"('rtable_city', 'rtable_phone')","[""` new york city '"", '212-758-1479']","['` new', '212/688 -4190']",1,0,0.012826563,0.98717344,2
118,,bruno,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,195,felidia,' 240 e. 58th st. ',` new york city ',212/688 -4190,italian,33,"('rtable_addr', 'rtable_phone')","[""' 243 e. 58th st. '"", '212-758-1479']","[""' 240 e. 58th st. '"", '212/688 -4190']",1,0,0.0034084157,0.99659157,2
117,,bruno,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,195,bruno,' 243 e. 58th st. ',` new york city ',212/688 -4190,italian,33,"('rtable_name', 'rtable_phone')","['felidia', '212-758-1479']","['bruno', '212/688 -4190']",1,0,0.0057450766,0.9942549,2
116,,bruno,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,195,felidia,' 243 e. 58th st. ',` new york city ',212/688 -4190,italian,33,"('rtable_phone',)",['212-758-1479'],['212/688 -4190'],1,0,0.06720948,0.9327906,2
40,,bruno,' 9600 brighton way ',` new york ',310-276-7732,italian,195,felidia,' 243 e. 58th st. ',` new york city ',212-758-1479,italian,33,"('ltable_addr', 'ltable_phone')","[""' 240 e. 58th st. '"", '212/688 -4190']","[""' 9600 brighton way '"", '310-276-7732']",1,0,0.063073605,0.93692636,2
89,,bruno,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,195,felidia,' 243 e. 58th st. ',` new york city ',212/688 -4190,italian,195,"('rtable_phone', 'rtable_class')","['212-758-1479', 33]","['212/688 -4190', 195]",1,0,0.044127215,0.95587283,2
88,,bruno,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,195,felidia,' 243 e. 58th st. ',` new york city ',212/688 -4190,italian,33,"('rtable_phone', 'rtable_res_type')","['212-758-1479', 'italian']","['212/688 -4190', 'italian']",1,0,0.040341265,0.9596587,2
87,,bruno,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,195,felidia,' 243 e. 58th st. ',` new york ',212/688 -4190,italian,33,"('rtable_city', 'rtable_phone')","[""` new york city '"", '212-758-1479']","[""` new york '"", '212/688 -4190']",1,0,0.026596878,0.9734031,2
86,,bruno,' 240 e. 58th st. ',` new york ',212/688 -4190,italian,195,felidia,' 240 e. 58th st.,` new york city ',212/688 -4190,italian,33,"('rtable_addr', 'rtable_phone')","[""' 243 e. 58th st. '"", '212-758-1479']","[""' 240 e. 58th st."", '212/688 -4190']",1,0,0.003917999,0.996082,2
