,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Brekkefossenvann,Third Base Sports Bar & Brewery,American Amber / Red Ale,6.40 %,Third Base Red Rocket Amber Ale,Third Base Sports Bar & Brewery,Amber Ale,4.60 %,"('ltable_Beer_Name',)",['Red Rocket Amber Ale'],['Brekkefossenvann'],0.3969373106956482,0.6030626893043518,2
288,Rochelle Rochelle,Third Base Sports Bar & Brewery,American Amber / Red Ale,5.60 %,Third Base Red Rocket Amber Ale,Third Base Sports Bar & Brewery,Amber Ale,4.60 %,"('ltable_Beer_Name', 'ltable_ABV')","['Red Rocket Amber Ale', '6.40 %']","['Rochelle Rochelle', '5.60 %']",0.41556495428085327,0.5844350457191467,2
517,Chat-Malo,Third Base Sports Bar & Brewery,American Amber / Red Ale,6.40 %,Third Base Red Rocket Amber Ale,Third Base Sports Bar & Brewery,Amber Ale,4.60 %,"('ltable_Beer_Name',)",['Red Rocket Amber Ale'],['Chat-Malo'],0.4217150807380676,0.5782849192619324,2
283,Red Rocket Amber Ale,Third Base Sports Bar & Brewery,American Amber / Red Ale,6.40 %,2 Brothers Grizz,Third Base Sports Bar & Brewery,Amber Ale,5.70 %,"('rtable_Beer_Name', 'rtable_ABV')","['Third Base Red Rocket Amber Ale', '4.60 %']","['2 Brothers Grizz', '5.70 %']",0.47566431760787964,0.5243356823921204,2
282,Red Rocket Amber Ale,Third Base Sports Bar & Brewery,American Amber / Red Ale,6.40 %,2 Brothers Grizz,Third Base Sports Bar & Brewery,Amber Ale,4.60 %,"('rtable_Beer_Name', 'rtable_Style')","['Third Base Red Rocket Amber Ale', 'Amber Ale']","['2 Brothers Grizz', 'Amber Ale']",0.4409690499305725,0.5590309500694275,2
281,Red Rocket Amber Ale,Third Base Sports Bar & Brewery,American Amber / Red Ale,6.40 %,2 Brothers Grizz,2 Brothers Brewery,Amber Ale,4.60 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Third Base Red Rocket Amber Ale', 'Third Base Sports Bar & Brewery']","['2 Brothers Grizz', '2 Brothers Brewery']",0.4334298372268677,0.5665701627731323,2
280,Red Rocket Amber Ale,Third Base Sports Bar & Brewery,American Amber / Red Ale,6.40 %,2 Brothers Grizz,Third Base Sports Bar & Brewery,Amber Ale,4.60 %,"('rtable_Beer_Name',)",['Third Base Red Rocket Amber Ale'],['2 Brothers Grizz'],0.4409690499305725,0.5590309500694275,2
276,Red Tick,Third Base Sports Bar & Brewery,American Amber / Red Ale,4.50 %,Third Base Red Rocket Amber Ale,Third Base Sports Bar & Brewery,Amber Ale,4.60 %,"('ltable_Beer_Name', 'ltable_ABV')","['Red Rocket Amber Ale', '6.40 %']","['Red Tick', '4.50 %']",0.4264705777168274,0.5735294222831726,2
518,Chat-Malo,Brasserie Britt de Bretagne,American Amber / Red Ale,6.40 %,Third Base Red Rocket Amber Ale,Third Base Sports Bar & Brewery,Amber Ale,4.60 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Red Rocket Amber Ale', 'Third Base Sports Bar & Brewery']","['Chat-Malo', 'Brasserie Britt de Bretagne']",0.426527202129364,0.573472797870636,2
271,Daywalker,Third Base Sports Bar & Brewery,American Amber / Red Ale,4.30 %,Third Base Red Rocket Amber Ale,Third Base Sports Bar & Brewery,Amber Ale,4.60 %,"('ltable_Beer_Name', 'ltable_ABV')","['Red Rocket Amber Ale', '6.40 %']","['Daywalker', '4.30 %']",0.4482001066207886,0.5517998933792114,2
270,Daywalker,Third Base Sports Bar & Brewery,American Amber / Red Ale,6.40 %,Third Base Red Rocket Amber Ale,Third Base Sports Bar & Brewery,Amber Ale,4.60 %,"('ltable_Beer_Name', 'ltable_Style')","['Red Rocket Amber Ale', 'American Amber / Red Ale']","['Daywalker', 'American Amber / Red Ale']",0.4484440088272095,0.5515559911727905,2
269,Daywalker,Brew Detroit,American Amber / Red Ale,6.40 %,Third Base Red Rocket Amber Ale,Third Base Sports Bar & Brewery,Amber Ale,4.60 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Red Rocket Amber Ale', 'Third Base Sports Bar & Brewery']","['Daywalker', 'Brew Detroit']",0.4482511281967163,0.5517488718032837,2
268,Daywalker,Third Base Sports Bar & Brewery,American Amber / Red Ale,6.40 %,Third Base Red Rocket Amber Ale,Third Base Sports Bar & Brewery,Amber Ale,4.60 %,"('ltable_Beer_Name',)",['Red Rocket Amber Ale'],['Daywalker'],0.4484440088272095,0.5515559911727905,2
266,Ambree,Third Base Sports Bar & Brewery,American Amber / Red Ale,6.40 %,Third Base Red Rocket Amber Ale,Third Base Sports Bar & Brewery,Amber Ale,4.60 %,"('ltable_Beer_Name', 'ltable_Style')","['Red Rocket Amber Ale', 'American Amber / Red Ale']","['Ambree', 'American Amber / Red Ale']",0.4597928524017334,0.5402071475982666,2
265,Ambree,Le Cheval Blanc,American Amber / Red Ale,6.40 %,Third Base Red Rocket Amber Ale,Third Base Sports Bar & Brewery,Amber Ale,4.60 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Red Rocket Amber Ale', 'Third Base Sports Bar & Brewery']","['Ambree', 'Le Cheval Blanc']",0.43694448471069336,0.5630555152893066,2
