,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,outcome
0,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record","kinji ono , jihad boulos",sigmod record,nan,anatomy of a real e-commerce system anant jhingran international conference on management of data 2000,nan,international conference on management of data,nan,0
1,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record","kinji ono , jihad boulos",sigmod record,2002.0,"on supporting containment queries in relational database management systems chun zhang , jeffrey naughton , david dewitt , qiong luo , guy lohman 2001",nan,international conference on management of data,1995.0,0
2,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record","kinji ono , jihad boulos",sigmod record,nan,"on supporting containment queries in relational database management systems chun zhang , jeffrey naughton , david dewitt , qiong luo , guy lohman 2001",nan,international conference on management of data,2001.0,0
3,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record","kinji ono , jihad boulos",sigmod record,1997.0,"social , educational , and governmental change enabled through information technology very large data bases 2000","per - &#197; ke larson , jonathan goldstein , jingren zhou",international conference on management of data,nan,0
4,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record","kinji ono , jihad boulos",sigmod record,1997.0,"on supporting containment queries in relational database management systems chun zhang , jeffrey naughton , david dewitt , qiong luo , guy lohman 2001",nan,international conference on management of data,2002.0,0
5,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record","kinji ono , jihad boulos",sigmod record,1997.0,"social , educational , and governmental change enabled through information technology very large data bases 2000","per - &#197; ke larson , jonathan goldstein , jingren zhou",international conference on management of data,2001.0,0
6,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record","kinji ono , jihad boulos",sigmod record,2001.0,"on supporting containment queries in relational database management systems chun zhang , jeffrey naughton , david dewitt , qiong luo , guy lohman 2001","brian cooper , neal sample , michael j. franklin , gisli r. hjaltason , moshe shadmon",international conference on management of data,nan,0
7,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record","kinji ono , jihad boulos",sigmod record,nan,"on supporting containment queries in relational database management systems chun zhang , jeffrey naughton , david dewitt , qiong luo , guy lohman 2001",ya-hui chang,international conference on management of data,2001.0,0
8,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record","kinji ono , jihad boulos",vldb,1997.0,"on supporting containment queries in relational database management systems chun zhang , jeffrey naughton , david dewitt , qiong luo , guy lohman 2001",nan,international conference on management of data,2002.0,0
9,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record","kinji ono , jihad boulos",vldb,1997.0,"on supporting containment queries in relational database management systems chun zhang , jeffrey naughton , david dewitt , qiong luo , guy lohman 2001","man abrol , neil latarche , uma mahadevan , jianchang mao , rajat mukherjee , prabhakar raghavan , michel tourn , john wang , grace zhang",international conference on management of data,2002.0,0
