,ltable_Album_Name,ltable_Artist_Name,ltable_CopyRight,ltable_Genre,ltable_Price,ltable_Released,ltable_Song_Name,ltable_Time,rtable_Album_Name,rtable_Artist_Name,rtable_CopyRight,rtable_Genre,rtable_Price,rtable_Released,rtable_Song_Name,rtable_Time,outcome
0,Leave a Whisper ( Deluxe Version ),Howard Shore,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .","Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,24-Nov-14,"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh )",2:01,Listen ( Deluxe ),David Guetta,"( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.",Rap & Hip-Hop,$ 1.29,"July 23 , 2013","Lift me up ( feat . Nico & Vinz , Ladysmith Black Mambazo )",2:09,1
1,Listen ( Deluxe Version ),David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .","Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,24-Nov-14,Love Is Gone ( Fred Rister & Joachim Garraud Remix ),1:25,Listen ( Deluxe ),David Guetta,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,Rap & Hip-Hop,$ 1.29,"September 25 , 2015",45,3:58,1
2,Hotel Cabana,Skrillex & Kill the Noise,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .","Hip-Hop/Rap , Music , Dirty South",$ 1.99,24-Nov-14,45,3:16,Listen ( Deluxe ),David Guetta,"( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.","Dance & Electronic , House",$ 1.29,"November 24 , 2014","Lift me up ( feat . Nico & Vinz , Ladysmith Black Mambazo )",3:58,1
3,Hotel Cabana,Skrillex & Kill the Noise,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .","Hip-Hop/Rap , Music , Dirty South",$ 1.99,17-Mar-08,45,3:16,Listen ( Deluxe ),David Guetta,"( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.","Dance & Electronic , House",$ 1.29,"November 24 , 2014","Lift me up ( feat . Nico & Vinz , Ladysmith Black Mambazo )",3:58,1
4,Listen ( Deluxe Version ),David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .","Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,24-Nov-14,Love Is Gone ( Fred Rister & Joachim Garraud Remix ),1:25,Listen ( Deluxe ),Fetty Wap,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,Rap & Hip-Hop,$ 1.29,"September 25 , 2015",45,3:58,1
5,Nothing But the Beat,Calvin Harris,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .","Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,24-Nov-14,X2CU,3:47,Talk Dirty [ Clean ],David Guetta,2015 If Moving Your Mine,Rock,$ 1.29,"November 24 , 2014","Lift me up ( feat . Nico & Vinz , Ladysmith Black Mambazo )",3:58,1
6,Listen ( Deluxe Version ),Jason Derulo,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .","Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,24-Nov-14,My Armor Is Iron,3:47,Pop Love,Taylor Swift,"( C ) 2013 Universal Island Records , a division of Universal Music Operations Limited","Gangsta & Hardcore , Rap & Hip-Hop",$ 1.29,"December 14 , 2010","Lift me up ( feat . Nico & Vinz , Ladysmith Black Mambazo )",3:58,1
7,Listen ( Deluxe Version ),David Guetta,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .","Dance , Music , Rock , House , Electronic , French Pop",$ 1.29,24-Nov-14,Love Is Gone ( Fred Rister & Joachim Garraud Remix ),1:25,Listen ( Deluxe ),David Guetta,( C ) 2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,Rap & Hip-Hop,$ 1.29,"November 24 , 2014",45,3:58,1
8,Listen ( Deluxe Version ),Fetty Wap,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Dance , Rap",$ 1.29,24-Nov-14,Outversion,3:39,VHS [ Explicit ],David Guetta,2013 Warner Bros. . Records Inc.,"Dance & Electronic , House",$ 1.29,"November 24 , 2014",Missing You ( Feat . Novel ; Continuous Mix Version ),3:58,1
9,Hotel Cabana,Skrillex & Kill the Noise,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .","Hip-Hop/Rap , Music , Dirty South",$ 1.29,24-Nov-14,45,3:16,Listen ( Deluxe ),David Guetta,"( C ) 2015 MCA Nashville , a Division of UMG Recordings , Inc.","Dance & Electronic , House",$ 1.29,"November 24 , 2014","Lift me up ( feat . Nico & Vinz , Ladysmith Black Mambazo )",3:58,1
