,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,"wong . m , â ?? mining fuzzy association rules in databases , â ??","tp hong , cs kuo , sc chi","intelligent data analysis ,",1999.0,"('rtable_title',)",['mining association rules from quantitative data'],"['wong . m , â ?? mining fuzzy association rules in databases , â ??']",0.092482485,0.9075175,2
24,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,mining fuzzy association rules,"tp hong , cs kuo , sc chi",,1999.0,"('rtable_title', 'rtable_venue')","['mining association rules from quantitative data', 'intelligent data analysis ,']","['mining fuzzy association rules', nan]",0.0056084674,0.9943915,2
18,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,mining association rules from quantitative data,"tp hong , cs kuo , sc chi","sigmod record ,",1998.0,"('rtable_venue', 'rtable_year')","['intelligent data analysis ,', 1999.0]","['sigmod record ,', 1998.0]",0.16410688,0.83589315,2
17,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,mining association rules from quantitative data,acms anthology,"sigmod record ,",1999.0,"('rtable_authors', 'rtable_venue')","['tp hong , cs kuo , sc chi', 'intelligent data analysis ,']","['acms anthology', 'sigmod record ,']",0.23532718,0.7646729,2
16,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,mining fuzzy association rules in databases .,"tp hong , cs kuo , sc chi","sigmod record ,",1999.0,"('rtable_title', 'rtable_venue')","['mining association rules from quantitative data', 'intelligent data analysis ,']","['mining fuzzy association rules in databases .', 'sigmod record ,']",0.0073575606,0.99264246,2
15,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,mining fuzzy association rules in databases .,acms anthology,"intelligent data analysis ,",1999.0,"('rtable_title', 'rtable_authors')","['mining association rules from quantitative data', 'tp hong , cs kuo , sc chi']","['mining fuzzy association rules in databases .', 'acms anthology']",0.009339848,0.99066013,2
28,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,mining association rules from quantitative data,"tp hong , cs kuo , sc chi","sigmod record ,",1999.0,"('rtable_venue',)","['intelligent data analysis ,']","['sigmod record ,']",0.16410688,0.83589315,2
10,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,mining fuzzy association rules : an overview,"tp hong , cs kuo , sc chi",,1999.0,"('rtable_title', 'rtable_venue')","['mining association rules from quantitative data', 'intelligent data analysis ,']","['mining fuzzy association rules : an overview', nan]",0.29421574,0.70578426,2
9,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,mining fuzzy association rules : an overview,"m delgado , n marä ± n , mj martä ± n-bautista , d","intelligent data analysis ,",1999.0,"('rtable_title', 'rtable_authors')","['mining association rules from quantitative data', 'tp hong , cs kuo , sc chi']","['mining fuzzy association rules : an overview', 'm delgado , n marä ± n , mj martä ± n-bautista , d']",0.44952947,0.55047053,2
14,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,mining association rules from quantitative data,"tp hong , cs kuo , sc chi","sigmod record ,",1999.0,"('rtable_venue',)","['intelligent data analysis ,']","['sigmod record ,']",0.16410688,0.83589315,2
29,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,mining association rules from quantitative data,"tp hong , cs kuo , sc chi","sigmod record ,",,"('rtable_venue', 'rtable_year')","['intelligent data analysis ,', 1999.0]","['sigmod record ,', nan]",0.38560745,0.6143926,2
1,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,"wong . m , â ?? mining fuzzy association rules in databases , â ??","c kuok , a fu","intelligent data analysis ,",1999.0,"('rtable_title', 'rtable_authors')","['mining association rules from quantitative data', 'tp hong , cs kuo , sc chi']","['wong . m , â ?? mining fuzzy association rules in databases , â ??', 'c kuok , a fu']",0.0740602,0.9259398,2
3,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,"wong . m , â ?? mining fuzzy association rules in databases , â ??","tp hong , cs kuo , sc chi","intelligent data analysis ,",,"('rtable_title', 'rtable_year')","['mining association rules from quantitative data', 1999.0]","['wong . m , â ?? mining fuzzy association rules in databases , â ??', nan]",0.08510403,0.91489595,2
2,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,"wong . m , â ?? mining fuzzy association rules in databases , â ??","tp hong , cs kuo , sc chi","sigmod record-quarterly publication of thespecial interest & hellip ; ,",1999.0,"('rtable_title', 'rtable_venue')","['mining association rules from quantitative data', 'intelligent data analysis ,']","['wong . m , â ?? mining fuzzy association rules in databases , â ??', 'sigmod record-quarterly publication of thespecial interest & hellip ; ,']",0.005019599,0.9949804,2
8,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,mining association rules from quantitative data,"tp hong , cs kuo , sc chi","zurich , switzerland ,",1999.0,"('rtable_venue',)","['intelligent data analysis ,']","['zurich , switzerland ,']",0.34569636,0.6543036,2
26,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,mining fuzzy association rules,"tp hong , cs kuo , sc chi",,,"('rtable_title', 'rtable_venue', 'rtable_year')","['mining association rules from quantitative data', 'intelligent data analysis ,', 1999.0]","['mining fuzzy association rules', nan, nan]",0.014033641,0.9859664,3
25,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,mining fuzzy association rules,"kcc chan , wh au",,1999.0,"('rtable_title', 'rtable_authors', 'rtable_venue')","['mining association rules from quantitative data', 'tp hong , cs kuo , sc chi', 'intelligent data analysis ,']","['mining fuzzy association rules', 'kcc chan , wh au', nan]",0.01697299,0.98302704,3
22,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,mining association rules from quantitative data,acms anthology,"sigmod record ,",1998.0,"('rtable_authors', 'rtable_venue', 'rtable_year')","['tp hong , cs kuo , sc chi', 'intelligent data analysis ,', 1999.0]","['acms anthology', 'sigmod record ,', 1998.0]",0.23532718,0.7646729,3
21,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,mining fuzzy association rules in databases .,"tp hong , cs kuo , sc chi","sigmod record ,",1998.0,"('rtable_title', 'rtable_venue', 'rtable_year')","['mining association rules from quantitative data', 'intelligent data analysis ,', 1999.0]","['mining fuzzy association rules in databases .', 'sigmod record ,', 1998.0]",0.0073575606,0.99264246,3
20,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,mining fuzzy association rules in databases .,acms anthology,"intelligent data analysis ,",1998.0,"('rtable_title', 'rtable_authors', 'rtable_year')","['mining association rules from quantitative data', 'tp hong , cs kuo , sc chi', 1999.0]","['mining fuzzy association rules in databases .', 'acms anthology', 1998.0]",0.009339848,0.99066013,3
19,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,mining fuzzy association rules in databases .,acms anthology,"sigmod record ,",1999.0,"('rtable_title', 'rtable_authors', 'rtable_venue')","['mining association rules from quantitative data', 'tp hong , cs kuo , sc chi', 'intelligent data analysis ,']","['mining fuzzy association rules in databases .', 'acms anthology', 'sigmod record ,']",0.00051402237,0.99948597,3
5,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,"wong . m , â ?? mining fuzzy association rules in databases , â ??","c kuok , a fu","intelligent data analysis ,",,"('rtable_title', 'rtable_authors', 'rtable_year')","['mining association rules from quantitative data', 'tp hong , cs kuo , sc chi', 1999.0]","['wong . m , â ?? mining fuzzy association rules in databases , â ??', 'c kuok , a fu', nan]",0.066989616,0.9330104,3
6,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,"wong . m , â ?? mining fuzzy association rules in databases , â ??","tp hong , cs kuo , sc chi","sigmod record-quarterly publication of thespecial interest & hellip ; ,",,"('rtable_title', 'rtable_venue', 'rtable_year')","['mining association rules from quantitative data', 'intelligent data analysis ,', 1999.0]","['wong . m , â ?? mining fuzzy association rules in databases , â ??', 'sigmod record-quarterly publication of thespecial interest & hellip ; ,', nan]",0.0023926925,0.99760723,3
12,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,mining fuzzy association rules : an overview,"m delgado , n marä ± n , mj martä ± n-bautista , d","intelligent data analysis ,",,"('rtable_title', 'rtable_authors', 'rtable_year')","['mining association rules from quantitative data', 'tp hong , cs kuo , sc chi', 1999.0]","['mining fuzzy association rules : an overview', 'm delgado , n marä ± n , mj martä ± n-bautista , d', nan]",0.260103,0.7398971,3
11,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,mining fuzzy association rules : an overview,"m delgado , n marä ± n , mj martä ± n-bautista , d",,1999.0,"('rtable_title', 'rtable_authors', 'rtable_venue')","['mining association rules from quantitative data', 'tp hong , cs kuo , sc chi', 'intelligent data analysis ,']","['mining fuzzy association rules : an overview', 'm delgado , n marä ± n , mj martä ± n-bautista , d', nan]",0.0061338847,0.99386615,3
4,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,"wong . m , â ?? mining fuzzy association rules in databases , â ??","c kuok , a fu","sigmod record-quarterly publication of thespecial interest & hellip ; ,",1999.0,"('rtable_title', 'rtable_authors', 'rtable_venue')","['mining association rules from quantitative data', 'tp hong , cs kuo , sc chi', 'intelligent data analysis ,']","['wong . m , â ?? mining fuzzy association rules in databases , â ??', 'c kuok , a fu', 'sigmod record-quarterly publication of thespecial interest & hellip ; ,']",0.03979838,0.9602017,3
23,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,mining fuzzy association rules in databases .,acms anthology,"sigmod record ,",1998.0,"('rtable_title', 'rtable_authors', 'rtable_venue', 'rtable_year')","['mining association rules from quantitative data', 'tp hong , cs kuo , sc chi', 'intelligent data analysis ,', 1999.0]","['mining fuzzy association rules in databases .', 'acms anthology', 'sigmod record ,', 1998.0]",0.00051402237,0.99948597,4
13,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,mining fuzzy association rules : an overview,"m delgado , n marä ± n , mj martä ± n-bautista , d",,,"('rtable_title', 'rtable_authors', 'rtable_venue', 'rtable_year')","['mining association rules from quantitative data', 'tp hong , cs kuo , sc chi', 'intelligent data analysis ,', 1999.0]","['mining fuzzy association rules : an overview', 'm delgado , n marä ± n , mj martä ± n-bautista , d', nan, nan]",0.01217946,0.98782057,4
27,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,mining fuzzy association rules,"kcc chan , wh au",,,"('rtable_title', 'rtable_authors', 'rtable_venue', 'rtable_year')","['mining association rules from quantitative data', 'tp hong , cs kuo , sc chi', 'intelligent data analysis ,', 1999.0]","['mining fuzzy association rules', 'kcc chan , wh au', nan, nan]",0.028929992,0.97107005,4
7,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998,"wong . m , â ?? mining fuzzy association rules in databases , â ??","c kuok , a fu","sigmod record-quarterly publication of thespecial interest & hellip ; ,",,"('rtable_title', 'rtable_authors', 'rtable_venue', 'rtable_year')","['mining association rules from quantitative data', 'tp hong , cs kuo , sc chi', 'intelligent data analysis ,', 1999.0]","['wong . m , â ?? mining fuzzy association rules in databases , â ??', 'c kuok , a fu', 'sigmod record-quarterly publication of thespecial interest & hellip ; ,', nan]",0.024334276,0.97566575,4
