,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,outcome
0,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,2003.0,keyword search in databases,"tp hong , cs kuo , sc chi","intelligent data analysis ,",1999.0,0
1,database research at arizona state university,r gќting,sigmod record,1998.0,mining association rules from quantitative data,"tp hong , cs kuo , sc chi","intelligent data analysis ,",1999.0,1
2,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998.0,the o 2 object-oriented database system,"tp hong , cs kuo , sc chi","intelligent data analysis ,",2004.0,1
3,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998.0,keyword search in databases,"tp hong , cs kuo , sc chi","intelligent data analysis ,",1999.0,1
4,mining fuzzy association rules in databases,"c kuok , a fu , m wong",nan,1998.0,keyword search in databases,"tp hong , cs kuo , sc chi","intelligent data analysis ,",1999.0,0
5,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998.0,the o 2 object-oriented database system,"tp hong , cs kuo , sc chi","data engineering , 2004 . proceedings . 20th international",1999.0,1
6,database research at arizona state university,"c kuok , a fu , m wong",vldb,1998.0,mining association rules from quantitative data,"tp hong , cs kuo , sc chi","intelligent data analysis ,",1999.0,1
7,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998.0,the o 2 object-oriented database system,"tp hong , cs kuo , sc chi","intelligent data analysis ,",1999.0,1
8,database research at arizona state university,"c kuok , a fu , m wong",sigmod record,1998.0,mining association rules from quantitative data,"tp hong , cs kuo , sc chi","& hellip ; of the third acm international conference on multimedia ,",1999.0,0
9,mining fuzzy association rules in databases,"c kuok , a fu , m wong",sigmod record,1998.0,keyword search in databases,"v srinivasan , mj carey","intelligent data analysis ,",1999.0,1
