,label,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,Amber Waves Ale,Capitol City Brewing,American Amber / Red Ale,5.40 %,Birrificio Rurale Reset,Capitol City Brewing Company,Amber Ale,5.60 %,"('rtable_Beer_Name',)",['Capitol City Amber Waves Ale'],['Birrificio Rurale Reset'],1,0,0.24585724,0.75414276,2
357,,Kuhnhenn Vintage Ale,Kuhnhenn Brewing Company,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Amber Waves Ale', 'Capitol City Brewing']","['Kuhnhenn Vintage Ale', 'Kuhnhenn Brewing Company']",1,0,0.2222378,0.77776223,2
187,,Old Musty Barleywine,C.H. Evans Brewing Company,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Amber Waves Ale', 'Capitol City Brewing']","['Old Musty Barleywine', 'C.H. Evans Brewing Company']",1,0,0.39426792,0.6057321,2
188,,Barley 's Barleywine !,Capitol City Brewing,American Amber / Red Ale,12.00 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,"('ltable_Beer_Name', 'ltable_ABV')","['Amber Waves Ale', '5.40 %']","[""Barley 's Barleywine !"", '12.00 %']",1,0,0.44162422,0.5583758,2
356,,Amber Waves Ale,Kuhnhenn Brewing Company,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,"('ltable_Brew_Factory_Name',)",['Capitol City Brewing'],['Kuhnhenn Brewing Company'],1,0,0.15858082,0.8414192,2
190,,Amber Waves Ale,Devils Backbone Brewing Company,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,"('ltable_Brew_Factory_Name',)",['Capitol City Brewing'],['Devils Backbone Brewing Company'],1,0,0.24663273,0.7533673,2
191,,Tectonic Barleywine,Devils Backbone Brewing Company,American Amber / Red Ale,5.40 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Amber Waves Ale', 'Capitol City Brewing']","['Tectonic Barleywine', 'Devils Backbone Brewing Company']",1,0,0.102673545,0.89732647,2
192,,Tectonic Barleywine,Capitol City Brewing,American Amber / Red Ale,11.00 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,"('ltable_Beer_Name', 'ltable_ABV')","['Amber Waves Ale', '5.40 %']","['Tectonic Barleywine', '11.00 %']",1,0,0.48469356,0.5153064,2
193,,Amber Waves Ale,Devils Backbone Brewing Company,American Barleywine,5.40 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Capitol City Brewing', 'American Amber / Red Ale']","['Devils Backbone Brewing Company', 'American Barleywine']",1,0,0.3335095,0.6664905,2
194,,Amber Waves Ale,Devils Backbone Brewing Company,American Amber / Red Ale,11.00 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Capitol City Brewing', '5.40 %']","['Devils Backbone Brewing Company', '11.00 %']",1,0,0.23386802,0.766132,2
351,,Amber Waves Ale,Ninkasi Brewing Company,American Amber / Red Ale,11.70 %,Capitol City Amber Waves Ale,Capitol City Brewing Company,Amber Ale,5.60 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Capitol City Brewing', '5.40 %']","['Ninkasi Brewing Company', '11.70 %']",1,0,0.134313,0.8656871,2
