,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Micoua,Smuttynose Brewing Company,American Amber / Red Ale,8.50 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name',)",['Smuttynose Kindest Find Imperial Red Ale'],['Micoua'],0.48640644550323486,0.5135935544967651,2
335,Micoua,Smuttynose Brewing Company,American Amber / Red Ale,-,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_ABV')","['Smuttynose Kindest Find Imperial Red Ale', '8.50 %']","['Micoua', '-']",0.4790274500846863,0.5209725499153137,2
248,Danimal,Smuttynose Brewing Company,American Amber / Red Ale,6.00 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_ABV')","['Smuttynose Kindest Find Imperial Red Ale', '8.50 %']","['Danimal', '6.00 %']",0.4515097141265869,0.5484902858734131,2
107,Cherrywood,Smuttynose Brewing Company,American Amber / Red Ale,5.60 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_ABV')","['Smuttynose Kindest Find Imperial Red Ale', '8.50 %']","['Cherrywood', '5.60 %']",0.47260069847106934,0.5273993015289307,2
244,Cherrywood,Smuttynose Brewing Company,American Amber / Red Ale,5.60 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_ABV')","['Smuttynose Kindest Find Imperial Red Ale', '8.50 %']","['Cherrywood', '5.60 %']",0.47260069847106934,0.5273993015289307,2
111,RInkusteinur,Okkara,American Amber / Red Ale,8.50 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Smuttynose Kindest Find Imperial Red Ale', 'Smuttynose Brewing Company']","['RInkusteinur', 'Okkara']",0.4930380582809448,0.5069619417190552,2
115,Smuttynose Kindest Find Imperial Red Ale,Smuttynose Brewing Company,American Amber / Red Ale,8.50 %,Havannah,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('rtable_Beer_Name',)",['Rock Bottom Orland Park King of Hearts Imperial Red Ale'],['Havannah'],0.37119990587234497,0.628800094127655,2
101,Smuttynose Kindest Find Imperial Red Ale,Smuttynose Brewing Company,American Amber / Red Ale,8.50 %,Bootjesbier,Rock Bottom Orland Park,American Strong Ale,7 %,"('rtable_Beer_Name', 'rtable_ABV')","['Rock Bottom Orland Park King of Hearts Imperial Red Ale', '7.60 %']","['Bootjesbier', '7 %']",0.41672253608703613,0.5832774639129639,2
116,Smuttynose Kindest Find Imperial Red Ale,Smuttynose Brewing Company,American Amber / Red Ale,8.50 %,Havannah,Grande Brasserie de Nouvelle-CalÃ © donie SA ( Heineken ),American Strong Ale,7.60 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Rock Bottom Orland Park King of Hearts Imperial Red Ale', 'Rock Bottom Orland Park']","['Havannah', 'Grande Brasserie de Nouvelle-CalÃ © donie SA ( Heineken )']",0.41008830070495605,0.589911699295044,2
118,Smuttynose Kindest Find Imperial Red Ale,Smuttynose Brewing Company,American Amber / Red Ale,8.50 %,Havannah,Rock Bottom Orland Park,American Strong Ale,5.80 %,"('rtable_Beer_Name', 'rtable_ABV')","['Rock Bottom Orland Park King of Hearts Imperial Red Ale', '7.60 %']","['Havannah', '5.80 %']",0.3856491446495056,0.6143508553504944,2
238,C-Red,Smuttynose Brewing Company,American Amber / Red Ale,4.50 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_ABV')","['Smuttynose Kindest Find Imperial Red Ale', '8.50 %']","['C-Red', '4.50 %']",0.3809621334075928,0.6190378665924072,2
364,BFH,Smuttynose Brewing Company,American Amber / Red Ale,5.50 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_ABV')","['Smuttynose Kindest Find Imperial Red Ale', '8.50 %']","['BFH', '5.50 %']",0.4585098624229431,0.5414901375770569,2
123,Smuttynose Kindest Find Imperial Red Ale,Smuttynose Brewing Company,American Amber / Red Ale,8.50 %,Ithaca Cascazilla,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('rtable_Beer_Name',)",['Rock Bottom Orland Park King of Hearts Imperial Red Ale'],['Ithaca Cascazilla'],0.46500563621520996,0.53499436378479,2
124,Smuttynose Kindest Find Imperial Red Ale,Smuttynose Brewing Company,American Amber / Red Ale,8.50 %,Ithaca Cascazilla,Ithaca Beer Company,American Strong Ale,7.60 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Rock Bottom Orland Park King of Hearts Imperial Red Ale', 'Rock Bottom Orland Park']","['Ithaca Cascazilla', 'Ithaca Beer Company']",0.46470052003860474,0.5352994799613953,2
125,Smuttynose Kindest Find Imperial Red Ale,Smuttynose Brewing Company,American Amber / Red Ale,8.50 %,Ithaca Cascazilla,Rock Bottom Orland Park,Amber Ale,7.60 %,"('rtable_Beer_Name', 'rtable_Style')","['Rock Bottom Orland Park King of Hearts Imperial Red Ale', 'American Strong Ale']","['Ithaca Cascazilla', 'Amber Ale']",0.3792022466659546,0.6207977533340454,2
117,Smuttynose Kindest Find Imperial Red Ale,Smuttynose Brewing Company,American Amber / Red Ale,8.50 %,Havannah,Rock Bottom Orland Park,Amber Ale,7.60 %,"('rtable_Beer_Name', 'rtable_Style')","['Rock Bottom Orland Park King of Hearts Imperial Red Ale', 'American Strong Ale']","['Havannah', 'Amber Ale']",0.2816321849822998,0.7183678150177002,2
100,Smuttynose Kindest Find Imperial Red Ale,Smuttynose Brewing Company,American Amber / Red Ale,8.50 %,Bootjesbier,Rock Bottom Orland Park,Amber Ale,7.60 %,"('rtable_Beer_Name', 'rtable_Style')","['Rock Bottom Orland Park King of Hearts Imperial Red Ale', 'American Strong Ale']","['Bootjesbier', 'Amber Ale']",0.3584063649177551,0.6415936350822449,2
99,Smuttynose Kindest Find Imperial Red Ale,Smuttynose Brewing Company,American Amber / Red Ale,8.50 %,Bootjesbier,Antwerpse Brouw Compagnie,American Strong Ale,7.60 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Rock Bottom Orland Park King of Hearts Imperial Red Ale', 'Rock Bottom Orland Park']","['Bootjesbier', 'Antwerpse Brouw Compagnie']",0.41883939504623413,0.5811606049537659,2
98,Smuttynose Kindest Find Imperial Red Ale,Smuttynose Brewing Company,American Amber / Red Ale,8.50 %,Bootjesbier,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('rtable_Beer_Name',)",['Rock Bottom Orland Park King of Hearts Imperial Red Ale'],['Bootjesbier'],0.45756274461746216,0.5424372553825378,2
267,Smuttynose Kindest Find Imperial Red Ale,Smuttynose Brewing Company,American Amber / Red Ale,8.50 %,Atwater 1936,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('rtable_Beer_Name',)",['Rock Bottom Orland Park King of Hearts Imperial Red Ale'],['Atwater 1936'],0.42447519302368164,0.5755248069763184,2
78,C-Red,Smuttynose Brewing Company,American Amber / Red Ale,4.50 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_ABV')","['Smuttynose Kindest Find Imperial Red Ale', '8.50 %']","['C-Red', '4.50 %']",0.3809621334075928,0.6190378665924072,2
263,Pikkupomo,Smuttynose Brewing Company,American Amber / Red Ale,6.00 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_ABV')","['Smuttynose Kindest Find Imperial Red Ale', '8.50 %']","['Pikkupomo', '6.00 %']",0.4564208984375,0.5435791015625,2
373,Danimal,Smuttynose Brewing Company,American Amber / Red Ale,6.00 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_ABV')","['Smuttynose Kindest Find Imperial Red Ale', '8.50 %']","['Danimal', '6.00 %']",0.4515097141265869,0.5484902858734131,2
82,Smuttynose Kindest Find Imperial Red Ale,Smuttynose Brewing Company,American Amber / Red Ale,8.50 %,FiftyFifty Annularity,Rock Bottom Orland Park,Barley Wine,7.60 %,"('rtable_Beer_Name', 'rtable_Style')","['Rock Bottom Orland Park King of Hearts Imperial Red Ale', 'American Strong Ale']","['FiftyFifty Annularity', 'Barley Wine']",0.49288302659988403,0.507116973400116,2
332,Micoua,Smuttynose Brewing Company,American Amber / Red Ale,8.50 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name',)",['Smuttynose Kindest Find Imperial Red Ale'],['Micoua'],0.48640644550323486,0.5135935544967651,2
333,Micoua,Microbrasserie St-Pancrace,American Amber / Red Ale,8.50 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Smuttynose Kindest Find Imperial Red Ale', 'Smuttynose Brewing Company']","['Micoua', 'Microbrasserie St-Pancrace']",0.43306607007980347,0.5669339299201965,2
86,Rye-Zen-Shine,Smuttynose Brewing Company,American Amber / Red Ale,6.00 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_ABV')","['Smuttynose Kindest Find Imperial Red Ale', '8.50 %']","['Rye-Zen-Shine', '6.00 %']",0.4252922534942627,0.5747077465057373,2
258,SBA,Smuttynose Brewing Company,American Amber / Red Ale,6.00 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_ABV')","['Smuttynose Kindest Find Imperial Red Ale', '8.50 %']","['SBA', '6.00 %']",0.40326547622680664,0.5967345237731934,2
334,Micoua,Smuttynose Brewing Company,American Amber / Red Ale,8.50 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_Style')","['Smuttynose Kindest Find Imperial Red Ale', 'American Amber / Red Ale']","['Micoua', 'American Amber / Red Ale']",0.48640644550323486,0.5135935544967651,2
90,FBF,Smuttynose Brewing Company,American Amber / Red Ale,4.50 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_ABV')","['Smuttynose Kindest Find Imperial Red Ale', '8.50 %']","['FBF', '4.50 %']",0.3810722827911377,0.6189277172088623,2
94,Cwtch,Smuttynose Brewing Company,American Amber / Red Ale,4.60 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_ABV')","['Smuttynose Kindest Find Imperial Red Ale', '8.50 %']","['Cwtch', '4.60 %']",0.4063960313796997,0.5936039686203003,2
194,Rexx,Clown Shoes,American Amber / Red Ale,8.50 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Smuttynose Kindest Find Imperial Red Ale', 'Smuttynose Brewing Company']","['Rexx', 'Clown Shoes']",0.4758230447769165,0.5241769552230835,2
252,Reset,Birrificio Rurale,American Amber / Red Ale,8.50 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Smuttynose Kindest Find Imperial Red Ale', 'Smuttynose Brewing Company']","['Reset', 'Birrificio Rurale']",0.4800224304199219,0.5199775695800781,2
369,L'Envie,Microbrasserie La PÃ © cheresse,American Amber / Red Ale,8.50 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Smuttynose Kindest Find Imperial Red Ale', 'Smuttynose Brewing Company']","[""L'Envie"", 'Microbrasserie La PÃ © cheresse']",0.47969192266464233,0.5203080773353577,2
126,Smuttynose Kindest Find Imperial Red Ale,Smuttynose Brewing Company,American Amber / Red Ale,8.50 %,Ithaca Cascazilla,Rock Bottom Orland Park,American Strong Ale,7 %,"('rtable_Beer_Name', 'rtable_ABV')","['Rock Bottom Orland Park King of Hearts Imperial Red Ale', '7.60 %']","['Ithaca Cascazilla', '7 %']",0.4386839270591736,0.5613160729408264,2
268,Smuttynose Kindest Find Imperial Red Ale,Smuttynose Brewing Company,American Amber / Red Ale,8.50 %,Atwater 1936,Atwater Block Brewery,American Strong Ale,7.60 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Rock Bottom Orland Park King of Hearts Imperial Red Ale', 'Rock Bottom Orland Park']","['Atwater 1936', 'Atwater Block Brewery']",0.4172942638397217,0.5827057361602783,2
340,Auburn,Smuttynose Brewing Company,American Amber / Red Ale,4.50 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_ABV')","['Smuttynose Kindest Find Imperial Red Ale', '8.50 %']","['Auburn', '4.50 %']",0.4377961754798889,0.5622038245201111,2
131,Pikkupomo,Smuttynose Brewing Company,American Amber / Red Ale,6.00 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_ABV')","['Smuttynose Kindest Find Imperial Red Ale', '8.50 %']","['Pikkupomo', '6.00 %']",0.4564208984375,0.5435791015625,2
166,Yakima,Smuttynose Brewing Company,American Amber / Red Ale,4.50 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_ABV')","['Smuttynose Kindest Find Imperial Red Ale', '8.50 %']","['Yakima', '4.50 %']",0.42826545238494873,0.5717345476150513,2
208,Smuttynose Kindest Find Imperial Red Ale,Smuttynose Brewing Company,American Amber / Red Ale,8.50 %,Atwater 1936,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('rtable_Beer_Name',)",['Rock Bottom Orland Park King of Hearts Imperial Red Ale'],['Atwater 1936'],0.41934579610824585,0.5806542038917542,2
204,Grahamber,Smuttynose Brewing Company,American Amber / Red Ale,5.50 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_ABV')","['Smuttynose Kindest Find Imperial Red Ale', '8.50 %']","['Grahamber', '5.50 %']",0.47443920373916626,0.5255607962608337,2
172,Smuttynose Kindest Find Imperial Red Ale,Smuttynose Brewing Company,American Amber / Red Ale,8.50 %,Crabtree 5,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('rtable_Beer_Name',)",['Rock Bottom Orland Park King of Hearts Imperial Red Ale'],['Crabtree 5'],0.48432838916778564,0.5156716108322144,2
173,Smuttynose Kindest Find Imperial Red Ale,Smuttynose Brewing Company,American Amber / Red Ale,8.50 %,Crabtree 5,Crabtree Brewing Company,American Strong Ale,7.60 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Rock Bottom Orland Park King of Hearts Imperial Red Ale', 'Rock Bottom Orland Park']","['Crabtree 5', 'Crabtree Brewing Company']",0.46970391273498535,0.5302960872650146,2
174,Smuttynose Kindest Find Imperial Red Ale,Smuttynose Brewing Company,American Amber / Red Ale,8.50 %,Crabtree 5,Rock Bottom Orland Park,Sour/Wild Ale,7.60 %,"('rtable_Beer_Name', 'rtable_Style')","['Rock Bottom Orland Park King of Hearts Imperial Red Ale', 'American Strong Ale']","['Crabtree 5', 'Sour/Wild Ale']",0.38901287317276,0.61098712682724,2
