,explanation,type,latency,match,label,row,prediction
0,"{'ltable_name': 0.22, 'ltable_description': 0.17, 'ltable_price': 0.145}",certa,174.960639108,0.0,0.0,445-910,[9.9984872e-01 1.5123058e-04]
1,{},certa,176.68874401199992,0.0,0.0,719-812,[0.53993714 0.4600628 ]
2,{},certa,171.5496782109999,0.0,0.0,550-664,[9.9980444e-01 1.9560196e-04]
3,{},certa,183.68127709600003,0.0,0.0,643-636,[9.9980193e-01 1.9807482e-04]
4,"{'ltable_name': 0.0075, 'ltable_description': 0.0075, 'ltable_price': 0.005}",certa,181.45648282100046,0.0,0.0,495-578,[9.9985921e-01 1.4081325e-04]
5,"{'ltable_name': 0.008152173913043478, 'ltable_description': 0.008152173913043478}",certa,159.9369642619995,0.0,0.0,994-336,[9.996885e-01 3.115281e-04]
6,{},certa,140.74129569200068,0.0,0.0,808-127,[9.9983215e-01 1.6783284e-04]
7,"{'ltable_name': 0.005, 'ltable_description': 0.005}",certa,178.5128748820007,0.0,0.0,987-980,[9.9985862e-01 1.4141311e-04]
8,"{'rtable_name': 0.010638297872340425, 'rtable_description': 0.007978723404255319, 'rtable_price': 0.005319148936170213, 'ltable_description': 0.05053191489361702, 'ltable_name': 0.1356382978723404, 'ltable_price': 0.0797872340425532}",certa,161.50018376700064,0.0,0.0,332-237,[9.9984252e-01 1.5741494e-04]
9,{},certa,168.90461302400035,0.0,0.0,994-732,[9.9982244e-01 1.7763485e-04]
10,"{'ltable_name': 0.055, 'ltable_description': 0.05, 'ltable_price': 0.0325}",certa,181.56465636100074,0.0,0.0,764-141,[9.997930e-01 2.070667e-04]
11,"{'ltable_name': 0.055, 'ltable_description': 0.0225, 'ltable_price': 0.03}",certa,182.78300039299938,0.0,0.0,615-640,[9.9958020e-01 4.1974187e-04]
12,{},certa,171.8993582969997,0.0,0.0,431-71,[9.9981958e-01 1.8042479e-04]
13,"{'ltable_name': 0.041666666666666664, 'ltable_description': 0.03409090909090909, 'ltable_price': 0.030303030303030304, 'rtable_description': 0.01893939393939394, 'rtable_name': 0.011363636363636364}",certa,114.68124231100046,0.0,0.0,805-399,[9.9980944e-01 1.9054899e-04]
14,"{'ltable_name': 0.015, 'ltable_description': 0.015}",certa,183.9264956219995,0.0,0.0,987-653,[9.9911660e-01 8.8336057e-04]
