,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,outcome
0,microsoft publisher 2007 version upgrade,microsoft,99.95,164-04052 microsoft office publisher 2007 version upgrade package 1 pc cd win en,global-software-publishing,229.95,1
1,microsoft publisher 2007 version upgrade,hewlett-packard - ( consumables ),99.95,microsoft excel 2007 ( pc ),nan,229.95,1
2,microsoft publisher 2007 version upgrade,microsoft,205.73,microsoft excel 2007 ( pc ),nan,82.99,1
3,microsoft publisher 2007 version upgrade,aspyr media,99.95,production prem cs3 mac upgrad,nan,229.95,1
4,musicalis guitar workshop,aspyr media,99.95,microsoft excel 2007 ( pc ),nan,229.95,1
5,microsoft publisher 2007 version upgrade,microsoft,99.95,apple software m9372z/a final cut express 2.0 upgrade,nan,149.95,1
6,microsoft publisher 2007 version upgrade,microsoft,99.95,quickbooks ( r ),nan,1659.99,1
7,microsoft publisher 2007 version upgrade,microsoft,99.95,microsoft excel 2007 ( pc ),nan,20.95,1
8,musicalis guitar workshop,microsoft,109.95,microsoft excel 2007 ( pc ),nan,229.95,1
9,microsoft publisher 2007 version upgrade,microsoft,99.95,microsoft excel 2007 ( pc ),nan,36.11,1
