,label,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,antec tricool case fan tricool 120mm,electronics - general,antec,tricool 92mm dbb,8.25,antec tricool case fan tricool 120mm,,antec,tricool 120mm,11.19,"('ltable_title',)",['antec tricool 92mm double ball bearing case fan'],['antec tricool case fan tricool 120mm'],1,0,0.0013757854,0.9986242,2
1,,antec tricool 92mm double ball bearing case fan,electronics - general,antec,tricool,8.25,antec tricool case fan tricool 120mm,,antec,tricool 120mm,11.19,"('ltable_modelno',)",['tricool 92mm dbb'],['tricool'],1,0,0.018609956,0.98139006,2
2,,antec tricool case fan tricool 120mm,electronics - general,antec,tricool 92mm dbb,8.25,antec tricool case fan tricool 120mm,,antec,tricool 120mm,11.19,"('ltable_title',)",['antec tricool 92mm double ball bearing case fan'],['antec tricool case fan tricool 120mm'],1,0,0.0013757854,0.9986242,2
3,,antec tricool 92mm double ball bearing case fan,electronics - general,antec,120mm,8.25,antec tricool case fan tricool 120mm,,antec,tricool 120mm,11.19,"('ltable_modelno',)",['tricool 92mm dbb'],['120mm'],1,0,0.003391246,0.99660873,2
4,,antec tricool 92mm double ball bearing case fan,electronics - general,antec,tricool 92mm dbb,8.25,antec tricool 92mm double ball bearing case fan,,antec,tricool 120mm,11.19,"('rtable_title',)",['antec tricool case fan tricool 120mm'],['antec tricool 92mm double ball bearing case fan'],1,0,0.10916018,0.8908398,2
5,,antec tricool 92mm double ball bearing case fan,electronics - general,antec,tricool 92mm dbb,8.25,antec tricool case fan tricool 120mm,,antec,tricool 92mm dbb,11.19,"('rtable_modelno',)",['tricool 120mm'],['tricool 92mm dbb'],1,0,0.0018540192,0.99814594,2
6,,antec tricool 92mm double ball bearing case fan,electronics - general,antec,tricool 92mm dbb,8.25,antec tricool 92mm double ball bearing case fan,,antec,tricool 120mm,11.19,"('rtable_title',)",['antec tricool case fan tricool 120mm'],['antec tricool 92mm double ball bearing case fan'],1,0,0.1091602,0.8908398,2
7,,antec tricool 92mm double ball bearing case fan,electronics - general,antec,tricool 92mm dbb,8.25,antec tricool case fan tricool 120mm,,antec,tricool 92mm dbb,11.19,"('rtable_modelno',)",['tricool 120mm'],['tricool 92mm dbb'],1,0,0.0018540192,0.99814594,2
8,,tricool case fan tricool 120mm,electronics - general,antec,tricool 92mm dbb,8.25,antec tricool case fan tricool 120mm,,antec,tricool 120mm,11.19,"('ltable_title',)",['antec tricool 92mm double ball bearing case fan'],['tricool case fan tricool 120mm'],1,0,0.0013964934,0.9986035,2
9,,antec tricool 92mm double ball bearing case fan,electronics - general,antec,tricool 120mm,8.25,antec tricool case fan tricool 120mm,,antec,tricool 120mm,11.19,"('ltable_modelno',)",['tricool 92mm dbb'],['tricool 120mm'],1,0,0.0020864408,0.99791354,2
10,,antec tricool 92mm double ball bearing case fan,electronics - general,antec,tricool 92mm dbb,8.25,antec tricool case fan tricool 120mm,,antec,tricool 92mm dbb,11.19,"('rtable_modelno',)",['tricool 120mm'],['tricool 92mm dbb'],1,0,0.0018540192,0.99814594,2
11,,antec tricool 92mm double ball bearing case fan,electronics - general,antec,tricool 92mm dbb,8.25,antec tricool 92mm double ball,,antec,tricool 120mm,11.19,"('rtable_title',)",['antec tricool case fan tricool 120mm'],['antec tricool 92mm double ball'],1,0,0.086046144,0.9139539,2
12,,antec tricool 92mm double ball bearing case fan,electronics - general,antec,tricool 92mm dbb,8.25,antec tricool case fan tricool 120mm,,antec,tricool 92mm dbb,11.19,"('rtable_modelno',)",['tricool 120mm'],['tricool 92mm dbb'],1,0,0.0018540192,0.99814594,2
13,,antec tricool 92mm double ball bearing case fan,electronics - general,antec,tricool 92mm dbb,8.25,antec tricool 92mm double ball bearing case fan,,antec,tricool 120mm,11.19,"('rtable_title',)",['antec tricool case fan tricool 120mm'],['antec tricool 92mm double ball bearing case fan'],1,0,0.10916018,0.8908398,2
14,,antec tricool 92mm double ball bearing case fan,electronics - general,antec,tricool 92mm dbb,8.25,antec tricool case fan tricool 120mm,,antec,tricool 92mm dbb,11.19,"('rtable_modelno',)",['tricool 120mm'],['tricool 92mm dbb'],1,0,0.0018540192,0.99814594,2
15,,antec tricool 92mm double ball bearing case fan,electronics - general,antec,tricool 92mm dbb,8.25,antec tricool case fan tricool 120mm,,antec,tricool 92mm dbb,11.19,"('rtable_modelno',)",['tricool 120mm'],['tricool 92mm dbb'],1,0,0.0018540192,0.99814594,2
