,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,-,Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,"('ltable_ABV',)",['6.90 %'],['-'],0.6886875927448273,0.31131240725517273,2
554,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,4.50 %,"('rtable_ABV',)",['6.90 %'],['4.50 %'],0.5941371023654938,0.4058628976345062,2
555,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Heavy Riff Shady Lane Amber Ale,Heavy Riff Brewing Company,Amber Ale,6.90 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Jazz Beer Tarraco Amber', 'Ca l_Arenys - Cervezas Guineu']","['Heavy Riff Shady Lane Amber Ale', 'Heavy Riff Brewing Company']",0.7155400514602661,0.2844599485397339,2
556,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Heavy Riff Shady Lane Amber Ale,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,"('rtable_Beer_Name', 'rtable_Style')","['Jazz Beer Tarraco Amber', 'Amber Ale']","['Heavy Riff Shady Lane Amber Ale', 'Amber Ale']",0.684992253780365,0.315007746219635,2
557,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Heavy Riff Shady Lane Amber Ale,Ca l_Arenys - Cervezas Guineu,Amber Ale,4.50 %,"('rtable_Beer_Name', 'rtable_ABV')","['Jazz Beer Tarraco Amber', '6.90 %']","['Heavy Riff Shady Lane Amber Ale', '4.50 %']",0.8577290028333664,0.1422709971666336,2
558,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Jazz Beer Tarraco Amber,Heavy Riff Brewing Company,Amber Ale,4.50 %,"('rtable_Brew_Factory_Name', 'rtable_ABV')","['Ca l_Arenys - Cervezas Guineu', '6.90 %']","['Heavy Riff Brewing Company', '4.50 %']",0.6273533701896667,0.37264662981033325,2
559,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,4.50 %,"('rtable_Style', 'rtable_ABV')","['Amber Ale', '6.90 %']","['Amber Ale', '4.50 %']",0.5941371023654938,0.4058628976345062,2
565,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Barnstormers Red Baron Ale,Ca l_Arenys - Cervezas Guineu,Amber Ale,6.90 %,"('rtable_Beer_Name',)",['Jazz Beer Tarraco Amber'],['Barnstormers Red Baron Ale'],0.5882640779018402,0.4117359220981598,2
566,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Jazz Beer Tarraco Amber,Ca l_Arenys - Cervezas Guineu,Amber Ale,-,"('rtable_ABV',)",['6.90 %'],['-'],0.6659252345561981,0.3340747654438019,2
567,Jazz Beer Tarraco Amber,Tarraco Beer,American Amber / Red Ale,6.90 %,Barnstormers Red Baron Ale,Custom Brewcrafters,Amber Ale,6.90 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Jazz Beer Tarraco Amber', 'Ca l_Arenys - Cervezas Guineu']","['Barnstormers Red Baron Ale', 'Custom Brewcrafters']",0.6163786947727203,0.38362130522727966,2
