,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,da-lite,electronics - general,nan,2595.0,da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonal,paper mate,projection screens,nan,16.87,griffin technology formfit for ipod touch 4g pink clear,1
1,da-lite,electronics - general,nan,2595.0,da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonal,paper mate,projection screens,nan,16.87,hc da-mat tensioned advantage electrol - av format 50 x 50,1
2,da-lite,electronics - general,nan,2595.0,da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonal,pendaflex,projection screens,nan,nan,hc da-mat tensioned advantage electrol - av format 50 x 50,1
3,da-lite,electronics - general,nan,2595.0,da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonal,pendaflex,scanners,nan,nan,icon-icon4-blk neoprene notebook sleeve black,1
4,balt,electronics - general,nan,2595.0,da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonal,da-lite,projection screens,nan,nan,hp 85a laserjet black toner print cartridge - retail packaging ce285a,1
5,da-lite,electronics - general,nan,2595.0,accell ultraav displayport multi-monitor adapter,da-lite,projection screens,nan,nan,hc da-mat tensioned advantage electrol - av format 50 x 50,1
6,da-lite,stationery & office machinery,nan,2595.0,verbatim 4gb tuff - n - tiny usb 2.0 flash drive green,da-lite,projection screens,nan,nan,pny 4gb class 4 navy sd card,1
7,da-lite,hard drives,nan,2595.0,accell ultraav displayport multi-monitor adapter,da-lite,projection screens,nan,nan,hc da-mat tensioned advantage electrol - av format 50 x 50,1
8,da-lite,electronics - general,nan,2595.0,da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonal,da-lite,projection screens,nan,nan,griffin technology formfit for ipod touch 4g pink clear,1
9,da-lite,electronics - general,nan,2595.0,da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonal,da-lite,projection screens,nan,nan,hc da-mat tensioned advantage electrol - av format 50 x 50,1
