,label,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
2,,` le colonial ',' 8783 beverly blvd. ',` los angeles ',310/289 -0660,asian,144,le colonial ',' 8783 beverly blvd. ',` los angeles ',310/289 -0660,chicken,567,"('rtable_name', 'rtable_addr', 'rtable_city', 'rtable_phone')","[""` koo koo roo '"", ""' 8393 w. beverly blvd. '"", 'la', '213-655-9045']","[""le colonial '"", ""' 8783 beverly blvd. '"", ""` los angeles '"", '310/289 -0660']",1,0,0.2700923,0.7299077,4
3,,` le colonial ',' 8783 beverly blvd. ',` los angeles ',310/289 -0660,asian,144,le colonial ',' 8783 beverly blvd. ',la,310/289 -0660,asian,567,"('rtable_name', 'rtable_addr', 'rtable_phone', 'rtable_res_type')","[""` koo koo roo '"", ""' 8393 w. beverly blvd. '"", '213-655-9045', 'chicken']","[""le colonial '"", ""' 8783 beverly blvd. '"", '310/289 -0660', 'asian']",1,0,0.42805964,0.5719404,4
4,,` le colonial ',' 8783 beverly blvd. ',` los angeles ',310/289 -0660,asian,144,le colonial ',' 8783 beverly blvd. ',la,310/289 -0660,chicken,144,"('rtable_name', 'rtable_addr', 'rtable_phone', 'rtable_class')","[""` koo koo roo '"", ""' 8393 w. beverly blvd. '"", '213-655-9045', 567]","[""le colonial '"", ""' 8783 beverly blvd. '"", '310/289 -0660', 144]",1,0,0.03716341,0.9628366,4
5,,` le colonial ',' 8783 beverly blvd. ',` los angeles ',310/289 -0660,asian,144,` koo koo roo ',' 8783 beverly blvd. ',` los angeles ',310/289 -0660,chicken,144,"('rtable_addr', 'rtable_city', 'rtable_phone', 'rtable_class')","[""' 8393 w. beverly blvd. '"", 'la', '213-655-9045', 567]","[""' 8783 beverly blvd. '"", ""` los angeles '"", '310/289 -0660', 144]",1,0,0.28655258,0.71344745,4
25,,` le colonial ',' 8783 beverly blvd. ',` los angeles ',310/289 -0660,asian,144,` le colonial ',' 8783,` los angeles ',310/289 -0660,chicken,567,"('rtable_name', 'rtable_addr', 'rtable_city', 'rtable_phone')","[""` koo koo roo '"", ""' 8393 w. beverly blvd. '"", 'la', '213-655-9045']","[""` le colonial '"", ""' 8783"", ""` los angeles '"", '310/289 -0660']",1,0,0.34313685,0.6568632,4
20,,` le colonial ',' 8783 beverly blvd. ',` los angeles ',310/289 -0660,asian,144,` le colonial ',' 8783 beverly blvd. ',la,310/289 -0660,chicken,144,"('rtable_name', 'rtable_addr', 'rtable_phone', 'rtable_class')","[""` koo koo roo '"", ""' 8393 w. beverly blvd. '"", '213-655-9045', 567]","[""` le colonial '"", ""' 8783 beverly blvd. '"", '310/289 -0660', 144]",1,0,0.07234758,0.9276524,4
11,,` le colonial ',' 8783 beverly blvd. ',` los angeles ',310/289 -0660,asian,144,` le colonial ',' 8783 beverly,` los angeles ',310/289 -0660,chicken,567,"('rtable_name', 'rtable_addr', 'rtable_city', 'rtable_phone')","[""` koo koo roo '"", ""' 8393 w. beverly blvd. '"", 'la', '213-655-9045']","[""` le colonial '"", ""' 8783 beverly"", ""` los angeles '"", '310/289 -0660']",1,0,0.18155,0.81845,4
12,,` le colonial ',' 8783 beverly blvd. ',` los angeles ',310/289 -0660,asian,144,` le colonial ',' 8783 beverly,la,310/289 -0660,chicken,144,"('rtable_name', 'rtable_addr', 'rtable_phone', 'rtable_class')","[""` koo koo roo '"", ""' 8393 w. beverly blvd. '"", '213-655-9045', 567]","[""` le colonial '"", ""' 8783 beverly"", '310/289 -0660', 144]",1,0,0.31784096,0.68215907,4
19,,` le colonial ',' 8783 beverly blvd. ',` los angeles ',310/289 -0660,asian,144,` le colonial ',' 8783 beverly blvd. ',la,310/289 -0660,asian,567,"('rtable_name', 'rtable_addr', 'rtable_phone', 'rtable_res_type')","[""` koo koo roo '"", ""' 8393 w. beverly blvd. '"", '213-655-9045', 'chicken']","[""` le colonial '"", ""' 8783 beverly blvd. '"", '310/289 -0660', 'asian']",1,0,0.3595416,0.6404584,4
18,,` le colonial ',' 8783 beverly blvd. ',` los angeles ',310/289 -0660,asian,144,` le colonial ',' 8783 beverly blvd. ',`,310/289 -0660,chicken,567,"('rtable_name', 'rtable_addr', 'rtable_city', 'rtable_phone')","[""` koo koo roo '"", ""' 8393 w. beverly blvd. '"", 'la', '213-655-9045']","[""` le colonial '"", ""' 8783 beverly blvd. '"", '`', '310/289 -0660']",1,0,0.196854,0.803146,4
0,,` le colonial ',' 8783 beverly blvd. ',` los angeles ',310/289 -0660,asian,144,` le colonial ',' 8783 beverly blvd. ',` los angeles ',310/289,chicken,144,"('rtable_name', 'rtable_addr', 'rtable_city', 'rtable_phone', 'rtable_class')","[""` koo koo roo '"", ""' 8393 w. beverly blvd. '"", 'la', '213-655-9045', 567]","[""` le colonial '"", ""' 8783 beverly blvd. '"", ""` los angeles '"", '310/289', 144]",1,0,0.23406784,0.7659322,5
26,,` le colonial ',' 8783 beverly blvd. ',` los angeles ',310/289 -0660,asian,144,` le colonial ',' 8783,` los angeles ',310/289 -0660,asian,567,"('rtable_name', 'rtable_addr', 'rtable_city', 'rtable_phone', 'rtable_res_type')","[""` koo koo roo '"", ""' 8393 w. beverly blvd. '"", 'la', '213-655-9045', 'chicken']","[""` le colonial '"", ""' 8783"", ""` los angeles '"", '310/289 -0660', 'asian']",1,0,0.37827015,0.62172985,5
23,,` le colonial ',' 8783 beverly blvd. ',` los angeles ',310/289 -0660,asian,144,` le colonial ',' 8783 beverly blvd. ',la,310/289 -0660,asian,144,"('rtable_name', 'rtable_addr', 'rtable_phone', 'rtable_res_type', 'rtable_class')","[""` koo koo roo '"", ""' 8393 w. beverly blvd. '"", '213-655-9045', 'chicken', 567]","[""` le colonial '"", ""' 8783 beverly blvd. '"", '310/289 -0660', 'asian', 144]",1,0,0.054816008,0.945184,5
22,,` le colonial ',' 8783 beverly blvd. ',` los angeles ',310/289 -0660,asian,144,` le colonial ',' 8783 beverly blvd. ',`,310/289 -0660,chicken,144,"('rtable_name', 'rtable_addr', 'rtable_city', 'rtable_phone', 'rtable_class')","[""` koo koo roo '"", ""' 8393 w. beverly blvd. '"", 'la', '213-655-9045', 567]","[""` le colonial '"", ""' 8783 beverly blvd. '"", '`', '310/289 -0660', 144]",1,0,0.09459166,0.9054083,5
21,,` le colonial ',' 8783 beverly blvd. ',` los angeles ',310/289 -0660,asian,144,` le colonial ',' 8783 beverly blvd. ',`,310/289 -0660,asian,567,"('rtable_name', 'rtable_addr', 'rtable_city', 'rtable_phone', 'rtable_res_type')","[""` koo koo roo '"", ""' 8393 w. beverly blvd. '"", 'la', '213-655-9045', 'chicken']","[""` le colonial '"", ""' 8783 beverly blvd. '"", '`', '310/289 -0660', 'asian']",1,0,0.19039989,0.8096002,5
16,,` le colonial ',' 8783 beverly blvd. ',` los angeles ',310/289 -0660,asian,144,` koo koo roo ',' 8783 beverly,` los angeles ',310/289 -0660,asian,144,"('rtable_addr', 'rtable_city', 'rtable_phone', 'rtable_res_type', 'rtable_class')","[""' 8393 w. beverly blvd. '"", 'la', '213-655-9045', 'chicken', 567]","[""' 8783 beverly"", ""` los angeles '"", '310/289 -0660', 'asian', 144]",1,0,0.47246638,0.5275336,5
14,,` le colonial ',' 8783 beverly blvd. ',` los angeles ',310/289 -0660,asian,144,` le colonial ',' 8783 beverly,` los angeles ',310/289 -0660,chicken,144,"('rtable_name', 'rtable_addr', 'rtable_city', 'rtable_phone', 'rtable_class')","[""` koo koo roo '"", ""' 8393 w. beverly blvd. '"", 'la', '213-655-9045', 567]","[""` le colonial '"", ""' 8783 beverly"", ""` los angeles '"", '310/289 -0660', 144]",1,0,0.046641763,0.9533583,5
27,,` le colonial ',' 8783 beverly blvd. ',` los angeles ',310/289 -0660,asian,144,` le colonial ',' 8783,` los angeles ',310/289 -0660,chicken,144,"('rtable_name', 'rtable_addr', 'rtable_city', 'rtable_phone', 'rtable_class')","[""` koo koo roo '"", ""' 8393 w. beverly blvd. '"", 'la', '213-655-9045', 567]","[""` le colonial '"", ""' 8783"", ""` los angeles '"", '310/289 -0660', 144]",1,0,0.11080956,0.8891904,5
13,,` le colonial ',' 8783 beverly blvd. ',` los angeles ',310/289 -0660,asian,144,` le colonial ',' 8783 beverly,` los angeles ',310/289 -0660,asian,567,"('rtable_name', 'rtable_addr', 'rtable_city', 'rtable_phone', 'rtable_res_type')","[""` koo koo roo '"", ""' 8393 w. beverly blvd. '"", 'la', '213-655-9045', 'chicken']","[""` le colonial '"", ""' 8783 beverly"", ""` los angeles '"", '310/289 -0660', 'asian']",1,0,0.1946041,0.8053959,5
9,,` le colonial ',' 8783 beverly blvd. ',` los angeles ',310/289 -0660,asian,144,` koo koo roo ',' 8783 beverly blvd. ',` los angeles ',310/289 -0660,asian,144,"('rtable_addr', 'rtable_city', 'rtable_phone', 'rtable_res_type', 'rtable_class')","[""' 8393 w. beverly blvd. '"", 'la', '213-655-9045', 'chicken', 567]","[""' 8783 beverly blvd. '"", ""` los angeles '"", '310/289 -0660', 'asian', 144]",1,0,0.011200718,0.9887993,5
8,,` le colonial ',' 8783 beverly blvd. ',` los angeles ',310/289 -0660,asian,144,le colonial ',' 8783 beverly blvd. ',la,310/289 -0660,asian,144,"('rtable_name', 'rtable_addr', 'rtable_phone', 'rtable_res_type', 'rtable_class')","[""` koo koo roo '"", ""' 8393 w. beverly blvd. '"", '213-655-9045', 'chicken', 567]","[""le colonial '"", ""' 8783 beverly blvd. '"", '310/289 -0660', 'asian', 144]",1,0,0.11161829,0.88838166,5
7,,` le colonial ',' 8783 beverly blvd. ',` los angeles ',310/289 -0660,asian,144,le colonial ',' 8783 beverly blvd. ',` los angeles ',310/289 -0660,chicken,144,"('rtable_name', 'rtable_addr', 'rtable_city', 'rtable_phone', 'rtable_class')","[""` koo koo roo '"", ""' 8393 w. beverly blvd. '"", 'la', '213-655-9045', 567]","[""le colonial '"", ""' 8783 beverly blvd. '"", ""` los angeles '"", '310/289 -0660', 144]",1,0,0.014565081,0.9854349,5
6,,` le colonial ',' 8783 beverly blvd. ',` los angeles ',310/289 -0660,asian,144,le colonial ',' 8783 beverly blvd. ',` los angeles ',310/289 -0660,asian,567,"('rtable_name', 'rtable_addr', 'rtable_city', 'rtable_phone', 'rtable_res_type')","[""` koo koo roo '"", ""' 8393 w. beverly blvd. '"", 'la', '213-655-9045', 'chicken']","[""le colonial '"", ""' 8783 beverly blvd. '"", ""` los angeles '"", '310/289 -0660', 'asian']",1,0,0.1250031,0.87499696,5
15,,` le colonial ',' 8783 beverly blvd. ',` los angeles ',310/289 -0660,asian,144,` le colonial ',' 8783 beverly,la,310/289 -0660,asian,144,"('rtable_name', 'rtable_addr', 'rtable_phone', 'rtable_res_type', 'rtable_class')","[""` koo koo roo '"", ""' 8393 w. beverly blvd. '"", '213-655-9045', 'chicken', 567]","[""` le colonial '"", ""' 8783 beverly"", '310/289 -0660', 'asian', 144]",1,0,0.35217628,0.64782375,5
17,,` le colonial ',' 8783 beverly blvd. ',` los angeles ',310/289 -0660,asian,144,` le colonial ',' 8783 beverly,` los angeles ',310/289 -0660,asian,144,"('rtable_name', 'rtable_addr', 'rtable_city', 'rtable_phone', 'rtable_res_type', 'rtable_class')","[""` koo koo roo '"", ""' 8393 w. beverly blvd. '"", 'la', '213-655-9045', 'chicken', 567]","[""` le colonial '"", ""' 8783 beverly"", ""` los angeles '"", '310/289 -0660', 'asian', 144]",1,0,0.0626165,0.9373835,6
10,,` le colonial ',' 8783 beverly blvd. ',` los angeles ',310/289 -0660,asian,144,le colonial ',' 8783 beverly blvd. ',` los angeles ',310/289 -0660,asian,144,"('rtable_name', 'rtable_addr', 'rtable_city', 'rtable_phone', 'rtable_res_type', 'rtable_class')","[""` koo koo roo '"", ""' 8393 w. beverly blvd. '"", 'la', '213-655-9045', 'chicken', 567]","[""le colonial '"", ""' 8783 beverly blvd. '"", ""` los angeles '"", '310/289 -0660', 'asian', 144]",1,0,0.0148241045,0.98517585,6
24,,` le colonial ',' 8783 beverly blvd. ',` los angeles ',310/289 -0660,asian,144,` le colonial ',' 8783 beverly blvd. ',`,310/289 -0660,asian,144,"('rtable_name', 'rtable_addr', 'rtable_city', 'rtable_phone', 'rtable_res_type', 'rtable_class')","[""` koo koo roo '"", ""' 8393 w. beverly blvd. '"", 'la', '213-655-9045', 'chicken', 567]","[""` le colonial '"", ""' 8783 beverly blvd. '"", '`', '310/289 -0660', 'asian', 144]",1,0,0.10400416,0.89599586,6
1,,` le colonial ',' 8783 beverly blvd. ',` los angeles ',310/289 -0660,asian,144,` le colonial ',' 8783 beverly blvd. ',` los angeles ',310/289,asian,144,"('rtable_name', 'rtable_addr', 'rtable_city', 'rtable_phone', 'rtable_res_type', 'rtable_class')","[""` koo koo roo '"", ""' 8393 w. beverly blvd. '"", 'la', '213-655-9045', 'chicken', 567]","[""` le colonial '"", ""' 8783 beverly blvd. '"", ""` los angeles '"", '310/289', 'asian', 144]",1,0,0.2090651,0.7909349,6
