,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,"aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems l liu , c pu , d buttler , w han , h paques , w tang sigmod conference",,,2000.0,"l â ?? ing , pd , and \ \ â ?? a , sbâ ?? query optimization in star computer networks , â ??","m rodrä ± guez-martä ± nez , n roussopoulos",acm trans . database,,"('rtable_title', 'rtable_venue')","['mocha : a self-extensible database middleware system for distributed data sources 2000.0', 'proceedings of the acm sigmod international conference on & hellip ; ,']","['l â ?? ing , pd , and \\ \\ â ?? a , sbâ ?? query optimization in star computer networks , â ??', 'acm trans . database']",0.0097468905,0.9902531,2
6,"aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems l liu , c pu , d buttler , w han , h paques , w tang sigmod conference",,,2000.0,mocha : a self-extensible database middleware system for distributed data sources 2000.0,"q ye , y zhang , l cheng","proceedings of the acm sigmod international conference on & hellip ; ,",,"('rtable_authors',)","['m rodrä ± guez-martä ± nez , n roussopoulos']","['q ye , y zhang , l cheng']",0.29519603,0.704804,2
7,"aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems l liu , c pu , d buttler , w han , h paques , w tang sigmod conference",,,2000.0,mocha : a self-extensible database middleware system for distributed data sources 2000.0,"q ye , y zhang , l cheng","computer networks ,",,"('rtable_authors', 'rtable_venue')","['m rodrä ± guez-martä ± nez , n roussopoulos', 'proceedings of the acm sigmod international conference on & hellip ; ,']","['q ye , y zhang , l cheng', 'computer networks ,']",0.21168786,0.7883122,2
8,"aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems l liu , c pu , d buttler , w han , h paques , w tang sigmod conference",,,2000.0,mocha : a self-extensible database middleware system for distributed data sources 2000.0,"q ye , y zhang , l cheng","proceedings of the acm sigmod international conference on & hellip ; ,",,"('rtable_authors', 'rtable_year')","['m rodrä ± guez-martä ± nez , n roussopoulos', nan]","['q ye , y zhang , l cheng', nan]",0.29519603,0.704804,2
1,"aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems l liu , c pu , d buttler , w han , h paques , w tang sigmod conference",,,2000.0,"l â ?? ing , pd , and \ \ â ?? a , sbâ ?? query optimization in star computer networks , â ??",l kcrschhcrg,acm trans . database,,"('rtable_title', 'rtable_authors', 'rtable_venue')","['mocha : a self-extensible database middleware system for distributed data sources 2000.0', 'm rodrä ± guez-martä ± nez , n roussopoulos', 'proceedings of the acm sigmod international conference on & hellip ; ,']","['l â ?? ing , pd , and \\ \\ â ?? a , sbâ ?? query optimization in star computer networks , â ??', 'l kcrschhcrg', 'acm trans . database']",0.00088050886,0.99911946,3
2,"aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems l liu , c pu , d buttler , w han , h paques , w tang sigmod conference",,,2000.0,"l â ?? ing , pd , and \ \ â ?? a , sbâ ?? query optimization in star computer networks , â ??","m rodrä ± guez-martä ± nez , n roussopoulos",acm trans . database,,"('rtable_title', 'rtable_venue', 'rtable_year')","['mocha : a self-extensible database middleware system for distributed data sources 2000.0', 'proceedings of the acm sigmod international conference on & hellip ; ,', nan]","['l â ?? ing , pd , and \\ \\ â ?? a , sbâ ?? query optimization in star computer networks , â ??', 'acm trans . database', nan]",0.0097468905,0.9902531,3
4,"aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems l liu , c pu , d buttler , w han , h paques , w tang sigmod conference",,,2000.0,"the yellow active queue management algorithm c long , b zhao , x guan , j yang , c long , b zhao , x",,"computer networks ,",,"('rtable_title', 'rtable_authors', 'rtable_venue')","['mocha : a self-extensible database middleware system for distributed data sources 2000.0', 'm rodrä ± guez-martä ± nez , n roussopoulos', 'proceedings of the acm sigmod international conference on & hellip ; ,']","['the yellow active queue management algorithm c long , b zhao , x guan , j yang , c long , b zhao , x', nan, 'computer networks ,']",0.40729678,0.5927033,3
9,"aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems l liu , c pu , d buttler , w han , h paques , w tang sigmod conference",,,2000.0,mocha : a self-extensible database middleware system for distributed data sources 2000.0,"q ye , y zhang , l cheng","computer networks ,",,"('rtable_authors', 'rtable_venue', 'rtable_year')","['m rodrä ± guez-martä ± nez , n roussopoulos', 'proceedings of the acm sigmod international conference on & hellip ; ,', nan]","['q ye , y zhang , l cheng', 'computer networks ,', nan]",0.21168786,0.7883122,3
10,"aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems l liu , c pu , d buttler , w han , h paques , w tang sigmod conference",,,2000.0,heat transfer handbook,"ss kutateladze , vm borishanskii","g ] i ,",,"('rtable_title', 'rtable_authors', 'rtable_venue')","['mocha : a self-extensible database middleware system for distributed data sources 2000.0', 'm rodrä ± guez-martä ± nez , n roussopoulos', 'proceedings of the acm sigmod international conference on & hellip ; ,']","['heat transfer handbook', 'ss kutateladze , vm borishanskii', 'g ] i ,']",0.26059133,0.73940873,3
12,"aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems l liu , c pu , d buttler , w han , h paques , w tang sigmod conference",,,2000.0,"an evaluation of vbr disk admission algorithms for continuous media file servers , gw neufeld , nc hutchinson",,,,"('rtable_title', 'rtable_authors', 'rtable_venue')","['mocha : a self-extensible database middleware system for distributed data sources 2000.0', 'm rodrä ± guez-martä ± nez , n roussopoulos', 'proceedings of the acm sigmod international conference on & hellip ; ,']","['an evaluation of vbr disk admission algorithms for continuous media file servers , gw neufeld , nc hutchinson', nan, nan]",0.29442364,0.7055763,3
