,ltable_manufacturer,ltable_price,ltable_title,rtable_manufacturer,rtable_price,rtable_title,outcome
0,apple,1799.0,adobe creative suite cs3 design premium [ mac ],apple software,17.55,apple software m9372z/a final cut express 2.0 upgrade,1
1,global-software-publishing,499.99,adobe creative suite cs3 design premium [ mac ],sibelius-software-ltd .,385.99,adobe contribute cs3 upgrade,1
2,global-software-publishing,159.98,adobe creative suite cs3 design premium [ mac ],global-software-publishing,178.99,adobe cs3 design standard academic,1
3,global-software-publishing,9.99,adobe creative suite cs3 design premium [ mac ],sibelius-software-ltd .,385.99,microsoft onenote 2007 ( pc ),1
4,global-software-publishing,9.99,adobe creative suite cs3 design premium [ mac ],sibelius-software-ltd .,385.99,adobe cs3 design standard academic,1
5,global-software-publishing,159.98,adobe creative suite cs3 design premium [ mac ],global-software-publishing,385.99,adobe cs3 design standard academic,1
6,global-software-publishing,199.0,learning quickbooks 2007,sibelius-software-ltd .,385.99,adobe cs3 design standard academic,0
7,global-software-publishing,1799.0,adobe creative suite cs3 design premium [ mac ],sibelius-software-ltd .,385.99,adobe cs3 design standard academic,1
8,hewlett-packard - ( consumables ),79.95,microsoft word 2007 version upgrade,sibelius-software-ltd .,385.99,adobe cs3 design standard academic,0
9,global-software-publishing,1799.0,adobe creative suite cs3 design premium [ mac ],sibelius-software-ltd .,409.52,adobe cs3 design standard academic,1
