,ltable_addr,ltable_city,ltable_class,ltable_name,ltable_phone,ltable_res_type,rtable_addr,rtable_city,rtable_class,rtable_name,rtable_phone,rtable_res_type,outcome
0,' 7313 melrose ave. ',` los angeles ',167.0,` coyote cafe ',213/937 -5733,asian,' 595 piedmont ave. ',` west la ',567.0,citrus,213-857-0034,californian,1
1,' 7313 melrose ave. ',` los angeles ',6.0,` jack sprat \ 's grill ',213/937 -5733,asian,' 6703 melrose ave. ',` los angeles ',6.0,citrus,213-857-0034,southwestern,1
2,' 7313 melrose ave. ',` los angeles ',6.0,` tommy tang \ 's ',213/937 -5733,asian,' 8393 w. beverly blvd. ',` los angeles ',6.0,' 103 west ',213-848-6677,californian,1
3,' 7313 melrose ave. ',` los angeles ',167.0,` tommy tang \ 's ',213/937 -5733,asian,' 6703 melrose ave. ',` los angeles ',567.0,citrus,213-857-0034,californian,0
4,' 7313 melrose ave. ',` los angeles ',167.0,` tommy tang \ 's ',212/223 -5656,asian,' 3 e. 52nd st. ',` los angeles ',567.0,` michael \ 's ( las vegas ) ',213-857-0034,californian,1
5,' 7313 melrose ave. ',` los angeles ',162.0,` tommy tang \ 's ',213/937 -5733,asian,' 6703 melrose ave. ',` los angeles ',664.0,` monte carlo ',213-857-0034,vegetarian,1
6,' 7313 melrose ave. ',` los angeles ',6.0,` tommy tang \ 's ',213/937 -5733,asian,' 8393 w. beverly blvd. ',` los angeles ',6.0,citrus,213-848-6677,californian,1
7,' 7313 melrose ave. ',` los angeles ',84.0,` tommy tang \ 's ',213/937 -5733,southwestern,' 6703 melrose ave. ',` los angeles ',74.0,citrus,213-857-0034,californian,1
8,' 7313 melrose ave. ',` los angeles ',6.0,` tommy tang \ 's ',213/937 -5733,asian,' 6703 melrose ave. ',` los angeles ',6.0,moongate,213-857-0034,vegetarian,1
9,' 7313 melrose ave. ',` las vegas ',90.0,` tommy tang \ 's ',213/937 -5733,asian,' 6703 melrose ave. ',` los angeles ',84.0,citrus,213-857-0034,californian,1
