,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,asian,30,` second street grill ',' 200 e. fremont st. ',` las vegas ',702-385-6277,` pacific rim ',71,"('ltable_class',)",[442],[30],0.4692832827568054,0.5307167172431946,2
156,` lillie langtry \ 's ','99 e. 52nd st. ',` las vegas ',702/385 -7111,asian,34,` second street grill ',' 200 e. fremont st. ',` las vegas ',702-385-6277,` pacific rim ',71,"('ltable_addr', 'ltable_class')","[""' 129 e. fremont st. '"", 442]","[""'99 e. 52nd st. '"", 34]",0.47819072008132935,0.5218092799186707,2
155,` four seasons grill room ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,asian,34,` second street grill ',' 200 e. fremont st. ',` las vegas ',702-385-6277,` pacific rim ',71,"('ltable_name', 'ltable_class')","[""` lillie langtry \\ 's '"", 442]","[""` four seasons grill room '"", 34]",0.39284956455230713,0.6071504354476929,2
154,` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,asian,34,` second street grill ',' 200 e. fremont st. ',` las vegas ',702-385-6277,` pacific rim ',71,"('ltable_class',)",[442],[34],0.4739484190940857,0.5260515809059143,2
30,` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,asian,34,` second street grill ',' 200 e. fremont st. ',` las vegas ',702-385-6277,` pacific rim ',71,"('ltable_class',)",[442],[34],0.4739484190940857,0.5260515809059143,2
32,` lillie langtry \ 's ','99 e. 52nd st. ',` las vegas ',702/385 -7111,asian,34,` second street grill ',' 200 e. fremont st. ',` las vegas ',702-385-6277,` pacific rim ',71,"('ltable_addr', 'ltable_class')","[""' 129 e. fremont st. '"", 442]","[""'99 e. 52nd st. '"", 34]",0.47819072008132935,0.5218092799186707,2
33,` lillie langtry \ 's ',' 129 e. fremont st. ',` new york ',702/385 -7111,asian,34,` second street grill ',' 200 e. fremont st. ',` las vegas ',702-385-6277,` pacific rim ',71,"('ltable_city', 'ltable_class')","[""` las vegas '"", 442]","[""` new york '"", 34]",0.45806729793548584,0.5419327020645142,2
34,` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',212/754 -9494,asian,34,` second street grill ',' 200 e. fremont st. ',` las vegas ',702-385-6277,` pacific rim ',71,"('ltable_phone', 'ltable_class')","['702/385 -7111', 442]","['212/754 -9494', 34]",0.4472528100013733,0.5527471899986267,2
157,` lillie langtry \ 's ',' 129 e. fremont st. ',` new york ',702/385 -7111,asian,34,` second street grill ',' 200 e. fremont st. ',` las vegas ',702-385-6277,` pacific rim ',71,"('ltable_city', 'ltable_class')","[""` las vegas '"", 442]","[""` new york '"", 34]",0.45806729793548584,0.5419327020645142,2
35,` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,american,34,` second street grill ',' 200 e. fremont st. ',` las vegas ',702-385-6277,` pacific rim ',71,"('ltable_res_type', 'ltable_class')","['asian', 442]","['american', 34]",0.4693230986595154,0.5306769013404846,2
127,` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',212/966 -6960,asian,30,` second street grill ',' 200 e. fremont st. ',` las vegas ',702-385-6277,` pacific rim ',71,"('ltable_phone', 'ltable_class')","['702/385 -7111', 442]","['212/966 -6960', 30]",0.4405480623245239,0.5594519376754761,2
126,` lillie langtry \ 's ',' 129 e. fremont st. ',` new york ',702/385 -7111,asian,30,` second street grill ',' 200 e. fremont st. ',` las vegas ',702-385-6277,` pacific rim ',71,"('ltable_city', 'ltable_class')","[""` las vegas '"", 442]","[""` new york '"", 30]",0.45389777421951294,0.5461022257804871,2
125,` lillie langtry \ 's ',' 2 harrison st. near hudson st. ',` las vegas ',702/385 -7111,asian,30,` second street grill ',' 200 e. fremont st. ',` las vegas ',702-385-6277,` pacific rim ',71,"('ltable_addr', 'ltable_class')","[""' 129 e. fremont st. '"", 442]","[""' 2 harrison st. near hudson st. '"", 30]",0.4751613736152649,0.5248386263847351,2
124,` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,asian,30,` second street grill ',' 200 e. fremont st. ',` las vegas ',702-385-6277,` pacific rim ',71,"('ltable_class',)",[442],[30],0.4692832827568054,0.5307167172431946,2
100,` sea grill ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,asian,345,` second street grill ',' 200 e. fremont st. ',` las vegas ',702-385-6277,` pacific rim ',71,"('ltable_name', 'ltable_class')","[""` lillie langtry \\ 's '"", 442]","[""` sea grill '"", 345]",0.49203723669052124,0.5079627633094788,2
186,` gramercy tavern ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,asian,36,` second street grill ',' 200 e. fremont st. ',` las vegas ',702-385-6277,` pacific rim ',71,"('ltable_name', 'ltable_class')","[""` lillie langtry \\ 's '"", 442]","[""` gramercy tavern '"", 36]",0.4746748208999634,0.5253251791000366,2
224,` sea grill ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,asian,345,` second street grill ',' 200 e. fremont st. ',` las vegas ',702-385-6277,` pacific rim ',71,"('ltable_name', 'ltable_class')","[""` lillie langtry \\ 's '"", 442]","[""` sea grill '"", 345]",0.49203723669052124,0.5079627633094788,2
128,` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,american,30,` second street grill ',' 200 e. fremont st. ',` las vegas ',702-385-6277,` pacific rim ',71,"('ltable_res_type', 'ltable_class')","['asian', 442]","['american', 30]",0.4647458791732788,0.5352541208267212,2
158,` lillie langtry \ 's ',' 129 e. fremont st. ',` las vegas ',212/754 -9494,asian,34,` second street grill ',' 200 e. fremont st. ',` las vegas ',702-385-6277,` pacific rim ',71,"('ltable_phone', 'ltable_class')","['702/385 -7111', 442]","['212/754 -9494', 34]",0.4472528100013733,0.5527471899986267,2
31,` four seasons grill room ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,asian,34,` second street grill ',' 200 e. fremont st. ',` las vegas ',702-385-6277,` pacific rim ',71,"('ltable_name', 'ltable_class')","[""` lillie langtry \\ 's '"", 442]","[""` four seasons grill room '"", 34]",0.39284956455230713,0.6071504354476929,2
62,` gramercy tavern ',' 129 e. fremont st. ',` las vegas ',702/385 -7111,asian,36,` second street grill ',' 200 e. fremont st. ',` las vegas ',702-385-6277,` pacific rim ',71,"('ltable_name', 'ltable_class')","[""` lillie langtry \\ 's '"", 442]","[""` gramercy tavern '"", 36]",0.4746748208999634,0.5253251791000366,2
