,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,nan,nan,nan,11.98,verbatim 4gb tuff - n - tiny usb 2.0 flash drive green usb drives verbatim,verbatim,nan,nan,nan,verbatim clip-it 4 gb usb 2.0 flash drive 97556 green usb flash drives 10.98,1
1,atrend,nan,nan,11.98,verbatim 4gb tuff - n - tiny usb 2.0 flash drive green usb drives verbatim,verbatim,nan,nan,nan,verbatim clip-it 4 gb usb 2.0 flash drive 97556 green usb flash drives 10.98,1
2,nan,nan,nan,11.98,verbatim 4gb tuff - n - tiny usb 2.0 flash drive green usb drives verbatim,verbatim,nan,nan,nan,da-plex base rear projection screen - 57 3 4 x 77 video format projection screens da-lite,1
3,nan,nan,nan,11.98,verbatim 4gb tuff - n - tiny usb 2.0 flash drive green usb drives verbatim,verbatim,bags cases,nan,nan,verbatim clip-it 4 gb usb 2.0 flash drive 97556 green usb flash drives 10.98,1
4,nan,usb drives,nan,11.98,verbatim 4gb tuff - n - tiny usb 2.0 flash drive green usb drives verbatim,verbatim,nan,nan,nan,verbatim clip-it 4 gb usb 2.0 flash drive 97556 green usb flash drives 10.98,1
5,nan,nan,nan,11.98,birdhouse tony hawk 2gb full skull skatedrive usb flash drive usb drives 9.84,verbatim,nan,nan,nan,verbatim clip-it 4 gb usb 2.0 flash drive 97556 green usb flash drives 10.98,1
6,nan,nan,nan,24.94,verbatim 4gb tuff - n - tiny usb 2.0 flash drive green usb drives verbatim,verbatim,nan,nan,nan,verbatim clip-it 4 gb usb 2.0 flash drive 97556 green usb flash drives 10.98,1
7,nan,nan,nan,88.88,verbatim 4gb tuff - n - tiny usb 2.0 flash drive green usb drives verbatim,verbatim,nan,nan,nan,verbatim clip-it 4 gb usb 2.0 flash drive 97556 green usb flash drives 10.98,1
8,nan,nan,nan,11.98,verbatim 4gb tuff - n - tiny usb 2.0 flash drive green usb drives verbatim,verbatim,inkjet printer ink,nan,nan,verbatim clip-it 4 gb usb 2.0 flash drive 97556 green usb flash drives 10.98,1
9,nan,memory,nan,11.98,verbatim 4gb tuff - n - tiny usb 2.0 flash drive green usb drives verbatim,verbatim,nan,nan,nan,verbatim clip-it 4 gb usb 2.0 flash drive 97556 green usb flash drives 10.98,1
