,label,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,Santa Vs. Unicorn,Granite Falls Brewing Co. .,American Amber / Red Ale,5.00 %,Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,"('ltable_Beer_Name',)",['Bushfire American Red'],['Santa Vs. Unicorn'],0,0,0.6397401,0.36025992,2
628,,Bushfire American Red,Granite Falls Brewing Co. .,American Amber / Red Ale,5.00 %,Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Amber / Red Ale'],0,0,0.9566354,0.043364566,2
629,,Yulesmith Summer ( Cask ),AleSmith Brewing Company,American Amber / Red Ale,5.00 %,Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","['Bushfire American Red', 'Granite Falls Brewing Co. .']","['Yulesmith Summer ( Cask )', 'AleSmith Brewing Company']",0,0,0.79850787,0.20149216,2
630,,Yulesmith Summer ( Cask ),Granite Falls Brewing Co. .,American Amber / Red Ale,5.00 %,Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Style')","['Bushfire American Red', 'American Amber / Red Ale']","['Yulesmith Summer ( Cask )', 'American Amber / Red Ale']",0,0,0.9505261,0.04947386,2
631,,Yulesmith Summer ( Cask ),Granite Falls Brewing Co. .,American Amber / Red Ale,8.50 %,Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_ABV')","['Bushfire American Red', '5.00 %']","['Yulesmith Summer ( Cask )', '8.50 %']",0,0,0.5448946,0.45510545,2
632,,Bushfire American Red,AleSmith Brewing Company,American Amber / Red Ale,5.00 %,Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,"('ltable_Brew_Factory_Name', 'ltable_Style')","['Granite Falls Brewing Co. .', 'American Amber / Red Ale']","['AleSmith Brewing Company', 'American Amber / Red Ale']",0,0,0.9830337,0.01696634,2
633,,Bushfire American Red,AleSmith Brewing Company,American Amber / Red Ale,8.50 %,Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,"('ltable_Brew_Factory_Name', 'ltable_ABV')","['Granite Falls Brewing Co. .', '5.00 %']","['AleSmith Brewing Company', '8.50 %']",0,0,0.9642371,0.035762887,2
634,,Bushfire American Red,Granite Falls Brewing Co. .,American Amber / Red Ale,8.50 %,Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,"('ltable_Style', 'ltable_ABV')","['American Amber / Red Ale', '5.00 %']","['American Amber / Red Ale', '8.50 %']",0,0,0.90818924,0.09181072,2
640,,Bushfire American Red,Birdland Brewing Company,American Amber / Red Ale,5.00 %,Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,"('ltable_Brew_Factory_Name',)",['Granite Falls Brewing Co. .'],['Birdland Brewing Company'],0,0,0.6806314,0.31936854,2
641,,Bushfire American Red,Granite Falls Brewing Co. .,American Amber / Red Ale,5.00 %,Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,"('ltable_Style',)",['American Amber / Red Ale'],['American Amber / Red Ale'],0,0,0.9566354,0.043364566,2
642,,Kewlerskald,Granite Falls Brewing Co. .,American Amber / Red Ale,5.00 %,Granite Falls Bushfire American Red Ale,Granite Falls Brewing Company,Amber Ale,5 %,"('ltable_Beer_Name', 'ltable_Style')","['Bushfire American Red', 'American Amber / Red Ale']","['Kewlerskald', 'American Amber / Red Ale']",0,0,0.5379186,0.46208128,2
