,label,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
105,,manora,' 3226 mission st. ',` san francisco ',415/861 -6224,asian,494,` dusit thai ',' 3221 mission st. ',` san francisco ',415/861 -6224,thai,494,"('rtable_phone', 'rtable_class')","['415-826-4639', 728]","['415/861 -6224', 494]",1,0,0.063503966,0.936496,2
51,,manora,' 3226 mission st. ',` san francisco ',415/861 -6224,asian,494,manora,' 3221 mission st. ',` san francisco ',415/861 -6224,thai,728,"('rtable_name', 'rtable_phone')","[""` dusit thai '"", '415-826-4639']","['manora', '415/861 -6224']",1,0,0.043674946,0.95632505,2
52,,manora,' 3226 mission st. ',` san francisco ',415/861 -6224,asian,494,` dusit thai ',' 3226 mission st. ',` san francisco ',415/861 -6224,thai,728,"('rtable_addr', 'rtable_phone')","[""' 3221 mission st. '"", '415-826-4639']","[""' 3226 mission st. '"", '415/861 -6224']",1,0,0.16463026,0.8353697,2
53,,manora,' 3226 mission st. ',` san francisco ',415/861 -6224,asian,494,` dusit thai ',' 3221 mission st. ',` san,415/861 -6224,thai,728,"('rtable_city', 'rtable_phone')","[""` san francisco '"", '415-826-4639']","['` san', '415/861 -6224']",1,0,0.49671835,0.50328165,2
54,,manora,' 3226 mission st. ',` san francisco ',415/861 -6224,asian,494,` dusit thai ',' 3221 mission st. ',` san francisco ',415/861 -6224,asian,728,"('rtable_phone', 'rtable_res_type')","['415-826-4639', 'thai']","['415/861 -6224', 'asian']",1,0,0.031424876,0.96857506,2
55,,manora,' 3226 mission st. ',` san francisco ',415/861 -6224,asian,494,` dusit thai ',' 3221 mission st. ',` san francisco ',415/861 -6224,thai,494,"('rtable_phone', 'rtable_class')","['415-826-4639', 728]","['415/861 -6224', 494]",1,0,0.063503966,0.936496,2
101,,manora,' 3226 mission st. ',` san francisco ',415/861 -6224,asian,494,manora,' 3221 mission st. ',` san francisco ',415/861 -6224,thai,728,"('rtable_name', 'rtable_phone')","[""` dusit thai '"", '415-826-4639']","['manora', '415/861 -6224']",1,0,0.043674946,0.95632505,2
102,,manora,' 3226 mission st. ',` san francisco ',415/861 -6224,asian,494,` dusit thai ',' 3226 mission st. ',` san francisco ',415/861 -6224,thai,728,"('rtable_addr', 'rtable_phone')","[""' 3221 mission st. '"", '415-826-4639']","[""' 3226 mission st. '"", '415/861 -6224']",1,0,0.16463026,0.8353697,2
103,,manora,' 3226 mission st. ',` san francisco ',415/861 -6224,asian,494,` dusit thai ',' 3221 mission st. ',`,415/861 -6224,thai,728,"('rtable_city', 'rtable_phone')","[""` san francisco '"", '415-826-4639']","['`', '415/861 -6224']",1,0,0.24658482,0.7534152,2
104,,manora,' 3226 mission st. ',` san francisco ',415/861 -6224,asian,494,` dusit thai ',' 3221 mission st. ',` san francisco ',415/861 -6224,asian,728,"('rtable_phone', 'rtable_res_type')","['415-826-4639', 'thai']","['415/861 -6224', 'asian']",1,0,0.031424876,0.96857506,2
