,explanation,label,latency,match,prediction,row,type
0,"{'rtable_authors': 0.25, 'rtable_venue': 0.265625, 'rtable_year': 0.2760416666666667, 'ltable_authors': 0.057291666666666664, 'ltable_venue': 0.036458333333333336, 'ltable_year': 0.036458333333333336}",0.0,4.81988253898453,0.0,[9.9912018e-01 8.7979605e-04],1133-19588,certa
1,{},0.0,4.968700102006551,0.0,[1.000000e+00 3.985818e-10],1829-59186,certa
2,"{'ltable_title': 0.03431372549019608, 'ltable_venue': 0.024509803921568627, 'ltable_year': 0.01715686274509804, 'ltable_authors': 0.01715686274509804}",0.0,5.3352555360179394,0.0,[1.00000e+00 7.91536e-16],1953-5130,certa
3,{},0.0,4.875631535018329,0.0,[1.000000e+00 5.883325e-10],2310-28595,certa
4,"{'rtable_venue': 0.03804347826086957, 'rtable_year': 0.04076086956521739, 'rtable_authors': 0.019021739130434784, 'ltable_venue': 0.36141304347826086, 'ltable_year': 0.3858695652173913, 'ltable_authors': 0.35597826086956524, 'ltable_title': 0.024456521739130436}",0.0,5.164409648976289,0.0,[9.9975139e-01 2.4864628e-04],1845-48451,certa
5,{},0.0,4.895093007013202,0.0,[1.0000000e+00 4.4026516e-10],211-2457,certa
6,"{'ltable_title': 0.46875, 'ltable_authors': 0.235, 'ltable_venue': 0.23625, 'ltable_year': 0.23625, 'rtable_title': 0.49125, 'rtable_authors': 0.25625, 'rtable_venue': 0.24625, 'rtable_year': 0.24625}",1.0,4.0820966369938105,1.0,[1.9935524e-06 9.9999797e-01],1360-11549,certa
7,{},0.0,4.399712232989259,0.0,[1.0000000e+00 1.3492621e-09],652-31280,certa
8,"{'rtable_title': 0.060526315789473685, 'rtable_venue': 0.03289473684210526, 'rtable_year': 0.03289473684210526, 'rtable_authors': 0.030263157894736843}",0.0,7.798849747981876,0.0,[9.9984372e-01 1.5627727e-04],1532-60672,certa
9,{},0.0,6.275475347996689,0.0,[9.999994e-01 5.810913e-07],1991-30712,certa
10,{},0.0,5.937452170997858,0.0,[9.9999917e-01 8.0738164e-07],1712-41920,certa
11,{},0.0,5.182756853988394,0.0,[1.000000e+00 3.826137e-12],709-45026,certa
12,"{'ltable_title': 0.53125, 'ltable_authors': 0.2725, 'ltable_venue': 0.26875, 'ltable_year': 0.26875, 'rtable_title': 0.46125, 'rtable_authors': 0.24, 'rtable_venue': 0.23875, 'rtable_year': 0.2375}",0.0,3.9187593199894764,1.0,[0.18316323 0.8168368 ],2579-42314,certa
13,"{'rtable_venue': 0.3229166666666667, 'rtable_authors': 0.19791666666666666, 'rtable_year': 0.19270833333333334, 'ltable_authors': 0.109375, 'ltable_venue': 0.109375, 'ltable_year': 0.109375}",0.0,4.817571210034657,0.0,[9.9982941e-01 1.7056528e-04],696-46108,certa
14,{},0.0,6.687365374004003,0.0,[1.000000e+00 9.172815e-14],659-12273,certa
15,"{'rtable_authors': 0.008522727272727272, 'rtable_year': 0.008522727272727272, 'rtable_venue': 0.005681818181818182, 'ltable_title': 0.014204545454545454, 'ltable_authors': 0.008522727272727272, 'ltable_year': 0.008522727272727272}",0.0,5.164392918988597,0.0,[9.9999714e-01 2.8416687e-06],612-42439,certa
