,ltable_id,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_id,rtable_title,rtable_authors,rtable_venue,rtable_year,match
0,1133,"cure : an efficient clustering algorithm for large databases s guha , r rastogi , k shim",,sigmod conference,1998.0,19588,"efficient algorithm for projected clustering enk ka , aw fu",,,,0.00087979605
1,1829,open object database management systems,,,1994.0,59186,performance evaluation of a temporal database management system,"i ahn , r snodgrass","proceedings of the 1986 acm sigmod international conference & hellip ; ,",1986.0,3.985818e-10
2,1953,"an efficient algorithm for mining association rules in large databases a savasere , e omiecinski , s navathe",,vldb,1995.0,5130,mining association rules between sets of items in large databases . 1993 proc . acm sigmod international conference on management of,"r agrawal , t imielinski , a swami",,,7.91536e-16
3,2310,formal query languages for secure relational databases acm trans . database syst .,"m winslett , k smith , x qian",,1994.0,28595,"a visual query language for odmg-compliant databases m chavda , pt wood",,,,5.883325e-10
4,1845,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,48451,"a classification of multi-database languages parallel and distributed information systems , 1994. , & hellip ; , 1994.0","m tresch , mh scholl , ibmar center , ca san jose",,,0.00024864628
5,211,"using unknowns to prevent discovery of association rules y saygin , v verykios , c clifton 2001",,sigmod record,,2457,"on the discovery of interesting patterns in association rules vldb ,","s ramaswamy , s mahajan , a silberschatz",,1998.0,4.4026516e-10
6,1360,"the distributed information search component ( disco ) and the world wide web a tomasic , r amouroux , p bonnet , o kapitskaia , h naacke , l raschid",,sigmod conference,1997.0,11549,"the distributed information search component ( disco ) and the world wide web sigmod conference ,","a tomasic , r amouroux , p bonnet , o kapitskaia , h",,1997.0,0.999998
7,652,open issues in parallel query optimization sigmod record 1996,"w hasan , d florescu , p valduriez",,,31280,"multi-query optimization acm trans . on database systems ,",tk sellis,,,1.3492621e-09
8,1532,"partition based spatial-merge join j patel , d dewitt sigmod conference 1996",,,,60672,"size separation spatial join n koudas , kc sevcik",,"proceedings of the 1997 acm sigmod international conference & hellip ; ,",1997.0,0.00015627727
9,1991,interview with jim gray 2003,,,,30712,interview with authors e larson,,"san diego ,",,5.810913e-07
10,1712,"the ecrc multi database system w jonker , h schќtz sigmod conference 1995",,,,41920,the o 2 object-oriented database system f bancilhon,,proceedings of the 1992 acm sigmod-international conference,,8.0738164e-07
11,709,"outlier detection for high dimensional data c aggarwal , p yu 2001",,sigmod conference,,45026,an effective and efficient algorithm for high-dimensional outlier detection,"cc aggarwal , ps yu","the vldb journal the international journal on very large & hellip ; ,",2005.0,3.826137e-12
12,2579,"schemasql - a language for interoperability in relational multi-database systems l lakshmanan , f sadri , i subramanian",,vldb,1996.0,42314,panel : interoperability in multidatabases : semantic and systems issues y breitbartâ ? ¦,,"proc of vldb ,",,0.8168368
13,696,"database research at arizona state university s urban , s dietrich , f golshani sigmod record 1996",,,,46108,database research at hp labs,ma neimat,"sigmod record ,",1991.0,0.00017056528
14,659,"olap , relational , and multidimensional database systems g colliat sigmod record 1996",,,,12273,cmd : a multidimensional declustering method for parallel database systems,"l jianzhong , j srivastava , d rotem","proceedings of international conference on vldb , august ,",,9.172815e-14
15,612,"mining fuzzy association rules in databases c kuok , a fu , m wong sigmod record",,,1998.0,42439,"mining association rules from quantitative data intelligent data analysis ,","tp hong , cs kuo , sc chi",,1999.0,2.8416687e-06
16,2185,grid data management systems & services,,,2003.0,10241,research directions in data base management systems,d tsichritzis,"acm sigmod record ,",1977.0,0.000114927025
17,980,"data integration and warehousing in telecom italia s trisolini , m lenzerini , d nardi sigmod conference 1999",,,,58492,"enterprise modeling and data warehousing in telecom italia d calvanese , l dragone , d nardi , r rosati , sm",,,,3.468475e-08
18,603,"dyda : data warehouse maintenance in fully concurrent environments j chen , x zhang , s chen , a koeller , e rundensteiner",,sigmod conference,2001.0,1832,"efficient data view maintenance warehouses d agrawal , a el abbadi , a singh , t yurek",,"proc . acm sigmod ,",,2.398012e-10
19,2310,formal query languages for secure relational databases acm trans . database syst .,"m winslett , k smith , x qian",,1994.0,35508,"on completeness of historical relational query languages j clifford , a croker , a tuzhilin acm transactions on database systems ( tods ) ,",,,1994.0,2.2134638e-13
20,1381,using sql to build new aggregates and extenders for object - relational systems,"h wang , c zaniolo",vldb,2000.0,47050,using sql to build new aggregates and extenders for object-relational systems,hwc zaniolo,,,0.21270798
21,1084,merge replication in microsoft 's sql server 7.0 sigmod conference 1999,b hammond,,,26734,"data cleaning in microsoft sql server 2005 proceedings of the 2005 acm sigmod international conference & hellip ; ,","s chaudhuri , k ganjam , v ganti , r kapoor , v",,2005.0,1.1740934e-14
22,1883,multiple-view self-maintenance in data warehousing environments n huyn 1997,,vldb,,15003,"j , hammer , j. widom . view maintenance in a warehousing environment y zhuge , h garcia-molina",,proc . of the acm sigmod intl. conf . on management of,,5.1935774e-15
23,2036,a system for keyword proximity search on xml databases vldb 2003,"a balmin , v hristidis , n koudas , y papakonstantinou , d srivastava , t wang",,,47255,keyword search in databases,sv rajnikant,,,3.5600954e-14
24,2588,guest editor 's introduction,,,2002.0,7916,guest editorial c allocchio,,"computer networks ,",2000.0,0.0052559036
25,1435,multi-dimensional substring selectivity estimation,"h jagadish , o kapitskaia , r ng , d srivastava",vldb,1999.0,59475,"an efficient subspace sampling framework for high-dimensional data reduction , selectivity estimation ieee transactions on knowledge and data engineering , 2004.0",se reduction,,,1.3713551e-12
26,800,"aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems l liu , c pu , d buttler , w han , h paques , w tang sigmod conference",,,2000.0,29677,mocha : a self-extensible database middleware system for distributed data sources 2000.0,"m rodrä ± guez-martä ± nez , n roussopoulos","proceedings of the acm sigmod international conference on & hellip ; ,",,7.906908e-09
27,806,metadata for multimedia documents sigmod record 1994,"k bіhm , t rakow",,,6887,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0,1.6484541e-11
28,925,"lambda-db : an odmg-based object-oriented dbms l fegaras , c srinivasan , a rajendran , d maier",,sigmod conference,2000.0,52718,"sentinel : an object-oriented dbms with event-based rules . acms anthology , p edition",,,,2.446552e-05
29,1856,"power efficient data gathering and aggregation in wireless sensor networks h tan , i korpeoglu",,sigmod record,2003.0,43531,in-network aggregation trade-offs for data collection in wireless sensor networks,"i solis , k obraczka",,,1.8701316e-05
30,74,"database research at the university of illinois at urbana-champaign m winslett , k chang , a doan , j han , c zhai , y zhou sigmod record 2002",,,,40649,"university of illinois , urbana ms bsee",,"ph. d. , university of california , santa",,0.99739033
31,2538,an introduction to spatial database systems vldb j. 1994,r gќting,,,15659,"introduction to a system for distributed databases ( sdd-1 ) acm transactions on database systems ( tods ) ,","jb rothnie jr , pa bernstein , s fox , n goodman , m",,1980.0,1.083141e-10
32,19,mining generalized association rules vldb,"r srikant , r agrawal",,1995.0,6261,"beyond market : generalizing association rules to correlations s brin , r motwani , c silverstein",,"processing of the acm sigmod conference ,",,1.4677441e-14
33,1391,local dimensionality reduction : a new approach to indexing high dimensional spaces vldb,"k chakrabarti , s mehrotra",,2000.0,10963,"locally adaptive dimensionality reduction for indexing large time series databases sigmod conference , 2001.0","e keogh , k chakrabarti , s mehrotra , m pazzani",,,1.1627218e-07
34,2113,"processing sliding window multi-joins in continuous queries over data streams l golab , m жzsu",,vldb,2003.0,4298,continuous queries over data streams,"s balu , j widom",,,1.0504403e-08
