,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search",charu c. aggarwal,sigmod conference,2000,"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search",charu c. aggarwal,international conference on management of data,2002,"('ltable_title', 'ltable_authors', 'ltable_venue')","['one-dimensional and multi-dimensional substring selectivity estimation', 'raymond t. ng , divesh srivastava , h. v. jagadish , olga kapitskaia', 'vldb j.']","['hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search', 'charu c. aggarwal', 'sigmod conference']",0.3009892702102661,0.6990107297897339,3
89,one-dimensional and multi-dimensional substring selectivity estimation,"raymond t. ng , divesh srivastava , h. v. jagadish , olga kapitskaia",vldb j.,2000,one-dimensional and multi-dimensional substring selectivity estimation,charu c. aggarwal,vldb j.,2000,"('rtable_title', 'rtable_venue', 'rtable_year')","['hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search', 'international conference on management of data', 2002]","['one-dimensional and multi-dimensional substring selectivity estimation', 'vldb j.', 2000]",0.20016533136367798,0.799834668636322,3
88,one-dimensional and multi-dimensional substring selectivity estimation,"raymond t. ng , divesh srivastava , h. v. jagadish , olga kapitskaia",vldb j.,2000,one-dimensional and multi-dimensional substring selectivity estimation,"v. jagadish , olga kapitskaia",international conference on management of data,2000,"('rtable_title', 'rtable_authors', 'rtable_year')","['hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search', 'charu c. aggarwal', 2002]","['one-dimensional and multi-dimensional substring selectivity estimation', 'v. jagadish , olga kapitskaia', 2000]",0.3451252579689026,0.6548747420310974,3
86,one-dimensional and multi-dimensional substring selectivity estimation,"raymond t. ng , divesh srivastava , h. v. jagadish , olga kapitskaia",vldb j.,2000,one-dimensional and multi-dimensional substring selectivity estimation,charu c. aggarwal,vldb j.,2000,"('rtable_title', 'rtable_venue', 'rtable_year')","['hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search', 'international conference on management of data', 2002]","['one-dimensional and multi-dimensional substring selectivity estimation', 'vldb j.', 2000]",0.19987845420837402,0.800121545791626,3
84,one-dimensional and multi-dimensional substring selectivity estimation,"raymond t. ng , divesh srivastava , h. v. jagadish , olga kapitskaia",vldb j.,2000,"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search","h. v. jagadish , olga kapitskaia",vldb j.,2000,"('rtable_authors', 'rtable_venue', 'rtable_year')","['charu c. aggarwal', 'international conference on management of data', 2002]","['h. v. jagadish , olga kapitskaia', 'vldb j.', 2000]",0.28609418869018555,0.7139058113098145,3
83,one-dimensional and multi-dimensional substring selectivity estimation,"raymond t. ng , divesh srivastava , h. v. jagadish , olga kapitskaia",vldb j.,2000,one-dimensional and multi-dimensional substring selectivity estimation,charu c. aggarwal,vldb j.,2000,"('rtable_title', 'rtable_venue', 'rtable_year')","['hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search', 'international conference on management of data', 2002]","['one-dimensional and multi-dimensional substring selectivity estimation', 'vldb j.', 2000]",0.2000996470451355,0.7999003529548645,3
82,one-dimensional and multi-dimensional substring selectivity estimation,"raymond t. ng , divesh srivastava , h. v. jagadish , olga kapitskaia",vldb j.,2000,one-dimensional and multi-dimensional substring selectivity estimation,"h. v. jagadish , olga kapitskaia",international conference on management of data,2000,"('rtable_title', 'rtable_authors', 'rtable_year')","['hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search', 'charu c. aggarwal', 2002]","['one-dimensional and multi-dimensional substring selectivity estimation', 'h. v. jagadish , olga kapitskaia', 2000]",0.3264390230178833,0.6735609769821167,3
80,one-dimensional and multi-dimensional substring selectivity estimation,"raymond t. ng , divesh srivastava , h. v. jagadish , olga kapitskaia",vldb j.,2000,one-dimensional and multi-dimensional substring selectivity estimation,charu c. aggarwal,vldb j.,2000,"('rtable_title', 'rtable_venue', 'rtable_year')","['hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search', 'international conference on management of data', 2002]","['one-dimensional and multi-dimensional substring selectivity estimation', 'vldb j.', 2000]",0.2000996470451355,0.7999003529548645,3
78,one-dimensional and multi-dimensional substring selectivity estimation,"raymond t. ng , divesh srivastava , h. v. jagadish , olga kapitskaia",vldb j.,2000,"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search",", h. v. jagadish , olga kapitskaia",vldb j.,2000,"('rtable_authors', 'rtable_venue', 'rtable_year')","['charu c. aggarwal', 'international conference on management of data', 2002]","[', h. v. jagadish , olga kapitskaia', 'vldb j.', 2000]",0.27406710386276245,0.7259328961372375,3
77,one-dimensional and multi-dimensional substring selectivity estimation,"raymond t. ng , divesh srivastava , h. v. jagadish , olga kapitskaia",vldb j.,2000,one-dimensional and multi-dimensional substring selectivity estimation,charu c. aggarwal,vldb j.,2000,"('rtable_title', 'rtable_venue', 'rtable_year')","['hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search', 'international conference on management of data', 2002]","['one-dimensional and multi-dimensional substring selectivity estimation', 'vldb j.', 2000]",0.19987845420837402,0.800121545791626,3
