,label,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,alteredAttributes,droppedValues,copiedValues,classes,labels,nomatch_score,match_score,attr_count
0,,wavelab studio 6 audio editing software educational discount music production software,steinberg,2499.0,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title',)",['steinberg nuendo 3 digital audio software'],['wavelab studio 6 audio editing software educational discount music production software'],1,0,0.014147922,0.985852,2
17,,steinberg wavelab studio 6 audio editing software educational discount music production,,2499.0,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_manufacturer')","['steinberg nuendo 3 digital audio software', 'steinberg']","['steinberg wavelab studio 6 audio editing software educational discount music production', nan]",1,0,0.013606314,0.98639375,2
16,,steinberg wavelab studio 6 audio editing software educational discount music production,steinberg,2499.0,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title',)",['steinberg nuendo 3 digital audio software'],['steinberg wavelab studio 6 audio editing software educational discount music production'],1,0,0.013343221,0.9866567,2
14,,steinberg wavelab studio 6 audio editing software educational discount music,steinberg,149.95,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_price')","['steinberg nuendo 3 digital audio software', 2499.0]","['steinberg wavelab studio 6 audio editing software educational discount music', 149.95]",1,0,0.0131445825,0.98685545,2
13,,steinberg wavelab studio 6 audio editing software educational discount music,,2499.0,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_manufacturer')","['steinberg nuendo 3 digital audio software', 'steinberg']","['steinberg wavelab studio 6 audio editing software educational discount music', nan]",1,0,0.01389968,0.9861004,2
12,,steinberg wavelab studio 6 audio editing software educational discount music,steinberg,2499.0,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title',)",['steinberg nuendo 3 digital audio software'],['steinberg wavelab studio 6 audio editing software educational discount music'],1,0,0.01451519,0.9854848,2
10,,steinberg wavelab studio 6 audio editing software educational discount,steinberg,149.95,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_price')","['steinberg nuendo 3 digital audio software', 2499.0]","['steinberg wavelab studio 6 audio editing software educational discount', 149.95]",1,0,0.01324704,0.986753,2
18,,steinberg wavelab studio 6 audio editing software educational discount music production,steinberg,149.95,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_price')","['steinberg nuendo 3 digital audio software', 2499.0]","['steinberg wavelab studio 6 audio editing software educational discount music production', 149.95]",1,0,0.013000608,0.98699945,2
9,,steinberg wavelab studio 6 audio editing software educational discount,,2499.0,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_manufacturer')","['steinberg nuendo 3 digital audio software', 'steinberg']","['steinberg wavelab studio 6 audio editing software educational discount', nan]",1,0,0.015031351,0.98496866,2
6,,studio 6 audio editing software educational discount music production software,steinberg,149.95,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_price')","['steinberg nuendo 3 digital audio software', 2499.0]","['studio 6 audio editing software educational discount music production software', 149.95]",1,0,0.014643261,0.98535675,2
5,,studio 6 audio editing software educational discount music production software,,2499.0,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_manufacturer')","['steinberg nuendo 3 digital audio software', 'steinberg']","['studio 6 audio editing software educational discount music production software', nan]",1,0,0.019229813,0.98077023,2
4,,studio 6 audio editing software educational discount music production software,steinberg,2499.0,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title',)",['steinberg nuendo 3 digital audio software'],['studio 6 audio editing software educational discount music production software'],1,0,0.035853874,0.9641461,2
2,,wavelab studio 6 audio editing software educational discount music production software,steinberg,149.95,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_price')","['steinberg nuendo 3 digital audio software', 2499.0]","['wavelab studio 6 audio editing software educational discount music production software', 149.95]",1,0,0.012936927,0.9870631,2
1,,wavelab studio 6 audio editing software educational discount music production software,,2499.0,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_manufacturer')","['steinberg nuendo 3 digital audio software', 'steinberg']","['wavelab studio 6 audio editing software educational discount music production software', nan]",1,0,0.013320672,0.9866794,2
8,,steinberg wavelab studio 6 audio editing software educational discount,steinberg,2499.0,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title',)",['steinberg nuendo 3 digital audio software'],['steinberg wavelab studio 6 audio editing software educational discount'],1,0,0.015678044,0.98432195,2
7,,studio 6 audio editing software educational discount music production software,,149.95,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['steinberg nuendo 3 digital audio software', 'steinberg', 2499.0]","['studio 6 audio editing software educational discount music production software', nan, 149.95]",1,0,0.016602611,0.9833974,3
11,,steinberg wavelab studio 6 audio editing software educational discount,,149.95,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['steinberg nuendo 3 digital audio software', 'steinberg', 2499.0]","['steinberg wavelab studio 6 audio editing software educational discount', nan, 149.95]",1,0,0.013805021,0.98619497,3
3,,wavelab studio 6 audio editing software educational discount music production software,,149.95,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['steinberg nuendo 3 digital audio software', 'steinberg', 2499.0]","['wavelab studio 6 audio editing software educational discount music production software', nan, 149.95]",1,0,0.013245052,0.98675495,3
15,,steinberg wavelab studio 6 audio editing software educational discount music,,149.95,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['steinberg nuendo 3 digital audio software', 'steinberg', 2499.0]","['steinberg wavelab studio 6 audio editing software educational discount music', nan, 149.95]",1,0,0.013404889,0.98659515,3
19,,steinberg wavelab studio 6 audio editing software educational discount music production,,149.95,steinberg wavelab studio 6 audio editing software educational discount music production software,,149.95,"('ltable_title', 'ltable_manufacturer', 'ltable_price')","['steinberg nuendo 3 digital audio software', 'steinberg', 2499.0]","['steinberg wavelab studio 6 audio editing software educational discount music production', nan, 149.95]",1,0,0.013079178,0.98692083,3
