,ltable_Beer_Name,ltable_Brew_Factory_Name,ltable_Style,ltable_ABV,rtable_Beer_Name,rtable_Brew_Factory_Name,rtable_Style,rtable_ABV,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Cherrywood,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name',)","[""Red Shedman 's Imperial Amber Ale""]",['Cherrywood'],0.334926962852478,0.665073037147522,2
431,Ruby,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_Style')","[""Red Shedman 's Imperial Amber Ale"", 'American Amber / Red Ale']","['Ruby', 'American Amber / Red Ale']",0.38898730278015137,0.6110126972198486,2
430,Ruby,All Inn Brewing Co,American Amber / Red Ale,7.60 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","[""Red Shedman 's Imperial Amber Ale"", '57 Brew Pub & Bistro']","['Ruby', 'All Inn Brewing Co']",0.4199908375740051,0.5800091624259949,2
429,Ruby,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name',)","[""Red Shedman 's Imperial Amber Ale""]",['Ruby'],0.38898730278015137,0.6110126972198486,2
424,Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Abbeydale Epiphany,Rock Bottom Orland Park,American Strong Ale,4.60 %,"('rtable_Beer_Name', 'rtable_ABV')","['Rock Bottom Orland Park King of Hearts Imperial Red Ale', '7.60 %']","['Abbeydale Epiphany', '4.60 %']",0.47450417280197144,0.5254958271980286,2
423,Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Abbeydale Epiphany,Rock Bottom Orland Park,Golden Ale/Blond Ale,7.60 %,"('rtable_Beer_Name', 'rtable_Style')","['Rock Bottom Orland Park King of Hearts Imperial Red Ale', 'American Strong Ale']","['Abbeydale Epiphany', 'Golden Ale/Blond Ale']",0.332958459854126,0.667041540145874,2
422,Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Abbeydale Epiphany,Abbeydale,American Strong Ale,7.60 %,"('rtable_Beer_Name', 'rtable_Brew_Factory_Name')","['Rock Bottom Orland Park King of Hearts Imperial Red Ale', 'Rock Bottom Orland Park']","['Abbeydale Epiphany', 'Abbeydale']",0.3738797903060913,0.6261202096939087,2
421,Red Shedman 's Imperial Amber Ale,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Abbeydale Epiphany,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('rtable_Beer_Name',)",['Rock Bottom Orland Park King of Hearts Imperial Red Ale'],['Abbeydale Epiphany'],0.41486895084381104,0.585131049156189,2
416,Ruby,57 Brew Pub & Bistro,American Amber / Red Ale,4.60 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_ABV')","[""Red Shedman 's Imperial Amber Ale"", '7.60 %']","['Ruby', '4.60 %']",0.4365236163139343,0.5634763836860657,2
415,Ruby,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_Style')","[""Red Shedman 's Imperial Amber Ale"", 'American Amber / Red Ale']","['Ruby', 'American Amber / Red Ale']",0.38898730278015137,0.6110126972198486,2
414,Ruby,All Inn Brewing Co,American Amber / Red Ale,7.60 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","[""Red Shedman 's Imperial Amber Ale"", '57 Brew Pub & Bistro']","['Ruby', 'All Inn Brewing Co']",0.4199908375740051,0.5800091624259949,2
413,Ruby,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name',)","[""Red Shedman 's Imperial Amber Ale""]",['Ruby'],0.38898730278015137,0.6110126972198486,2
408,Ambler,57 Brew Pub & Bistro,American Amber / Red Ale,4.70 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_ABV')","[""Red Shedman 's Imperial Amber Ale"", '7.60 %']","['Ambler', '4.70 %']",0.4656844735145569,0.5343155264854431,2
407,Ambler,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_Style')","[""Red Shedman 's Imperial Amber Ale"", 'American Amber / Red Ale']","['Ambler', 'American Amber / Red Ale']",0.3250444531440735,0.6749555468559265,2
406,Ambler,Phantom Carriage,American Amber / Red Ale,7.60 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","[""Red Shedman 's Imperial Amber Ale"", '57 Brew Pub & Bistro']","['Ambler', 'Phantom Carriage']",0.2854732871055603,0.7145267128944397,2
405,Ambler,57 Brew Pub & Bistro,American Amber / Red Ale,7.60 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name',)","[""Red Shedman 's Imperial Amber Ale""]",['Ambler'],0.3250444531440735,0.6749555468559265,2
400,Mary,57 Brew Pub & Bistro,American Amber / Red Ale,9.60 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_ABV')","[""Red Shedman 's Imperial Amber Ale"", '7.60 %']","['Mary', '9.60 %']",0.4919397234916687,0.5080602765083313,2
399,Mary,57 Brew Pub & Bistro,American Barleywine,7.60 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_Style')","[""Red Shedman 's Imperial Amber Ale"", 'American Amber / Red Ale']","['Mary', 'American Barleywine']",0.29020196199417114,0.7097980380058289,2
398,Mary,Brouwerij De Prael,American Amber / Red Ale,7.60 %,Rock Bottom Orland Park King of Hearts Imperial Red Ale,Rock Bottom Orland Park,American Strong Ale,7.60 %,"('ltable_Beer_Name', 'ltable_Brew_Factory_Name')","[""Red Shedman 's Imperial Amber Ale"", '57 Brew Pub & Bistro']","['Mary', 'Brouwerij De Prael']",0.30181413888931274,0.6981858611106873,2
