,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_res_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_res_type,rtable_class,outcome
0,palisades,' 1829 peachtree rd. ',` san francisco ',404/350 -6755,continental,410.0,` brasserie le coze ',' 3393 peachtree rd. ',atlanta,404-266-1440,` french bistro ',77.0,1
1,palisades,' 1829 peachtree rd. ',atlanta,212/759 -5941,continental,410.0,` brasserie le coze ',' 3393 peachtree rd. ',atlanta,818-585-0855,` french bistro ',77.0,1
2,palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,caribbean,410.0,` brasserie le coze ',' 3393 peachtree rd. ',atlanta,404-266-1440,` french bistro ',77.0,1
3,palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,37.0,` brasserie le coze ',' 3393 peachtree rd. ',atlanta,702-893-0703,` french bistro ',77.0,1
4,palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,american,145.0,` brasserie le coze ',' 3393 peachtree rd. ',atlanta,404-266-1440,` french bistro ',77.0,1
5,palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410.0,` brasserie le coze ',' 6703 melrose ave. ',atlanta,404-266-1440,diners,77.0,1
6,palisades,' 1829 peachtree rd. ',` san francisco ',404/350 -6755,continental,410.0,` yujean kang \ 's ',' 3393 peachtree rd. ',atlanta,404-266-1440,` french bistro ',77.0,1
7,` heera of india ',' 1829 peachtree rd. ',atlanta,404/350 -6755,continental,410.0,` michael \ 's ( las vegas ) ',' 3393 peachtree rd. ',atlanta,404-266-1440,` french bistro ',77.0,1
8,palisades,' 1829 peachtree rd. ',atlanta,404/350 -6755,` steak houses ',410.0,` brasserie le coze ',' 3393 peachtree rd. ',` manhattan beach ',404-266-1440,` french bistro ',77.0,1
9,abruzzi,' 1829 peachtree rd. ',atlanta,404/350 -6755,american,410.0,` brasserie le coze ',' 3393 peachtree rd. ',atlanta,404-266-1440,` french bistro ',77.0,1
