,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,outcome
0,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1,"canon deluxe grey leather case 2349b001 genuine leather case designed for the powershot sd770 is , sd1100 and sd1000 grey finish",nan,sanus visionmount flat panel tv wall mount vmpl3b,"32 ' atsc , ntsc 16:9 1366 x 768 hdtv",144.05,1
1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,nan,sanus visionmount flat panel tv wall mount vmpl3b,top loading neoprene black,144.05,1
2,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,nan,sony bravia m series kdl-32m4000 32 ' lcd tv kdl32m4000,toshiba sd-p71s 7 ' portable dvd player,144.05,1
3,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,39.95,nikon digital camera leather case 5811,steel 280 lb,144.05,1
4,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1,"canon pixma multifunction printer mx310 up to 4800 x 1200 color dpi resolution microscopic 2-picoliter sized ink droplets built-in auto-image fix quick start smart copying copies , scans , faxes and prints documents prints photos",nan,sanus visionmount flat panel tv wall mount vmpl3b,"cd-rom , cd-r , cd-rw cd-text playback 5 disc ( s )",144.05,1
5,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1,"lg 14 ' washer and dryer red pedestal with drawer wdp3r each drawer has storage for laundry bottles , boxes and more provides easy access to front loading doors by raising the washer and dryer by 14 ' minimizes bending and stooping at doors red finish",nan,sanus visionmount flat panel tv wall mount vmpl3b,lithium ion ( li-ion ) photo battery,144.05,1
6,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,nan,canon powershot a590 is digital camera 2462b001,200 lb anthracite,144.05,1
7,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1,"samsung 46 ' series 5 lcd black flat panel hdtv ln46a550 full 1080p high definition resolution 16:9 widescreen aspect ratio 30,000:1 dynamic contrast ratio 5ms response time srs trusurround xt audio built-in digital tuner ( atsc/clear qam ) picture-in-picture sound leveler 3 hdmi slots swivel stand black finish",nan,sanus visionmount flat panel tv wall mount vmpl3b,xs fm transmitter 6 lines lcd,144.05,1
8,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1,lg dlex8377wm white xl capacity electric steamdryer dlex8377wh 7.3 cu . ft. capacity intelligent electronic controls with dual led display and dial-a-cycle dual humidity sensors precise temperature control with a variable heater 4 way venting drum light white finish,nan,sanus visionmount flat panel tv wall mount vmpl3b,leather black,144.05,1
9,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1,sanus 15 ' 37 ' visionmount full-motion flat panel tv black wall mount mf215b1 easily conceal hardware easy to install includes two vesa-compatible tv brackets virtual axis 3d black finish,nan,sanus visionmount flat panel tv wall mount vmpl3b,8 megapixel 16:9 3x optical zoom 4x digital zoom 2.5 ' color lcd,144.05,1
