,ltable_manufacturer,ltable_price,ltable_title,rtable_manufacturer,rtable_price,rtable_title,outcome
0,sony-pictures-digital-entertainment,9.99,microsoft office frontpage 2003 academic version windows ),global-software-publishing,199.99,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),1
1,global-software-publishing,159.98,i transfer dvds 2 ipod edition ( win/mac ),global-software-publishing,199.99,instant immers japanese dlx 2 .,1
2,sony-pictures-digital-entertainment,79.99,final draft av 2.5 win/mac,global-software-publishing,385.99,microsoft ( r ) windows ( r ) xp professional edition with sp2,1
3,global-software-publishing,259.95,microsoft office frontpage 2003 academic version windows ),global-software-publishing,82.99,microsoft ( r ) windows ( r ) xp professional edition with sp2,1
4,global-software-publishing,49.99,microsoft office frontpage 2003 academic version windows ),sibelius-software-ltd .,1659.99,microsoft ( r ) windows ( r ) xp professional edition with sp2,1
5,global-software-publishing,19.99,punch ! home design architectura series 18,global-software-publishing,199.99,. mac ( mac ) apple,1
6,me-too-software,99.95,microsoft office frontpage 2003 academic version windows ),riverdeep-learning-company,99.95,microsoft ( r ) windows ( r ) xp professional edition with sp2,1
7,global-software-publishing,159.98,microsoft office frontpage 2003 academic version windows ),global-software-publishing,82.99,microsoft ( r ) windows ( r ) xp professional edition with sp2,1
8,sony-pictures-digital-entertainment,199.0,adobe dreamweaver cs3 [ mac ],riverdeep-learning-company,199.99,microsoft ( r ) windows ( r ) xp professional edition with sp2,1
9,sony-pictures-digital-entertainment,199.0,adobe dreamweaver cs3 [ mac ],riverdeep-learning-company,199.99,adobe cs3 design standard upgrade,1
