,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,balt,stationery & office machinery,nan,1609.99,balt wheasel easel adjustable melamine dry erase board white,mayline,laminating supplies,nan,134.45,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,1
1,balt,stationery & office machinery,nan,239.88,balt wheasel easel adjustable melamine dry erase board white,mayline,laminating supplies,nan,65.0,epson t048220 cyan ink cartridge,1
2,antec,stationery & office machinery,nan,239.88,uniden 1360bk desktop corded phone with caller id black,mayline,laminating supplies,nan,134.45,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,1
3,balt,stationery & office machinery,nan,239.88,balt wheasel easel adjustable melamine dry erase board white,mayline,laminating supplies,nan,134.45,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,1
4,tribeca,stationery & office machinery,nan,1609.99,balt wheasel easel adjustable melamine dry erase board white,mayline,laminating supplies,nan,134.45,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,1
5,balt,stationery & office machinery,nan,9.84,balt wheasel easel adjustable melamine dry erase board white,mayline,laminating supplies,nan,134.45,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,1
6,balt,stationery & office machinery,nan,239.88,uniden 1360bk desktop corded phone with caller id black,mayline,laminating supplies,nan,134.45,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,1
7,balt,stationery & office machinery,nan,239.88,kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints,mayline,laminating supplies,nan,134.45,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,1
8,srs labs,stationery & office machinery,nan,239.88,balt wheasel easel adjustable melamine dry erase board white,mayline,laminating supplies,nan,119.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,1
9,balt,stationery & office machinery,nan,239.88,balt wheasel easel adjustable melamine dry erase board white,mayline,laminating supplies,nan,119.88,balt inc. wheasel easel adjustable melamine dry erase board 28 3 4 x 59 1 2 white,1
