,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
60,oki 52117101 - 52117101 toner 33000 page-yield black,printers,oki,e450h11a,248.27,oki 52117101 - 52117101 toner 33000 page-yield black,cables interconnects,oki,,,"('ltable_title', 'ltable_brand')","['lexmark e450h11a toner 11000 page-yield black', 'lexmark']","['oki 52117101 - 52117101 toner 33000 page-yield black', 'oki']",0.12177937,0.8782206,2
0,oki 52117101 - 52117101 toner 33000 page-yield,cables interconnects,oki,e450h11a,248.27,oki 52117101 - 52117101 toner 33000 page-yield black,cables interconnects,oki,,,"('ltable_title', 'ltable_category', 'ltable_brand')","['lexmark e450h11a toner 11000 page-yield black', 'printers', 'lexmark']","['oki 52117101 - 52117101 toner 33000 page-yield', 'cables interconnects', 'oki']",0.09016901,0.909831,3
48,oki 52117101 - 52117101 toner 33000,printers,oki,e450h11a,,oki 52117101 - 52117101 toner 33000 page-yield black,cables interconnects,oki,,,"('ltable_title', 'ltable_brand', 'ltable_price')","['lexmark e450h11a toner 11000 page-yield black', 'lexmark', 248.27]","['oki 52117101 - 52117101 toner 33000', 'oki', nan]",0.041623473,0.95837647,3
62,oki 52117101 - 52117101 toner 33000 page-yield black,interconnects,lexmark,,248.27,oki 52117101 - 52117101 toner 33000 page-yield black,cables interconnects,oki,,,"('ltable_title', 'ltable_category', 'ltable_modelno')","['lexmark e450h11a toner 11000 page-yield black', 'printers', 'e450h11a']","['oki 52117101 - 52117101 toner 33000 page-yield black', 'interconnects', nan]",0.122752,0.8772479,3
26,page-yield black,cables interconnects,oki,e450h11a,248.27,oki 52117101 - 52117101 toner 33000 page-yield black,cables interconnects,oki,,,"('ltable_title', 'ltable_category', 'ltable_brand')","['lexmark e450h11a toner 11000 page-yield black', 'printers', 'lexmark']","['page-yield black', 'cables interconnects', 'oki']",0.3449923,0.6550076,3
27,page-yield black,printers,oki,,248.27,oki 52117101 - 52117101 toner 33000 page-yield black,cables interconnects,oki,,,"('ltable_title', 'ltable_brand', 'ltable_modelno')","['lexmark e450h11a toner 11000 page-yield black', 'lexmark', 'e450h11a']","['page-yield black', 'oki', nan]",0.03722148,0.96277845,3
28,page-yield black,printers,oki,e450h11a,,oki 52117101 - 52117101 toner 33000 page-yield black,cables interconnects,oki,,,"('ltable_title', 'ltable_brand', 'ltable_price')","['lexmark e450h11a toner 11000 page-yield black', 'lexmark', 248.27]","['page-yield black', 'oki', nan]",0.03722148,0.96277845,3
61,oki 52117101 - 52117101 toner 33000 page-yield black,interconnects,oki,e450h11a,248.27,oki 52117101 - 52117101 toner 33000 page-yield black,cables interconnects,oki,,,"('ltable_title', 'ltable_category', 'ltable_brand')","['lexmark e450h11a toner 11000 page-yield black', 'printers', 'lexmark']","['oki 52117101 - 52117101 toner 33000 page-yield black', 'interconnects', 'oki']",0.087146536,0.91285354,3
33,oki 52117101 -,cables interconnects,oki,e450h11a,248.27,oki 52117101 - 52117101 toner 33000 page-yield black,cables interconnects,oki,,,"('ltable_title', 'ltable_category', 'ltable_brand')","['lexmark e450h11a toner 11000 page-yield black', 'printers', 'lexmark']","['oki 52117101 -', 'cables interconnects', 'oki']",0.12658955,0.87341046,3
34,oki 52117101 -,cables interconnects,lexmark,,248.27,oki 52117101 - 52117101 toner 33000 page-yield black,cables interconnects,oki,,,"('ltable_title', 'ltable_category', 'ltable_modelno')","['lexmark e450h11a toner 11000 page-yield black', 'printers', 'e450h11a']","['oki 52117101 -', 'cables interconnects', nan]",0.104684666,0.89531535,3
