,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,Your Mama Should 've Named You Whiskey,Taylor Swift,Taylor Swift ( Bonus Track Version ),"Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country",$ 0.99,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",2:59,24-Oct-06,Teardrops On My Guitar ( Radio Single Remix ),Taylor Swift,Taylor Swift,Country,$ 1.29,"( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",3:23,"March 18 , 2008","('ltable_Song_Name',)",['Teardrops On My Guitar ( Pop Version )'],"[""Your Mama Should 've Named You Whiskey""]",0.45302492,0.5469751,2
470,Teardrops On My Guitar ( Pop Version ),Taylor Swift,Chief,"Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country",$ 1.29,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",2:59,24-Oct-06,Teardrops On My Guitar ( Radio Single Remix ),Taylor Swift,Taylor Swift,Country,$ 1.29,"( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",3:23,"March 18 , 2008","('ltable_Album_Name', 'ltable_Price')","['Taylor Swift ( Bonus Track Version )', '$ 0.99']","['Chief', '$ 1.29']",0.1679039,0.8320961,2
469,Teardrops On My Guitar ( Pop Version ),Taylor Swift,Chief,"Country , Music , Rock , Contemporary Country , Urban Cowboy",$ 0.99,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",2:59,24-Oct-06,Teardrops On My Guitar ( Radio Single Remix ),Taylor Swift,Taylor Swift,Country,$ 1.29,"( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",3:23,"March 18 , 2008","('ltable_Album_Name', 'ltable_Genre')","['Taylor Swift ( Bonus Track Version )', 'Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country']","['Chief', 'Country , Music , Rock , Contemporary Country , Urban Cowboy']",0.12667066,0.87332934,2
468,Teardrops On My Guitar ( Pop Version ),Eric Church,Taylor Swift ( Bonus Track Version ),"Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country",$ 0.99,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",2:59,22-Jul-11,Teardrops On My Guitar ( Radio Single Remix ),Taylor Swift,Taylor Swift,Country,$ 1.29,"( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",3:23,"March 18 , 2008","('ltable_Artist_Name', 'ltable_Released')","['Taylor Swift', '24-Oct-06']","['Eric Church', '22-Jul-11']",0.26799032,0.73200965,2
467,Teardrops On My Guitar ( Pop Version ),Eric Church,Taylor Swift ( Bonus Track Version ),"Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country",$ 0.99,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",3:52,24-Oct-06,Teardrops On My Guitar ( Radio Single Remix ),Taylor Swift,Taylor Swift,Country,$ 1.29,"( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",3:23,"March 18 , 2008","('ltable_Artist_Name', 'ltable_Time')","['Taylor Swift', '2:59']","['Eric Church', '3:52']",0.24940532,0.7505946,2
466,Teardrops On My Guitar ( Pop Version ),Eric Church,Taylor Swift ( Bonus Track Version ),"Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country",$ 1.29,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",2:59,24-Oct-06,Teardrops On My Guitar ( Radio Single Remix ),Taylor Swift,Taylor Swift,Country,$ 1.29,"( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",3:23,"March 18 , 2008","('ltable_Artist_Name', 'ltable_Price')","['Taylor Swift', '$ 0.99']","['Eric Church', '$ 1.29']",0.29350814,0.7064918,2
465,Teardrops On My Guitar ( Pop Version ),Eric Church,Taylor Swift ( Bonus Track Version ),"Country , Music , Rock , Contemporary Country , Urban Cowboy",$ 0.99,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",2:59,24-Oct-06,Teardrops On My Guitar ( Radio Single Remix ),Taylor Swift,Taylor Swift,Country,$ 1.29,"( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",3:23,"March 18 , 2008","('ltable_Artist_Name', 'ltable_Genre')","['Taylor Swift', 'Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country']","['Eric Church', 'Country , Music , Rock , Contemporary Country , Urban Cowboy']",0.21751134,0.78248864,2
464,Teardrops On My Guitar ( Pop Version ),Eric Church,Chief,"Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country",$ 0.99,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",2:59,24-Oct-06,Teardrops On My Guitar ( Radio Single Remix ),Taylor Swift,Taylor Swift,Country,$ 1.29,"( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",3:23,"March 18 , 2008","('ltable_Artist_Name', 'ltable_Album_Name')","['Taylor Swift', 'Taylor Swift ( Bonus Track Version )']","['Eric Church', 'Chief']",0.37872925,0.6212707,2
463,Creepin ',Taylor Swift,Taylor Swift ( Bonus Track Version ),"Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country",$ 0.99,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",2:59,22-Jul-11,Teardrops On My Guitar ( Radio Single Remix ),Taylor Swift,Taylor Swift,Country,$ 1.29,"( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",3:23,"March 18 , 2008","('ltable_Song_Name', 'ltable_Released')","['Teardrops On My Guitar ( Pop Version )', '24-Oct-06']","[""Creepin '"", '22-Jul-11']",0.3471613,0.6528387,2
462,Creepin ',Taylor Swift,Taylor Swift ( Bonus Track Version ),"Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country",$ 0.99,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",3:52,24-Oct-06,Teardrops On My Guitar ( Radio Single Remix ),Taylor Swift,Taylor Swift,Country,$ 1.29,"( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",3:23,"March 18 , 2008","('ltable_Song_Name', 'ltable_Time')","['Teardrops On My Guitar ( Pop Version )', '2:59']","[""Creepin '"", '3:52']",0.29514942,0.7048507,2
461,Creepin ',Taylor Swift,Taylor Swift ( Bonus Track Version ),"Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country",$ 0.99,"‰ ãÑ 2011 EMI Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",2:59,24-Oct-06,Teardrops On My Guitar ( Radio Single Remix ),Taylor Swift,Taylor Swift,Country,$ 1.29,"( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",3:23,"March 18 , 2008","('ltable_Song_Name', 'ltable_CopyRight')","['Teardrops On My Guitar ( Pop Version )', '2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD']","[""Creepin '"", '‰ ãÑ 2011 EMI Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203']",0.21788052,0.78211945,2
460,Creepin ',Taylor Swift,Taylor Swift ( Bonus Track Version ),"Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country",$ 1.29,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",2:59,24-Oct-06,Teardrops On My Guitar ( Radio Single Remix ),Taylor Swift,Taylor Swift,Country,$ 1.29,"( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",3:23,"March 18 , 2008","('ltable_Song_Name', 'ltable_Price')","['Teardrops On My Guitar ( Pop Version )', '$ 0.99']","[""Creepin '"", '$ 1.29']",0.427662,0.57233804,2
459,Creepin ',Taylor Swift,Taylor Swift ( Bonus Track Version ),"Country , Music , Rock , Contemporary Country , Urban Cowboy",$ 0.99,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",2:59,24-Oct-06,Teardrops On My Guitar ( Radio Single Remix ),Taylor Swift,Taylor Swift,Country,$ 1.29,"( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",3:23,"March 18 , 2008","('ltable_Song_Name', 'ltable_Genre')","['Teardrops On My Guitar ( Pop Version )', 'Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country']","[""Creepin '"", 'Country , Music , Rock , Contemporary Country , Urban Cowboy']",0.26800385,0.7319961,2
458,Teardrops On My Guitar ( Pop Version ),Taylor Swift,Taylor Swift ( Bonus Track Version ),"Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country",$ 0.99,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",2:59,22-Jul-11,Teardrops On My Guitar ( Radio Single Remix ),Taylor Swift,Taylor Swift,Country,$ 1.29,"( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",3:23,"March 18 , 2008","('ltable_Released',)",['24-Oct-06'],['22-Jul-11'],0.14028074,0.8597192,2
471,Teardrops On My Guitar ( Pop Version ),Taylor Swift,Chief,"Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country",$ 0.99,"‰ ãÑ 2011 EMI Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203",2:59,24-Oct-06,Teardrops On My Guitar ( Radio Single Remix ),Taylor Swift,Taylor Swift,Country,$ 1.29,"( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",3:23,"March 18 , 2008","('ltable_Album_Name', 'ltable_CopyRight')","['Taylor Swift ( Bonus Track Version )', '2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD']","['Chief', '‰ ãÑ 2011 EMI Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nashville , TN 37203']",0.40192303,0.598077,2
457,Teardrops On My Guitar ( Pop Version ),Taylor Swift,Taylor Swift ( Bonus Track Version ),"Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country",$ 0.99,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",3:52,24-Oct-06,Teardrops On My Guitar ( Radio Single Remix ),Taylor Swift,Taylor Swift,Country,$ 1.29,"( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",3:23,"March 18 , 2008","('ltable_Time',)",['2:59'],['3:52'],0.13449077,0.8655092,2
455,Teardrops On My Guitar ( Pop Version ),Taylor Swift,Taylor Swift ( Bonus Track Version ),"Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country",$ 1.29,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",2:59,24-Oct-06,Teardrops On My Guitar ( Radio Single Remix ),Taylor Swift,Taylor Swift,Country,$ 1.29,"( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",3:23,"March 18 , 2008","('ltable_Price',)",['$ 0.99'],['$ 1.29'],0.1494479,0.85055214,2
454,Teardrops On My Guitar ( Pop Version ),Taylor Swift,Taylor Swift ( Bonus Track Version ),"Country , Music , Rock , Contemporary Country , Urban Cowboy",$ 0.99,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",2:59,24-Oct-06,Teardrops On My Guitar ( Radio Single Remix ),Taylor Swift,Taylor Swift,Country,$ 1.29,"( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",3:23,"March 18 , 2008","('ltable_Genre',)","['Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country']","['Country , Music , Rock , Contemporary Country , Urban Cowboy']",0.13608833,0.8639116,2
453,Teardrops On My Guitar ( Pop Version ),Taylor Swift,Chief,"Country , Music , Pop , Teen Pop , Honky Tonk , Contemporary Country",$ 0.99,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",2:59,24-Oct-06,Teardrops On My Guitar ( Radio Single Remix ),Taylor Swift,Taylor Swift,Country,$ 1.29,"( C ) 2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",3:23,"March 18 , 2008","('ltable_Album_Name',)",['Taylor Swift ( Bonus Track Version )'],['Chief'],0.16401424,0.8359858,2
