,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,the distributed information search component ( disco ) and the world wide web,"a tomasic , r amouroux , p bonnet , o kapitskaia , h naacke , l raschid",sigmod conference,1997,the distributed information search component ( disco ) and the world wide web,"b adams , s venkatesh","sigmod conference ,",1997.0,"('rtable_authors',)","['a tomasic , r amouroux , p bonnet , o kapitskaia , h']","['b adams , s venkatesh']",4.8170486e-06,0.99999523,2
64,the distributed information search component ( disco ) and the world wide web,"a tomasic , r amouroux , p bonnet , o kapitskaia , h naacke , l raschid",sigmod conference,1997,the distributed information search component ( disco ) and the world wide web,"cj lee , ds parker","proceedings of the 27th very large databases ( vldb ) & hellip ; ,",1997.0,"('rtable_authors', 'rtable_venue')","['a tomasic , r amouroux , p bonnet , o kapitskaia , h', 'sigmod conference ,']","['cj lee , ds parker', 'proceedings of the 27th very large databases ( vldb ) & hellip ; ,']",2.2331642e-06,0.99999774,2
63,the distributed information search component ( disco ) and the world wide web,"a tomasic , r amouroux , p bonnet , o kapitskaia , h naacke , l raschid",sigmod conference,1997,the distributed information search component ( disco ) and the world wide web,"a tomasic , r amouroux , p bonnet , o kapitskaia , h","sigmod conference ,",2001.0,"('rtable_year',)",[1997.0],[2001.0],2.573122e-06,0.9999974,2
62,the distributed information search component ( disco ) and the world wide web,"a tomasic , r amouroux , p bonnet , o kapitskaia , h naacke , l raschid",sigmod conference,1997,the distributed information search component ( disco ) and the world wide web,"a tomasic , r amouroux , p bonnet , o kapitskaia , h","proceedings of the 27th very large databases ( vldb ) & hellip ; ,",1997.0,"('rtable_venue',)","['sigmod conference ,']","['proceedings of the 27th very large databases ( vldb ) & hellip ; ,']",4.4876327e-08,1.0,2
61,the distributed information search component ( disco ) and the world wide web,"a tomasic , r amouroux , p bonnet , o kapitskaia , h naacke , l raschid",sigmod conference,1997,the distributed information search component ( disco ) and the world wide web,"cj lee , ds parker","sigmod conference ,",1997.0,"('rtable_authors',)","['a tomasic , r amouroux , p bonnet , o kapitskaia , h']","['cj lee , ds parker']",8.055603e-06,0.9999919,2
59,the distributed information search component ( disco ) and the world wide web,"a tomasic , r amouroux , p bonnet , o kapitskaia , h naacke , l raschid",sigmod conference,1997,the distributed information search component ( disco ) and the world wide web,"a tomasic , r amouroux , p bonnet , o kapitskaia , h","proceedings of the 2003 acm sigmod international conference & hellip ; ,",2003.0,"('rtable_venue', 'rtable_year')","['sigmod conference ,', 1997.0]","['proceedings of the 2003 acm sigmod international conference & hellip ; ,', 2003.0]",5.7196064e-07,0.9999994,2
58,the distributed information search component ( disco ) and the world wide web,"a tomasic , r amouroux , p bonnet , o kapitskaia , h naacke , l raschid",sigmod conference,1997,the distributed information search component ( disco ) and the world wide web,"e agichtein , l gravano","sigmod conference ,",2003.0,"('rtable_authors', 'rtable_year')","['a tomasic , r amouroux , p bonnet , o kapitskaia , h', 1997.0]","['e agichtein , l gravano', 2003.0]",2.1616273e-05,0.9999784,2
57,the distributed information search component ( disco ) and the world wide web,"a tomasic , r amouroux , p bonnet , o kapitskaia , h naacke , l raschid",sigmod conference,1997,the distributed information search component ( disco ) and the world wide web,"e agichtein , l gravano","proceedings of the 2003 acm sigmod international conference & hellip ; ,",1997.0,"('rtable_authors', 'rtable_venue')","['a tomasic , r amouroux , p bonnet , o kapitskaia , h', 'sigmod conference ,']","['e agichtein , l gravano', 'proceedings of the 2003 acm sigmod international conference & hellip ; ,']",9.286365e-06,0.9999907,2
65,the distributed information search component ( disco ) and the world wide web,"a tomasic , r amouroux , p bonnet , o kapitskaia , h naacke , l raschid",sigmod conference,1997,the distributed information search component ( disco ) and the world wide web,"cj lee , ds parker","sigmod conference ,",2001.0,"('rtable_authors', 'rtable_year')","['a tomasic , r amouroux , p bonnet , o kapitskaia , h', 1997.0]","['cj lee , ds parker', 2001.0]",8.055603e-06,0.9999919,2
56,the distributed information search component ( disco ) and the world wide web,"a tomasic , r amouroux , p bonnet , o kapitskaia , h naacke , l raschid",sigmod conference,1997,the distributed information search component ( disco ) and the world wide web,"a tomasic , r amouroux , p bonnet , o kapitskaia , h","sigmod conference ,",2003.0,"('rtable_year',)",[1997.0],[2003.0],2.573122e-06,0.9999974,2
