,ltable_Album_Name,ltable_Artist_Name,ltable_CopyRight,ltable_Genre,ltable_Price,ltable_Released,ltable_Song_Name,ltable_Time,rtable_Album_Name,rtable_Artist_Name,rtable_CopyRight,rtable_Genre,rtable_Price,rtable_Released,rtable_Song_Name,rtable_Time,outcome
0,Listen,Ryan Adams,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",nan,$ 0.99,2-Jul-12,Cameras 28-Mar-11,5:10,Live At Carnegie Hall [ Explicit ],nan,nan,nan,nan,"April 21 , 2015",Firecracker ( Live At Carnegie Hall / 11/17/2014 ) [ Explicit ] Ryan Adams Rock $ 1.29 ( C ) 2015 PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records,4:02,1
1,Listen,Ryan Adams,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",nan,$ 0.99,22-Jun-12,Cameras 28-Mar-11,5:11,Live At Carnegie Hall [ Explicit ],nan,nan,nan,nan,"April 21 , 2015",Firecracker ( Live At Carnegie Hall / 11/17/2014 ) [ Explicit ] Ryan Adams Rock $ 1.29 ( C ) 2015 PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records,4:02,1
2,Listen,Ryan Adams,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",nan,$ 0.99,2-Jul-12,Cameras 28-Mar-11,5:11,Live At Carnegie Hall [ Explicit ],nan,nan,nan,nan,"April 21 , 2015",Firecracker ( Live At Carnegie Hall / 11/17/2014 ) [ Explicit ] Ryan Adams Rock $ 1.29 ( C ) 2015 PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records,4:02,1
3,Live After Deaf ( Live ) [ Complete Collection ],Ryan Adams,2012 PAXAM RECORDS,nan,nan,2-Jul-12,Cameras 28-Mar-11,5:10,Anything Goes,nan,nan,"Rap & Hip-Hop , Southern Rap , Pop Rap",$ 1.29,"April 21 , 2015",Firecracker ( Live At Carnegie Hall / 11/17/2014 ) [ Explicit ] Ryan Adams Rock $ 1.29 ( C ) 2015 PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records,4:02,0
4,Fetty Wap ( Deluxe ),Ryan Adams,2012 PAXAM RECORDS,"Pop , Music , R&B / Soul , Rock , Dance , Contemporary R&B",nan,21-Aug-09,Rashi ( Outro ) Mark Ronson $ 0.99,5:10,Live At Carnegie Hall [ Explicit ],Taylor Swift,nan,Country,nan,"April 21 , 2015",X2CU Jason Derulo Pop 2011 Because Music,4:02,1
5,Here Comes the Fuzz,Ryan Adams,2012 PAXAM RECORDS,nan,$ 0.99,2-Jul-12,"Anything Goes Anything Goes ‰ ãÑ 2014 Big Machine Label Group , LLC 3:39",5:10,Live At Carnegie Hall [ Explicit ],nan,nan,nan,nan,"April 21 , 2015","Kama Sutra ( feat . Kid Ink ) Pop 3:36 September 10 , 2013",4:02,1
6,Listen,Ryan Adams,2012 PAXAM RECORDS,nan,nan,2-Jul-12,Cameras 28-Mar-11,5:10,Live At Carnegie Hall [ Explicit ],nan,nan,nan,nan,"April 21 , 2015",Firecracker ( Live At Carnegie Hall / 11/17/2014 ) [ Explicit ] Ryan Adams Rock $ 1.29 ( C ) 2015 PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records,4:02,1
7,Here Comes the Fuzz,Ryan Adams,2012 PAXAM RECORDS,"Pop , Music , R&B / Soul , Rock , Dance , Contemporary R&B",$ 0.99,2-Jul-12,"Anything Goes Anything Goes ‰ ãÑ 2014 Big Machine Label Group , LLC 3:39",5:10,Live At Carnegie Hall [ Explicit ],nan,( C ) 2015 KIDinaKORNER/Interscope Records,nan,nan,"April 21 , 2015","Kama Sutra ( feat . Kid Ink ) Pop 3:36 September 10 , 2013",4:02,1
8,Listen,Ryan Adams,"2008 Big Machine Records , LLC All Rights Reserved Under License to UMGD",nan,nan,2-Jul-12,Cameras 28-Mar-11,5:10,Live At Carnegie Hall [ Explicit ],nan,nan,nan,nan,"April 21 , 2015",Firecracker ( Live At Carnegie Hall / 11/17/2014 ) [ Explicit ] Ryan Adams Rock $ 1.29 ( C ) 2015 PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records,4:02,1
9,Live After Deaf ( Live ) [ Complete Collection ],Ryan Adams,2012 PAXAM RECORDS,nan,nan,2-Jul-12,Cameras 28-Mar-11,5:10,Anything Goes,nan,nan,"Rap & Hip-Hop , Southern Rap , Pop Rap",$ 1.29,"August 19 , 2014",Firecracker ( Live At Carnegie Hall / 11/17/2014 ) [ Explicit ] Ryan Adams Rock $ 1.29 ( C ) 2015 PaxAmericana Recording Company Under Exclusive Licenese To Blue Note Records,4:02,0
