,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,outcome
0,instant immersion ingles audio deluxe,topics entertainment,nan,passwords plus v. 1.0 complete package,nan,39.99,0
1,instant immersion ingles audio deluxe,topics entertainment,nan,microsoft w87-02380 office sbe 2007 win32,nan,39.99,0
2,reel deal casino championship edition,topics entertainment,nan,instant immersion spanish deluxe 2.0 topics,nan,39.99,0
3,instant immersion ingles audio deluxe,topics entertainment,nan,adobe after effects professional 7.0 software effects software,global-software-publishing,39.99,1
4,reel deal casino championship edition,topics entertainment,999.99,instant immersion spanish deluxe 2.0 topics,nan,39.99,0
5,reel deal casino championship edition,topics entertainment,nan,apple software m9372z/a final cut express 2.0 upgrade,nan,39.99,0
6,adobe creative suite cs3 design premium [ mac ],topics entertainment,nan,instant immersion spanish deluxe 2.0 topics,nan,39.99,0
7,reel deal casino championship edition,sony-pictures-digital-entertainment,nan,instant immersion spanish deluxe 2.0 topics,nan,39.99,0
8,instant immersion ingles audio deluxe,topics entertainment,nan,diskeeper 2007 professional,riverdeep-learning-company,39.99,0
9,steinberg cubase 4 digital audio software,topics entertainment,nan,instant immersion spanish deluxe 2.0 topics,nan,409.52,0
