,ltable_Album_Name,ltable_Artist_Name,ltable_CopyRight,ltable_Genre,ltable_Price,ltable_Released,ltable_Song_Name,ltable_Time,rtable_Album_Name,rtable_Artist_Name,rtable_CopyRight,rtable_Genre,rtable_Price,rtable_Released,rtable_Song_Name,rtable_Time,outcome
0,nan,Shinedown,2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,nan,$ 1.29,nan,"45 Leave a Whisper Rock , Music , Hard Rock , Alternative 4:09 27-May-03",nan,One Love ( Deluxe Version ),nan,nan,Rock,$ 1.29,"December 14 , 2010",45 Shinedown Leave A Whisper 2015 Mad Decent 4:09,nan,0
1,nan,Shinedown,2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,nan,$ 1.29,nan,Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta $ 1.29 2010 Gum Prod licence exclusive Parlophone Music France 21-Aug-09,nan,nan,nan,nan,Rock,$ 1.29,"August 26 , 2011",45 Shinedown Leave A Whisper 2015 Mad Decent 4:09,nan,0
2,Wild Ones,Shinedown,2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,nan,nan,nan,"45 Leave a Whisper Rock , Music , Hard Rock , Alternative 4:09 27-May-03",nan,nan,nan,nan,Rock,$ 1.29,"May 27 , 2003",45 Shinedown Leave A Whisper 2015 Mad Decent 4:09,nan,1
3,nan,Shinedown,2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,nan,$ 1.29,nan,"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh ) Shinedown Leave a Whisper ( Deluxe Version ) 2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States 3:59",nan,nan,nan,nan,Rock,$ 0.99,"May 27 , 2003",45 Shinedown Leave A Whisper 2015 Mad Decent 4:09,nan,0
4,nan,Shinedown,2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,nan,$ 1.29,nan,"Whateva ( feat . Monty ) Fetty Wap Fetty Wap ( Deluxe ) Hip-Hop/Rap , Music , Rap Album Only",nan,nan,nan,nan,Rock,$ 1.29,"April 18 , 2011",45 Shinedown Leave A Whisper 2015 Mad Decent 4:09,nan,0
5,nan,Shinedown,2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,nan,$ 1.29,nan,"45 Leave a Whisper Rock , Music , Hard Rock , Alternative 4:09 27-May-03",nan,nan,nan,nan,Rock,$ 1.29,"November 24 , 2014",My Wrecking Ball ( Live At Carnegie Hall / 11/17/2014 ) Rock,nan,0
6,Wild Ones,Shinedown,2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,nan,$ 1.29,nan,"45 Leave a Whisper Rock , Music , Hard Rock , Alternative 4:09 27-May-03",nan,nan,Fetty Wap,nan,Rock,$ 1.29,"May 27 , 2003",45 Shinedown Leave A Whisper 2015 Mad Decent 4:09,nan,1
7,nan,Shinedown,2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,nan,$ 1.29,nan,"45 Leave a Whisper Rock , Music , Hard Rock , Alternative 4:09 27-May-03",nan,nan,nan,2009 Andy Henningsen,Rock,$ 1.29,"May 27 , 2003",45 Shinedown Leave A Whisper 2015 Mad Decent 4:09,nan,1
8,nan,Shinedown,2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,nan,$ 1.29,nan,"45 Leave a Whisper Rock , Music , Hard Rock , Alternative 4:09 27-May-03",nan,nan,nan,nan,Rock,$ 1.29,"May 27 , 2003",Illusion [ feat . Echosmith ] True Colors $ 1.29 ( C ) 2015 Interscope Records 6:25,nan,0
9,nan,Shinedown,2003 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,nan,$ 1.29,nan,"45 Leave a Whisper Rock , Music , Hard Rock , Alternative 4:09 27-May-03",nan,nan,nan,nan,Rock,$ 1.29,"May 27 , 2003",Papercut [ feat . Troye Sivan ] Zedd Dance & Electronic 7:23,nan,0
