,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,omnimount wall speaker mount 20wlbk,omnimount wall speaker mount 20wlbk stainless steel shafts and all necessary hardware included supports speakers up to 20 lbs . sold as single black finish,39.95,omnimount universal wall speaker mounting kit 20.0 wall-b,200 lb anthracite,278.95,"('rtable_name',)",['omnimount ultra low profile ulpt-l flat panel wall mount ulpt-l a'],['omnimount universal wall speaker mounting kit 20.0 wall-b'],0.08430379629135132,0.9156962037086487,2
105,omnimount,200 lb anthracite,39.95,omnimount ultra low profile ulpt-l flat panel wall mount ulpt-l a,200 lb anthracite,278.95,"('ltable_name', 'ltable_description')","['omnimount wall speaker mount 20wlbk', 'omnimount wall speaker mount 20wlbk stainless steel shafts and all necessary hardware included supports speakers up to 20 lbs . sold as single black finish']","['omnimount', '200 lb anthracite']",0.047441303730010986,0.952558696269989,2
104,omnimount,omnimount wall speaker mount 20wlbk stainless steel shafts and all necessary hardware included supports speakers up to 20 lbs . sold as single black finish,39.95,omnimount ultra low profile ulpt-l flat panel wall mount ulpt-l a,200 lb anthracite,278.95,"('ltable_name',)",['omnimount wall speaker mount 20wlbk'],['omnimount'],0.054240286350250244,0.9457597136497498,2
102,ultra low profile ulpt-l flat panel wall mount ulpt-l a,omnimount wall speaker mount 20wlbk stainless steel shafts and all necessary hardware included supports speakers up to 20 lbs . sold as single black finish,278.95,omnimount ultra low profile ulpt-l flat panel wall mount ulpt-l a,200 lb anthracite,278.95,"('ltable_name', 'ltable_price')","['omnimount wall speaker mount 20wlbk', 39.95]","['ultra low profile ulpt-l flat panel wall mount ulpt-l a', 278.95]",0.0948340892791748,0.9051659107208252,2
101,ultra low profile ulpt-l flat panel wall mount ulpt-l a,200 lb anthracite,39.95,omnimount ultra low profile ulpt-l flat panel wall mount ulpt-l a,200 lb anthracite,278.95,"('ltable_name', 'ltable_description')","['omnimount wall speaker mount 20wlbk', 'omnimount wall speaker mount 20wlbk stainless steel shafts and all necessary hardware included supports speakers up to 20 lbs . sold as single black finish']","['ultra low profile ulpt-l flat panel wall mount ulpt-l a', '200 lb anthracite']",0.07241380214691162,0.9275861978530884,2
100,ultra low profile ulpt-l flat panel wall mount ulpt-l a,omnimount wall speaker mount 20wlbk stainless steel shafts and all necessary hardware included supports speakers up to 20 lbs . sold as single black finish,39.95,omnimount ultra low profile ulpt-l flat panel wall mount ulpt-l a,200 lb anthracite,278.95,"('ltable_name',)",['omnimount wall speaker mount 20wlbk'],['ultra low profile ulpt-l flat panel wall mount ulpt-l a'],0.0734134316444397,0.9265865683555603,2
98,omnimount wall speaker mount 20wlbk,omnimount wall speaker mount 20wlbk stainless steel shafts and all necessary hardware included supports speakers up to 20 lbs . sold as single black finish,39.95,system am53bk,200 lb anthracite,399.0,"('rtable_name', 'rtable_price')","['omnimount ultra low profile ulpt-l flat panel wall mount ulpt-l a', 278.95]","['system am53bk', 399.0]",0.08444809913635254,0.9155519008636475,2
97,omnimount wall speaker mount 20wlbk,omnimount wall speaker mount 20wlbk stainless steel shafts and all necessary hardware included supports speakers up to 20 lbs . sold as single black finish,39.95,system am53bk,bose acoustimass 5 series iii speaker system am53bk 2 dual cube speakers with two 2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish,278.95,"('rtable_name', 'rtable_description')","['omnimount ultra low profile ulpt-l flat panel wall mount ulpt-l a', '200 lb anthracite']","['system am53bk', ""bose acoustimass 5 series iii speaker system am53bk 2 dual cube speakers with two 2-1/2 ' wide-range drivers in each speaker powerful bass module with two 5-1/2 ' woofers 200 watts max power black finish""]",0.07427215576171875,0.9257278442382812,2
96,omnimount wall speaker mount 20wlbk,omnimount wall speaker mount 20wlbk stainless steel shafts and all necessary hardware included supports speakers up to 20 lbs . sold as single black finish,39.95,system am53bk,200 lb anthracite,278.95,"('rtable_name',)",['omnimount ultra low profile ulpt-l flat panel wall mount ulpt-l a'],['system am53bk'],0.07939571142196655,0.9206042885780334,2
94,omnimount wall speaker mount 20wlbk,omnimount wall speaker mount 20wlbk stainless steel shafts and all necessary hardware included supports speakers up to 20 lbs . sold as single black finish,39.95,speaker system am53bk,200 lb anthracite,399.0,"('rtable_name', 'rtable_price')","['omnimount ultra low profile ulpt-l flat panel wall mount ulpt-l a', 278.95]","['speaker system am53bk', 399.0]",0.08418208360671997,0.91581791639328,2
