,ltable_description,ltable_name,ltable_price,rtable_description,rtable_name,rtable_price,outcome
0,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,omnimount wall speaker mount 20wlbk,69.0,panasonic kx-tga670b additional handset for pankxtg6700b,omnimount ultra low profile ulpt-l flat panel wall mount ulpt-l a,479.0,1
1,panasonic dect 6.0 expandable digital cordless phone with all-digital answering system kxtg9342t 2 handsets system up to 6 multi-handset capability digital answering machine system ringer id call waiting caller id voicemail hold voice menu marker message mute clock alarm led lighting night mode call block speakerphone 11 days standby 5 hours talk time black metallic finish,omnimount wall speaker mount 20wlbk,69.0,200 lb anthracite,omnimount ultra low profile ulpt-l flat panel wall mount ulpt-l a,479.0,1
2,omnimount wall speaker mount 20wlbk stainless steel shafts and all necessary hardware included supports speakers up to 20 lbs . sold as single black finish,omnimount wall speaker mount 20wlbk,69.0,200 lb anthracite,omnimount ultra low profile ulpt-l flat panel wall mount ulpt-l a,11.89,1
3,sony dscw170 red cyber-shot digital camera dscw170r 10.1 megapixels 2.7 ' lcd display 15 mb internal memory carl zeiss 5x optical zoom lens bionz real imaging processor technology 16:9 high-resolution mode 9-point auto focus automatic macro shooting high sensitivity mode burst mode face detection intelligent scene recognition mode in-camera retouching super steadyshot optical image stabilization with anti-blur solution music slideshow hdtv compatibility beginner-friendly function guide red finish,omnimount wall speaker mount 20wlbk,139.0,200 lb anthracite,omnimount ultra low profile ulpt-l flat panel wall mount ulpt-l a,144.05,0
4,omnimount wall speaker mount 20wlbk stainless steel shafts and all necessary hardware included supports speakers up to 20 lbs . sold as single black finish,omnimount wall speaker mount 20wlbk,89.0,200 lb anthracite,omnimount ultra low profile ulpt-l flat panel wall mount ulpt-l a,329.0,1
5,omnimount wall speaker mount 20wlbk stainless steel shafts and all necessary hardware included supports speakers up to 20 lbs . sold as single black finish,lg 5.6 cu . ft. black freestanding electric range lre30453bk,39.95,200 lb anthracite,lg 5.6 cu.ft . freestanding electric range,278.95,1
6,omnimount wall speaker mount 20wlbk stainless steel shafts and all necessary hardware included supports speakers up to 20 lbs . sold as single black finish,belkin neoprene sleeve for macbook air f8n065blk,39.95,200 lb anthracite,belkin neoprene sleeve for macbook air neoprene black,278.95,1
7,omnimount wall speaker mount 20wlbk stainless steel shafts and all necessary hardware included supports speakers up to 20 lbs . sold as single black finish,belkin neoprene sleeve for macbook air f8n065blk,39.95,nan,belkin neoprene sleeve for macbook air neoprene black,278.95,1
8,lg 2.0 cu . ft. over-the-range white microwave oven lmvm2085wh warming lamp glide & spin sliding tray with turntable sensor cook feature 300 cfm exhaust system horizontal keypad elegant hidden vent wideview window halogen cooktop lighting white finish,omnimount wall speaker mount 20wlbk,69.0,200 lb anthracite,omnimount ultra low profile ulpt-l flat panel wall mount ulpt-l a,479.0,1
9,panasonic kx-tga450b black 5.8 ghz cordless handset kxtga450b frequency hopping digital spread spectrum technology answering system with compatible base unit call waiting caller id join in/privacy 2-way intercom voice scramble black finish,omnimount wall speaker mount 20wlbk,139.0,200 lb anthracite,omnimount ultra low profile ulpt-l flat panel wall mount ulpt-l a,144.05,1
