,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,outcome
0,coss : the common object services specifications sigmod conference 1994,nan,sigmod conference,2003.0,transparent mid-tier database caching in sql server international conference on management of data 2003,"krithi ramamritham , yeha el atfi , carlo batini , michael eitan , valerie gregg , d. b. phatak",nan,nan,0
1,coss : the common object services specifications sigmod conference 1994,nan,sigmod conference,1994.0,transparent mid-tier database caching in sql server international conference on management of data 2003,"per - &#197; ke larson , jonathan goldstein , jingren zhou",nan,1997.0,0
2,coss : the common object services specifications sigmod conference 1994,sergio greco,sigmod conference,nan,transparent mid-tier database caching in sql server international conference on management of data 2003,"krithi ramamritham , yeha el atfi , carlo batini , michael eitan , valerie gregg , d. b. phatak",nan,nan,0
3,coss : the common object services specifications sigmod conference 1994,nan,sigmod conference,1994.0,anatomy of a real e-commerce system anant jhingran international conference on management of data 2000,"per - &#197; ke larson , jonathan goldstein , jingren zhou",nan,1997.0,0
4,coss : the common object services specifications sigmod conference 1994,"andrew eisenberg , jim melton",sigmod conference,2001.0,transparent mid-tier database caching in sql server international conference on management of data 2003,"per - &#197; ke larson , jonathan goldstein , jingren zhou",nan,nan,0
5,coss : the common object services specifications sigmod conference 1994,nan,sigmod conference,1998.0,transparent mid-tier database caching in sql server international conference on management of data 2003,"per - &#197; ke larson , jonathan goldstein , jingren zhou",nan,2002.0,0
6,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",nan,sigmod conference,1997.0,"on supporting containment queries in relational database management systems chun zhang , jeffrey naughton , david dewitt , qiong luo , guy lohman 2001","per - &#197; ke larson , jonathan goldstein , jingren zhou",the vldb journal -- the international journal on very large data bases,1996.0,0
7,coss : the common object services specifications sigmod conference 1994,sergio greco,sigmod conference,1995.0,transparent mid-tier database caching in sql server international conference on management of data 2003,"krithi ramamritham , yeha el atfi , carlo batini , michael eitan , valerie gregg , d. b. phatak",nan,nan,0
8,coss : the common object services specifications sigmod conference 1994,joseph fong,sigmod conference,nan,transparent mid-tier database caching in sql server international conference on management of data 2003,"krithi ramamritham , yeha el atfi , carlo batini , michael eitan , valerie gregg , d. b. phatak",nan,nan,0
9,coss : the common object services specifications sigmod conference 1994,nan,nan,1994.0,anatomy of a real e-commerce system anant jhingran international conference on management of data 2000,"per - &#197; ke larson , jonathan goldstein , jingren zhou",nan,1997.0,0
