,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,trade press news - announcement and preface 1994,,,2002.0,cluster validity methods : part i 2002,"maria halkidi , yannis batistakis , michalis vazirgiannis",acm sigmod record,,"('ltable_title',)","['clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record']",['trade press news - announcement and preface 1994'],0.9558164998888969,0.04418350011110306,2
18,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",,,2002.0,cluster validity methods : part i 2002,"maria halkidi , yannis batistakis , michalis vazirgiannis",acm sigmod record,2000.0,"('rtable_year',)",[nan],[2000.0],0.9529302231967449,0.04706977680325508,2
17,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",,,2002.0,"spatial join selectivity using power laws christos faloutsos , bernhard seeger , agma traina , caetano traina , jr.","maria halkidi , yannis batistakis , michalis vazirgiannis",acm sigmod record,,"('rtable_title',)",['cluster validity methods : part i 2002'],"['spatial join selectivity using power laws christos faloutsos , bernhard seeger , agma traina , caetano traina , jr.']",0.9482388980686665,0.05176110193133354,2
16,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",,,2002.0,cluster validity methods : part i 2002,"maria halkidi , yannis batistakis , michalis vazirgiannis",acm sigmod record,2000.0,"('rtable_year',)",[nan],[2000.0],0.9529207311570644,0.04707926884293556,2
15,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",,,2002.0,"xtract : a system for extracting document type descriptors from xml documents minos garofalakis , aristides gionis , rajeev rastogi , s. seshadri , kyuseok shim","maria halkidi , yannis batistakis , michalis vazirgiannis",acm sigmod record,,"('rtable_title',)",['cluster validity methods : part i 2002'],"['xtract : a system for extracting document type descriptors from xml documents minos garofalakis , aristides gionis , rajeev rastogi , s. seshadri , kyuseok shim']",0.9467183351516724,0.05328166484832764,2
14,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",,,2002.0,cluster validity methods : part i 2002,"maria halkidi , yannis batistakis , michalis vazirgiannis",acm sigmod record,1999.0,"('rtable_year',)",[nan],[1999.0],0.9603248983621597,0.03967510163784027,2
13,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",,,2002.0,on mutli-resolution document transmission in mobile web acm sigmod record,"maria halkidi , yannis batistakis , michalis vazirgiannis",acm sigmod record,,"('rtable_title',)",['cluster validity methods : part i 2002'],['on mutli-resolution document transmission in mobile web acm sigmod record'],0.9514781534671783,0.048521846532821655,2
12,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record","divesh srivastava , olga kapitskaia , raymond t. ng , h. v. jagadish",,2002.0,cluster validity methods : part i 2002,"maria halkidi , yannis batistakis , michalis vazirgiannis",acm sigmod record,,"('ltable_authors',)",[nan],"['divesh srivastava , olga kapitskaia , raymond t. ng , h. v. jagadish']",0.9639620035886765,0.03603799641132355,2
11,multi-dimensional substring selectivity estimation vldb,,,2002.0,cluster validity methods : part i 2002,"maria halkidi , yannis batistakis , michalis vazirgiannis",acm sigmod record,,"('ltable_title',)","['clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record']",['multi-dimensional substring selectivity estimation vldb'],0.9474689960479736,0.05253100395202637,2
19,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",,,2002.0,"a distributed scientific data archive using the web , xml and sql/med mark papiani , jasmin l. wason , alistair n. dunlop , denis a. nicole","maria halkidi , yannis batistakis , michalis vazirgiannis",acm sigmod record,,"('rtable_title',)",['cluster validity methods : part i 2002'],"['a distributed scientific data archive using the web , xml and sql/med mark papiani , jasmin l. wason , alistair n. dunlop , denis a. nicole']",0.9459437504410744,0.05405624955892563,2
