,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,nan,digital cameras,nan,94.54,da-lite da-glas self trimming rear projection screen - 96 x 120 av format 27915,nan,nan,nan,nan,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,1
1,nan,digital cameras,nan,56.88,kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak,mayline,nan,nan,nan,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,1
2,nan,digital cameras,nan,248.27,kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak,nan,inkjet printer ink,nan,nan,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,1
3,nan,electronics - general,nan,94.54,kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak,nan,nan,nan,nan,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,1
4,nan,electronics - general,nan,94.54,kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak,nan,nan,nan,nan,new-analog rca volume leveler - dct6s srs,1
5,samsung,digital cameras,nan,94.54,da-lite da-glas self trimming rear projection screen - 96 x 120 av format 27915,nan,nan,nan,nan,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,1
6,nan,digital cameras,nan,94.54,kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak,nan,nan,nan,nan,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,1
7,nan,digital cameras,nan,94.54,kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak,kingston,nan,nan,nan,antec tricool case fan tricool 120mm 11.19,1
8,nan,digital cameras,nan,94.54,kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak,kingston,nan,nan,nan,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,1
9,nan,digital cameras,nan,56.88,kodak easyshare m552 dark pink 14mp digital camera w 5x optical zoom 2.7 lcd display w 50 bonus prints kodak,nan,nan,nan,nan,kodak easyshare m531 14mp 3x optical 5x digital zoom hd camera red black digital cameras kodak 104.95,1
