,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,da-lite da-plex deluxe rear projection screen - 96 x 96 av format,electronics - general,da-lite,27557,6426.99,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,media storage organization,da-lite,,,"('rtable_category',)",['projection screens'],['media storage organization'],0.37482616,0.62517375,2
1,da-lite da-plex deluxe rear projection screen - 96 x 96 av format,electronics - general,da-lite,27557,6426.99,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,projection screens,skb,,,"('rtable_brand',)",['da-lite'],['skb'],0.37908223,0.6209178,2
2,da-lite da-plex deluxe rear projection screen - 96 x 96 av format,electronics - general,da-lite,27557,6426.99,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,projection screens,da-lite,,,"('rtable_modelno',)",[nan],[nan],0.4654223,0.53457767,2
3,da-lite da-plex deluxe rear projection screen - 96 x 96 av format,electronics - general,da-lite,27557,6426.99,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,media storage organization,skb,,,"('rtable_category', 'rtable_brand')","['projection screens', 'da-lite']","['media storage organization', 'skb']",0.4880567,0.51194334,2
4,da-lite da-plex deluxe rear projection screen - 96 x 96 av format,electronics - general,da-lite,27557,6426.99,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,media storage organization,da-lite,,,"('rtable_category', 'rtable_modelno')","['projection screens', nan]","['media storage organization', nan]",0.37482616,0.62517375,2
5,da-lite da-plex deluxe rear projection screen - 96 x 96 av format,electronics - general,da-lite,27557,6426.99,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,projection screens,skb,,,"('rtable_brand', 'rtable_modelno')","['da-lite', nan]","['skb', nan]",0.37908223,0.6209178,2
6,da-lite da-plex deluxe rear projection screen - 96 x 96 av format,electronics - general,da-lite,27557,6426.99,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,projection screens,skb,,1089.99,"('rtable_brand', 'rtable_price')","['da-lite', nan]","['skb', 1089.99]",0.4795973,0.52040267,2
15,da-lite da-plex deluxe rear projection screen - 96 x 96 av format,electronics - general,da-lite,27557,6426.99,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,netbooks,da-lite,,436.99,"('rtable_category', 'rtable_price')","['projection screens', nan]","['netbooks', 436.99]",0.43432936,0.5656707,2
14,da-lite da-plex deluxe rear projection screen - 96 x 96 av format,electronics - general,da-lite,27557,6426.99,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,netbooks,da-lite,1215b-pu17-bk,,"('rtable_category', 'rtable_modelno')","['projection screens', nan]","['netbooks', '1215b-pu17-bk']",0.43432936,0.5656707,2
11,da-lite da-plex deluxe rear projection screen - 96 x 96 av format,electronics - general,da-lite,27557,6426.99,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,netbooks,da-lite,,,"('rtable_category',)",['projection screens'],['netbooks'],0.28537065,0.71462935,2
12,da-lite da-plex deluxe rear projection screen - 96 x 96 av format,electronics - general,da-lite,27557,6426.99,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,projection screens,asus,,,"('rtable_brand',)",['da-lite'],['asus'],0.38074848,0.61925155,2
13,da-lite da-plex deluxe rear projection screen - 96 x 96 av format,electronics - general,da-lite,27557,6426.99,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,netbooks,asus,,,"('rtable_category', 'rtable_brand')","['projection screens', 'da-lite']","['netbooks', 'asus']",0.24738097,0.752619,2
17,da-lite da-plex deluxe rear projection screen - 96 x 96 av format,electronics - general,da-lite,27557,6426.99,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,netbooks,asus,,436.99,"('rtable_category', 'rtable_brand', 'rtable_price')","['projection screens', 'da-lite', nan]","['netbooks', 'asus', 436.99]",0.43036637,0.5696336,3
16,da-lite da-plex deluxe rear projection screen - 96 x 96 av format,electronics - general,da-lite,27557,6426.99,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,netbooks,asus,1215b-pu17-bk,,"('rtable_category', 'rtable_brand', 'rtable_modelno')","['projection screens', 'da-lite', nan]","['netbooks', 'asus', '1215b-pu17-bk']",0.43036637,0.5696336,3
9,da-lite da-plex deluxe rear projection screen - 96 x 96 av format,electronics - general,da-lite,27557,6426.99,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,projection screens,skb,,1089.99,"('rtable_brand', 'rtable_modelno', 'rtable_price')","['da-lite', nan, nan]","['skb', nan, 1089.99]",0.4795973,0.52040267,3
18,da-lite da-plex deluxe rear projection screen - 96 x 96 av format,electronics - general,da-lite,27557,6426.99,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,netbooks,da-lite,1215b-pu17-bk,436.99,"('rtable_category', 'rtable_modelno', 'rtable_price')","['projection screens', nan, nan]","['netbooks', '1215b-pu17-bk', 436.99]",0.45730585,0.54269415,3
8,da-lite da-plex deluxe rear projection screen - 96 x 96 av format,electronics - general,da-lite,27557,6426.99,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,media storage organization,skb,,1089.99,"('rtable_category', 'rtable_brand', 'rtable_price')","['projection screens', 'da-lite', nan]","['media storage organization', 'skb', 1089.99]",0.42616585,0.5738342,3
7,da-lite da-plex deluxe rear projection screen - 96 x 96 av format,electronics - general,da-lite,27557,6426.99,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,media storage organization,skb,,,"('rtable_category', 'rtable_brand', 'rtable_modelno')","['projection screens', 'da-lite', nan]","['media storage organization', 'skb', nan]",0.4880567,0.51194334,3
10,da-lite da-plex deluxe rear projection screen - 96 x 96 av format,electronics - general,da-lite,27557,6426.99,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,media storage organization,skb,,1089.99,"('rtable_category', 'rtable_brand', 'rtable_modelno', 'rtable_price')","['projection screens', 'da-lite', nan, nan]","['media storage organization', 'skb', nan, 1089.99]",0.42616585,0.5738342,4
