,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,electronics - general,da-lite,27557,6426.99,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,projection screens,lenovo,nan,nan,0
1,samsung s2 640gb usb 3.0 portable external hard drive red,electronics - general,da-lite,27557,6426.99,new-tops 73505 - notebook w red cover narrow rule 5-1 2 x 8-1 2 white 100 sheets pad - top73505,projection screens,da-lite,nan,10.98,0
2,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,electronics - general,da-lite,27557,6426.99,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,nan,da-lite,gb01959,nan,0
3,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,electronics - general,da-lite,zt-40604-10l,6426.99,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,projection screens,evga,nan,nan,0
4,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,usb drives,da-lite,27557,194.84,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,projection screens,da-lite,nan,nan,0
5,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,printers,da-lite,27557,6426.99,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,projection screens,samsung,nan,nan,0
6,da-lite da-plex deluxe rear projection screen - 96 x 96 av format,electronics - general,da-lite,27557,6426.99,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,projection screens,da-lite,gb01959,nan,1
7,da-lite da-plex deluxe rear projection screen - 96 x 96 av format,electronics - general,da-lite,27557,8.98,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,projection screens,da-lite,gb01959,nan,0
8,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,electronics - general,accell,27557,6426.99,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,home audio theater,da-lite,nan,nan,0
9,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,electronics - general,accell,27557,6426.99,da-lite 27651 da-glas deluxe rear projection screen - 96 x 96 av format,projection screens,da-lite,nan,nan,0
