,summary,type,latency,match,label,row,prediction
0,"rtable_Song_Name/rtable_Album_Name/rtable_Genre/rtable_Time    1.0
dtype: float64",certa,111.07590828000048,0.0,0.0,3505-30346,[1.0000000e+00 1.0350337e-10]
1,"rtable_Artist_Name    0.6
rtable_Album_Name     0.6
rtable_Genre          0.6
rtable_Price          0.6
rtable_CopyRight      0.6
rtable_Time           0.6
rtable_Released       0.6
dtype: float64",certa,106.22761728899968,0.0,0.0,5343-47894,[1.000000e+00 3.367415e-08]
2,"rtable_Artist_Name    0.9
rtable_Released       0.9
rtable_Time           0.9
rtable_CopyRight      0.9
rtable_Price          0.9
rtable_Genre          0.9
rtable_Album_Name     0.9
dtype: float64",certa,104.02445303499917,0.0,1.0,3354-17643,[0.8765021  0.12349793]
3,"rtable_Song_Name/rtable_Genre/rtable_Price/rtable_Time    0.5
dtype: float64",certa,105.39479505399959,0.0,0.0,1268-34910,[1.0000000e+00 1.2821061e-16]
4,"rtable_Song_Name/rtable_Artist_Name/rtable_Time/rtable_Released    0.2
dtype: float64",certa,114.88838263900016,0.0,0.0,1176-34919,[1.000000e+00 5.310709e-19]
5,"ltable_Song_Name    0.1
dtype: float64",certa,112.0191363719996,0.0,0.0,1156-28014,[1.0000000e+00 1.3879275e-16]
6,"rtable_Song_Name/rtable_Album_Name/rtable_CopyRight    0.4
dtype: float64",certa,115.07257407799989,0.0,0.0,2718-17189,[1.0000000e+00 5.2978493e-08]
7,"rtable_Song_Name/rtable_Genre/rtable_Price/rtable_CopyRight    0.3
dtype: float64",certa,107.03511109600004,0.0,0.0,1164-28001,[1.0000000e+00 2.6035278e-11]
8,"rtable_Song_Name/rtable_CopyRight    0.7
dtype: float64",certa,102.18978516099924,0.0,0.0,271-53030,[1.000000e+00 2.459367e-08]
9,"rtable_Song_Name/rtable_Artist_Name/rtable_Genre/rtable_Price    0.7
dtype: float64",certa,107.03576215500016,0.0,0.0,796-33113,[1.0000000e+00 3.4672595e-11]
10,"rtable_Song_Name/rtable_Album_Name    0.5
dtype: float64",certa,101.60437354499936,0.0,0.0,3922-43866,[0.9978829  0.00211705]
11,"rtable_Song_Name/rtable_Album_Name/rtable_Genre    0.5
dtype: float64",certa,101.12523250599952,0.0,0.0,2748-17158,[1.0000000e+00 1.5630512e-08]
12,"rtable_Song_Name/rtable_Artist_Name/rtable_Price    1.0
dtype: float64",certa,108.7358509199994,0.0,1.0,5761-21517,[9.999919e-01 8.141618e-06]
13,"rtable_Song_Name/rtable_Artist_Name/rtable_Price/rtable_Released    1.0
rtable_Song_Name/rtable_CopyRight                                   1.0
dtype: float64",certa,144.3406866539999,0.0,1.0,5726-4470,[1.0000000e+00 3.0832913e-11]
14,"rtable_Song_Name/rtable_Artist_Name/rtable_Price/rtable_CopyRight/rtable_Released    0.6
dtype: float64",certa,148.8221580039999,0.0,0.0,306-22303,[1.00000e+00 6.86672e-20]
15,"rtable_Genre          0.9
rtable_Price          0.9
rtable_CopyRight      0.9
rtable_Time           0.9
rtable_Released       0.9
rtable_Artist_Name    0.9
dtype: float64",certa,145.54430584500005,0.0,1.0,1636-27530,[9.9942940e-01 5.7053205e-04]
16,"rtable_Time           0.9
rtable_CopyRight      0.9
rtable_Price          0.9
rtable_Released       0.9
rtable_Album_Name     0.9
rtable_Artist_Name    0.9
dtype: float64",certa,122.2574457719993,0.0,0.0,956-44081,[0.6011561 0.3988439]
17,"rtable_Song_Name/rtable_Album_Name/rtable_Released    0.5
dtype: float64",certa,103.27869621699938,0.0,0.0,5074-36946,[1.0000000e+00 1.0988724e-14]
18,"rtable_Song_Name/rtable_Artist_Name    0.3
dtype: float64",certa,99.20669550600087,0.0,0.0,2020-28393,[9.9980193e-01 1.9813963e-04]
19,"ltable_Song_Name/ltable_Artist_Name/ltable_Album_Name    0.5
dtype: float64",certa,100.59558603200003,0.0,0.0,1199-27992,[1.0000000e+00 2.2036528e-13]
20,"rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name/rtable_Genre/rtable_CopyRight/rtable_Released    0.9
dtype: float64",certa,103.76171585700013,0.0,0.0,322-22292,[1.0000000e+00 4.6372215e-14]
21,"rtable_Song_Name    0.7
dtype: float64",certa,98.70586112199999,0.0,0.0,1292-34023,[1.0000000e+00 4.2466745e-08]
22,"rtable_Song_Name    0.9
dtype: float64",certa,98.75209006300065,1.0,1.0,3926-16397,[0.00163755 0.9983625 ]
23,"ltable_CopyRight    0.7
dtype: float64",certa,98.92533374200048,0.0,0.0,1159-36916,[9.9999976e-01 2.2452244e-07]
24,"rtable_Song_Name/rtable_Genre    0.3
dtype: float64",certa,98.40588538799966,0.0,0.0,2696-17160,[1.000000e+00 6.376638e-17]
25,"rtable_Song_Name/rtable_Artist_Name/rtable_CopyRight/rtable_Time    0.3
dtype: float64",certa,99.81666956800018,0.0,0.0,1318-34922,[9.9999595e-01 4.0714181e-06]
26,"rtable_Song_Name/rtable_Album_Name/rtable_Genre/rtable_Price/rtable_CopyRight    0.9
rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name/rtable_CopyRight           0.9
dtype: float64",certa,98.4323628430011,0.0,1.0,5143-43647,[0.9962515  0.00374846]
27,"rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name/rtable_Genre/rtable_CopyRight/rtable_Released    0.6
rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name/rtable_Genre/rtable_CopyRight/rtable_Time        0.6
dtype: float64",certa,100.25866068600044,0.0,0.0,3321-34348,[9.999994e-01 5.579082e-07]
28,"rtable_Song_Name/rtable_Artist_Name/rtable_CopyRight     0.5
rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name    0.5
dtype: float64",certa,100.31004535300053,0.0,0.0,5077-40473,[1.0000000e+00 1.8580597e-09]
29,"rtable_Song_Name/rtable_Price    0.1
dtype: float64",certa,101.86902747500062,0.0,0.0,1276-31283,[9.9999654e-01 3.4679042e-06]
30,"rtable_Song_Name/rtable_Artist_Name/rtable_Genre    0.7
dtype: float64",certa,99.53673673799858,0.0,0.0,3419-7377,[1.0000000e+00 1.7179206e-08]
31,"rtable_Song_Name/rtable_Artist_Name/rtable_Genre/rtable_Time    0.6
dtype: float64",certa,98.63483742099925,0.0,0.0,3610-30322,[9.999031e-01 9.688934e-05]
32,"ltable_Song_Name/ltable_Genre    0.4
dtype: float64",certa,97.69046756600073,0.0,0.0,1410-51576,[9.9999523e-01 4.7727344e-06]
33,"rtable_Song_Name/rtable_Artist_Name/rtable_Album_Name/rtable_Genre/rtable_Price/rtable_Time    0.4
dtype: float64",certa,103.73542200600059,0.0,0.0,302-22315,[1.0000000e+00 1.4233017e-12]
34,"rtable_Song_Name/rtable_Artist_Name/rtable_Genre/rtable_Price/rtable_CopyRight/rtable_Time/rtable_Released    0.9
dtype: float64",certa,81.91680317499959,0.0,1.0,3356-39335,[9.9994135e-01 5.8629324e-05]
35,"rtable_Song_Name/rtable_Price/rtable_Released                    1.0
rtable_Song_Name/rtable_Artist_Name/rtable_Genre/rtable_Price    1.0
dtype: float64",certa,98.8965214359996,0.0,1.0,2834-53255,[9.9999857e-01 1.3886556e-06]
36,"rtable_Artist_Name/rtable_Price/rtable_CopyRight/rtable_Released    0.5
dtype: float64",certa,98.23515125599988,0.0,0.0,291-22283,[9.999999e-01 7.954469e-08]
