,ltable_title,ltable_category,ltable_brand,ltable_modelno,ltable_price,rtable_title,rtable_category,rtable_brand,rtable_modelno,rtable_price,outcome
0,da-lite da-plex standard rear projection screen - 60 x 80 video format,digital cameras,da-lite,hp ce505xd,2595.0,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,projection screens,da-lite,nan,nan,0
1,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,digital cameras,da-lite,89939,2595.0,pny 4 gb sdhc class 2 flash memory card p-sdhc4g2-ef purple purple,projection screens,canon,fs605na,nan,0
2,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,memory,da-lite,dct6s,2595.0,accell ultraav b101b-003b display port with vga active adapter,projection screens,da-lite,nan,2622.99,0
3,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,mp3 accessories,da-lite,89939,2595.0,hc da-mat tensioned advantage electrol - av format 50 x 50,cases,da-lite,2455b002,29.99,0
4,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,electronics - general,da-lite,dr-2010c,2595.0,hc da-mat tensioned advantage electrol - av format 50 x 50,projection screens,mayline,01g-p3-1452-tr,nan,0
5,srs labs analog rca volume leveler,electronics - general,zotac,89939,2595.0,new-uniden d1660 dect 6.0 cordless phone system with call waiting caller id single-handset system - unnd1660,corded telephones,da-lite,nan,nan,0
6,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,electronics - general,da-lite,89939,2595.0,hc da-mat tensioned advantage electrol - av format 50 x 50,cases,da-lite,2455b002,29.99,1
7,elite screens cinegray prime vision series fixed frame screen - 135 diagonal,mp3 accessories,da-lite,89939,1609.99,hc da-mat tensioned advantage electrol - av format 50 x 50,cases,da-lite,2455b002,29.99,0
8,da-lite hc cinema vision tensioned advantage electrol - av format 8 x 8 diagonal,electronics - general,da-lite,89939,94.54,tops 74111 - second nature subject wirebound notebook college rule ltr we 80 sheets,projection screens,iomega,nan,2608.99,0
9,tops second nature subject wire notebook college rule 6 x 9-1 2 we 80 sheets,electronics - general,da-lite,89939,19.99,pny 4gb class 4 navy sd card,usb flash drives,da-lite,nan,180.95,0
