,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,outcome
0,olympus black 10 megapixels digital camera sp565uz,olympus black 10 megapixels digital camera sp565uz dual image stabilization 10 megapixels 20x wide-angle zoom lens pre-capture face detection 33 shooting modes 48mb internal memory black finish,nan,sony lcs-twa/r cyber-shot camera case,toshiba sd-p71s 7 ' portable dvd player,329.0,1
1,samsung 22 ' black flat panel series 6 lcd hdtv ln22a650,panasonic black 8.5 ' portable dvd player dvdls83 8.5 ' free style wide screen lcd display 6 hour battery multi format playback dual headphone jacks divx playback car dc adapter included black finish,nan,sony cyber-shot dsc-h50 digital camera black dsch50b,9.1 megapixel 16:9 2x digital zoom 3 ' active matrix tft color lcd,329.0,1
2,olympus black 10 megapixels digital camera sp565uz,sony digital photo printer paper 120 pack svmf120p 4 ' x 6 ' print paper with snap-off edges super coat 2 protective lamination water damage and fingerprint resistant prints 120 sheets of paper and print ribbon for dppf series digital photo printers only,nan,canon psc-4000 deluxe leather case n 3528b001,9.1 megapixel 16:9 2x digital zoom 3 ' active matrix tft color lcd,329.0,1
3,olympus black 10 megapixels digital camera sp565uz,olympus black 10 megapixels digital camera sp565uz dual image stabilization 10 megapixels 20x wide-angle zoom lens pre-capture face detection 33 shooting modes 48mb internal memory black finish,nan,belkin neoprene sleeve for macbook air neoprene black,9.1 megapixel 16:9 2x digital zoom 3 ' active matrix tft color lcd,169.99,1
4,sony digital photo printer paper 120 pack svmf120p,olympus black 10 megapixels digital camera sp565uz dual image stabilization 10 megapixels 20x wide-angle zoom lens pre-capture face detection 33 shooting modes 48mb internal memory black finish,nan,sony cyber-shot dsc-h50 digital camera black dsch50b,9.1 megapixel 16:9 2x digital zoom 3 ' active matrix tft color lcd,329.0,1
5,olympus black 10 megapixels digital camera sp565uz,"sony 46 ' bravia s-series black lcd flat panel hdtv kdl46s4100 1920 x 1080 full hd resolution 24p true cinema atsctm/ntsc tuner with qam 2,500:1 contrast ratio cinemotion reverse 3:2 pulldown technology 3d comb filter mpeg noise reduction black finish",nan,sony cyber-shot dsc-h50 digital camera black dsch50b,9.1 megapixel 16:9 2x digital zoom 3 ' active matrix tft color lcd,278.95,1
6,canon black rechargeable battery 9612a001,olympus black 10 megapixels digital camera sp565uz dual image stabilization 10 megapixels 20x wide-angle zoom lens pre-capture face detection 33 shooting modes 48mb internal memory black finish,nan,sony cyber-shot dsc-h50 digital camera black dsch50b,"cd-rom , cd-r , cd-rw cd-text playback 5 disc ( s )",329.0,1
7,olympus black 10 megapixels digital camera sp565uz,olympus black 10 megapixels digital camera sp565uz dual image stabilization 10 megapixels 20x wide-angle zoom lens pre-capture face detection 33 shooting modes 48mb internal memory black finish,35.0,olympus fe-360 digital camera pink 226540,9.1 megapixel 16:9 2x digital zoom 3 ' active matrix tft color lcd,329.0,1
8,olympus black 10 megapixels digital camera sp565uz,sony np-fh100 infolithium h series standard rechargeable battery pack npfh100 compatible with most handycam camcorders black finish,nan,sony cyber-shot dsc-h50 digital camera black dsch50b,9.1 megapixel 16:9 2x digital zoom 3 ' active matrix tft color lcd,329.0,1
9,olympus black 10 megapixels digital camera sp565uz,olympus black 10 megapixels digital camera sp565uz dual image stabilization 10 megapixels 20x wide-angle zoom lens pre-capture face detection 33 shooting modes 48mb internal memory black finish,39.0,sony cyber-shot dsc-h50 digital camera black dsch50b,200 lb anthracite,329.0,1
