,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,uniden,nan,nan,23.98,uniden 1360bk desktop corded phone with caller id black electronics - general 1360bk,nan,switches,512-p3-1301-kr,16.87,uniden slimline corded phone with cid cw - un-1260bk uniden,0
1,uniden,stationery & office machinery,74109,23.98,uniden 1360bk desktop corded phone with caller id black electronics - general 1360bk,nan,corded telephones,nan,16.87,uniden slimline corded phone with cid cw - un-1260bk uniden,0
2,uniden,nan,nan,29.99,uniden 1360bk desktop corded phone with caller id black electronics - general 1360bk,nan,corded telephones,be450g,16.87,uniden slimline corded phone with cid cw - un-1260bk uniden,0
3,uniden,nan,f8n132-blk,23.98,uniden 1360bk desktop corded phone with caller id black electronics - general 1360bk,nan,corded telephones,nan,16.87,uniden slimline corded phone with cid cw - un-1260bk uniden,0
4,uniden,nan,zt-40604-10l,23.98,pny 4gb sdhc memory card class 4 pny p-sdhc4g4-ef 8.98,nan,corded telephones,nan,16.87,uniden slimline corded phone with cid cw - un-1260bk uniden,0
5,uniden,nan,nan,23.98,uniden 1360bk desktop corded phone with caller id black electronics - general 1360bk,nan,corded telephones,gbu421w6,16.87,uniden slimline corded phone with cid cw - un-1260bk uniden,0
6,accell,nan,nan,23.98,uniden 1360bk desktop corded phone with caller id black electronics - general 1360bk,nan,corded telephones,01g-p3-1452-tr,16.87,uniden slimline corded phone with cid cw - un-1260bk uniden,0
7,uniden,nan,f8n132-blk,23.98,uniden 1360bk desktop corded phone with caller id black electronics - general 1360bk,nan,corded telephones,nan,16.87,birdhouse tony hawk 16gb ptero skatedrive usb flash drive action,0
8,paper mate,nan,gbu421w6,23.98,uniden 1360bk desktop corded phone with caller id black electronics - general 1360bk,nan,corded telephones,nan,16.87,uniden slimline corded phone with cid cw - un-1260bk uniden,0
9,uniden,nan,am-p16b,23.98,uniden 1360bk desktop corded phone with caller id black electronics - general 1360bk,elite,corded telephones,nan,16.87,uniden slimline corded phone with cid cw - un-1260bk uniden,0
