,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,lg 5.6 cu . ft. black freestanding electric range lre30453bk,lg 5.6 cu . ft. black freestanding electric range lre30453bk intuitouch control system evenjet convection system 5.6 cubic capacity wideview oven window 5 radiant elements 25 heating settings black finish,79.99,lg 5.6 cu.ft . freestanding electric range,,,"('ltable_price',)",[nan],[79.99],0.6976025998592377,0.30239740014076233,2
325,lg 5.6 cu . ft. black freestanding electric range lre30453bk,lg 5.6 cu . ft. black freestanding electric range lre30453bk intuitouch control system evenjet convection system 5.6 cubic capacity wideview oven window 5 radiant elements 25 heating settings black finish,,lg electronics dle0442w xl load capacity with neverust stainless steel drum,,,"('rtable_name', 'rtable_price')","['lg 5.6 cu.ft . freestanding electric range', nan]","['lg electronics dle0442w xl load capacity with neverust stainless steel drum', nan]",0.9357385784387589,0.06426142156124115,2
324,lg 5.6 cu . ft. black freestanding electric range lre30453bk,lg 5.6 cu . ft. black freestanding electric range lre30453bk intuitouch control system evenjet convection system 5.6 cubic capacity wideview oven window 5 radiant elements 25 heating settings black finish,,lg electronics dle0442w xl load capacity with neverust stainless steel drum,,,"('rtable_name', 'rtable_description')","['lg 5.6 cu.ft . freestanding electric range', nan]","['lg electronics dle0442w xl load capacity with neverust stainless steel drum', nan]",0.9357385784387589,0.06426142156124115,2
323,lg 5.6 cu . ft. black freestanding electric range lre30453bk,lg 5.6 cu . ft. black freestanding electric range lre30453bk intuitouch control system evenjet convection system 5.6 cubic capacity wideview oven window 5 radiant elements 25 heating settings black finish,,lg electronics dle0442w xl load capacity with neverust stainless steel drum,,,"('rtable_name',)",['lg 5.6 cu.ft . freestanding electric range'],['lg electronics dle0442w xl load capacity with neverust stainless steel drum'],0.9357385784387589,0.06426142156124115,2
321,lg 5.6 cu . ft. black freestanding electric range lre30453bk,lg 5.6 cu . ft. black freestanding electric range lre30453bk intuitouch control system evenjet convection system 5.6 cubic capacity wideview oven window 5 radiant elements 25 heating settings black finish,,garmin gps receiver dash mount 010-10613-00,,,"('rtable_name', 'rtable_price')","['lg 5.6 cu.ft . freestanding electric range', nan]","['garmin gps receiver dash mount 010-10613-00', nan]",0.9547049067914486,0.04529509320855141,2
320,lg 5.6 cu . ft. black freestanding electric range lre30453bk,lg 5.6 cu . ft. black freestanding electric range lre30453bk intuitouch control system evenjet convection system 5.6 cubic capacity wideview oven window 5 radiant elements 25 heating settings black finish,,garmin gps receiver dash mount 010-10613-00,,,"('rtable_name', 'rtable_description')","['lg 5.6 cu.ft . freestanding electric range', nan]","['garmin gps receiver dash mount 010-10613-00', nan]",0.9547049067914486,0.04529509320855141,2
319,lg 5.6 cu . ft. black freestanding electric range lre30453bk,lg 5.6 cu . ft. black freestanding electric range lre30453bk intuitouch control system evenjet convection system 5.6 cubic capacity wideview oven window 5 radiant elements 25 heating settings black finish,,garmin gps receiver dash mount 010-10613-00,,,"('rtable_name',)",['lg 5.6 cu.ft . freestanding electric range'],['garmin gps receiver dash mount 010-10613-00'],0.9562291949987411,0.04377080500125885,2
317,lg 5.6 cu . ft. black freestanding electric range lre30453bk,lg 5.6 cu . ft. black freestanding electric range lre30453bk intuitouch control system evenjet convection system 5.6 cubic capacity wideview oven window 5 radiant elements 25 heating settings black finish,,lg 5.6 cu.ft . freestanding electric range,"lg 52lg70 52 ' widescreen 1080p lcd hdtv 120hz 15,000:1 dynamic contrast ratio 4ms response time",,"('rtable_description', 'rtable_price')","[nan, nan]","[""lg 52lg70 52 ' widescreen 1080p lcd hdtv 120hz 15,000:1 dynamic contrast ratio 4ms response time"", nan]",0.5424013137817383,0.4575986862182617,2
316,lg 5.6 cu . ft. black freestanding electric range lre30453bk,lg 5.6 cu . ft. black freestanding electric range lre30453bk intuitouch control system evenjet convection system 5.6 cubic capacity wideview oven window 5 radiant elements 25 heating settings black finish,,lg lg70 series 52lg70 52 ' lcd tv,,,"('rtable_name', 'rtable_price')","['lg 5.6 cu.ft . freestanding electric range', nan]","[""lg lg70 series 52lg70 52 ' lcd tv"", nan]",0.9385010339319706,0.061498966068029404,2
315,lg 5.6 cu . ft. black freestanding electric range lre30453bk,lg 5.6 cu . ft. black freestanding electric range lre30453bk intuitouch control system evenjet convection system 5.6 cubic capacity wideview oven window 5 radiant elements 25 heating settings black finish,,lg lg70 series 52lg70 52 ' lcd tv,"lg 52lg70 52 ' widescreen 1080p lcd hdtv 120hz 15,000:1 dynamic contrast ratio 4ms response time",,"('rtable_name', 'rtable_description')","['lg 5.6 cu.ft . freestanding electric range', nan]","[""lg lg70 series 52lg70 52 ' lcd tv"", ""lg 52lg70 52 ' widescreen 1080p lcd hdtv 120hz 15,000:1 dynamic contrast ratio 4ms response time""]",0.9396620541810989,0.06033794581890106,2
