,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,outcome
0,a database system for real-time event aggregation in telecommunication vldb,"michel tourn , man abrol , john wang , grace zhang , jianchang mao , uma mahadevan , rajat mukherjee , prabhakar raghavan , neil latarche",sigmod conference,1998.0,secure buffering in firm real-time database systems 2000,"leslie d. fife , le gruenwald",the vldb journal -- the international journal on very large data bases,1996.0,0
1,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",luca cardelli,nan,1996.0,research issues for data communication in mobile ad-hoc network database systems,"man abrol , neil latarche , uma mahadevan , jianchang mao , rajat mukherjee , prabhakar raghavan , michel tourn , john wang , grace zhang",nan,2000.0,0
2,binding propagation in disjunctive databases vldb 1998,"henry f. korth , jerry baulier , abraham silberschatz , stephen blott",nan,1998.0,"sql/xml is making good progress andrew eisenberg , jim melton acm sigmod record","leslie d. fife , le gruenwald",acm sigmod record,2000.0,0
3,a database system for real-time event aggregation in telecommunication vldb,"michel tourn , man abrol , john wang , grace zhang , jianchang mao , uma mahadevan , rajat mukherjee , prabhakar raghavan , neil latarche",nan,1998.0,secure buffering in firm real-time database systems 2000,"leslie d. fife , le gruenwald",the vldb journal -- the international journal on very large data bases,2003.0,0
4,binding propagation in disjunctive databases vldb 1998,"henry f. korth , jerry baulier , abraham silberschatz , stephen blott",nan,2002.0,"sql/xml is making good progress andrew eisenberg , jim melton acm sigmod record","leslie d. fife , le gruenwald",acm sigmod record,2000.0,0
5,coss : the common object services specifications sigmod conference 1994,"michael eitan , valerie gregg , carlo batini , d. b. phatak , yeha el atfi , krithi ramamritham",nan,1998.0,"disima : a distributed and interoperable image database system vincent oria , m. tamer &#214; zsu , paul j. iglinski , shu lin , bin yao international conference on management of data","leslie d. fife , le gruenwald",the vldb journal -- the international journal on very large data bases,2003.0,0
6,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",luca cardelli,nan,1996.0,research issues for data communication in mobile ad-hoc network database systems,"man abrol , neil latarche , uma mahadevan , jianchang mao , rajat mukherjee , prabhakar raghavan , michel tourn , john wang , grace zhang",acm sigmod record,2000.0,0
7,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",luca cardelli,nan,1998.0,research issues for data communication in mobile ad-hoc network database systems,"man abrol , neil latarche , uma mahadevan , jianchang mao , rajat mukherjee , prabhakar raghavan , michel tourn , john wang , grace zhang",acm sigmod record,2000.0,0
8,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record","guozhu dong , jian pei , jiawei han , ke wang",sigmod record,1998.0,research issues for data communication in mobile ad-hoc network database systems,"jonathan e. cook , alexander l. wolf , benjamin g. zorn",nan,2001.0,0
9,rate-based query optimization for streaming information sources sigmod conference 2002,"janet l. wiener , jason mchugh , serge abiteboul , qingshan luo , anand rajaraman , dallan quass , jeffrey d. ullman , roy goldman , hugo rivero , jennifer widom , svetlozar nestorov , kevin haas",acm trans . database syst .,2001.0,"sql/xml is making good progress andrew eisenberg , jim melton acm sigmod record","leslie d. fife , le gruenwald",acm sigmod record,2003.0,1
