,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,outcome
0,adobe creative suite cs3 design premium [ mac ],nolo press,1799.0,adobe cs3 design standard academic,nan,229.95,1
1,adobe creative suite cs3 design premium [ mac ],topics entertainment,1799.0,adobe cs3 design standard academic,nan,69.99,1
2,microsoft visual studio test agent 2005 cd 1 processor license,adobe,1799.0,microsoft office visio standard 2007 ( pc ),nan,385.99,1
3,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,microsoft ( r ) windows ( r ) xp professional edition with sp2,nan,385.99,1
4,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,musicalis universal guitar workshop,nan,199.95,0
5,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,microsoft windows vista ultimate retail no open box returns,sibelius-software-ltd .,385.99,1
6,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,palo alto business plan pro 2007,global-software-publishing,385.99,1
7,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,apple software m9372z/a final cut express 2.0 upgrade,nan,539.95,0
8,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe cs3 design standard academic,global-software-publishing,1659.99,1
9,adobe creative suite cs3 design premium [ mac ],adobe,1799.0,adobe cs3 design standard academic,nan,85.95,1
