,ltable_Song_Name,ltable_Artist_Name,ltable_Album_Name,ltable_Genre,ltable_Price,ltable_CopyRight,ltable_Time,ltable_Released,rtable_Song_Name,rtable_Artist_Name,rtable_Album_Name,rtable_Genre,rtable_Price,rtable_CopyRight,rtable_Time,rtable_Released,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
422,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,F**k Cam # 3 ( Amended Album Version ),Fetty Wap,Fetty Wap ( Deluxe ) [ Clean ],"Rap & Hip-Hop , East Coast",$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:28,"September 25 , 2015","('rtable_Song_Name', 'rtable_Genre')","['For My Team ( feat . Monty ) [ Clean ]', 'Rap & Hip-Hop']","['F**k Cam # 3 ( Amended Album Version )', 'Rap & Hip-Hop , East Coast']",0.3898594,0.61014056,2
41,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,F**k Cam # 1 ( Amended Album Version ),Fetty Wap,Crime Pays ( Amended ),Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:28,"September 25 , 2015","('rtable_Song_Name', 'rtable_Album_Name')","['For My Team ( feat . Monty ) [ Clean ]', 'Fetty Wap ( Deluxe ) [ Clean ]']","['F**k Cam # 1 ( Amended Album Version )', 'Crime Pays ( Amended )']",0.3990139,0.60098606,2
40,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,F**k Cam # 1 ( Amended Album Version ),Cam ` Ron,Fetty Wap ( Deluxe ) [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:28,"September 25 , 2015","('rtable_Song_Name', 'rtable_Artist_Name')","['For My Team ( feat . Monty ) [ Clean ]', 'Fetty Wap']","['F**k Cam # 1 ( Amended Album Version )', 'Cam ` Ron']",0.48953927,0.5104607,2
39,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,F**k Cam # 1 ( Amended Album Version ),Fetty Wap,Fetty Wap ( Deluxe ) [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:28,"September 25 , 2015","('rtable_Song_Name',)",['For My Team ( feat . Monty ) [ Clean ]'],['F**k Cam # 1 ( Amended Album Version )'],0.29125407,0.70874596,2
336,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,Hobbs Is the Cavalry,Brian Tyler,Fetty Wap ( Deluxe ) [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:28,"September 25 , 2015","('rtable_Song_Name', 'rtable_Artist_Name')","['For My Team ( feat . Monty ) [ Clean ]', 'Fetty Wap']","['Hobbs Is the Cavalry', 'Brian Tyler']",0.39123812,0.60876197,2
337,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,Hobbs Is the Cavalry,Fetty Wap,Fetty Wap ( Deluxe ) [ Clean ],Soundtracks,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:28,"September 25 , 2015","('rtable_Song_Name', 'rtable_Genre')","['For My Team ( feat . Monty ) [ Clean ]', 'Rap & Hip-Hop']","['Hobbs Is the Cavalry', 'Soundtracks']",0.24814954,0.7518505,2
338,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,Hobbs Is the Cavalry,Fetty Wap,Fetty Wap ( Deluxe ) [ Clean ],Rap & Hip-Hop,$ 0.99,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:28,"September 25 , 2015","('rtable_Song_Name', 'rtable_Price')","['For My Team ( feat . Monty ) [ Clean ]', '$ 1.29']","['Hobbs Is the Cavalry', '$ 0.99']",0.14802402,0.8519759,2
42,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,F**k Cam # 1 ( Amended Album Version ),Fetty Wap,Fetty Wap ( Deluxe ) [ Clean ],"Rap & Hip-Hop , East Coast",$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:28,"September 25 , 2015","('rtable_Song_Name', 'rtable_Genre')","['For My Team ( feat . Monty ) [ Clean ]', 'Rap & Hip-Hop']","['F**k Cam # 1 ( Amended Album Version )', 'Rap & Hip-Hop , East Coast']",0.390272,0.609728,2
426,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,F**k Cam # 3 ( Amended Album Version ),Fetty Wap,Fetty Wap ( Deluxe ) [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:28,"May 12 , 2009","('rtable_Song_Name', 'rtable_Released')","['For My Team ( feat . Monty ) [ Clean ]', 'September 25 , 2015']","['F**k Cam # 3 ( Amended Album Version )', 'May 12 , 2009']",0.34657845,0.6534216,2
424,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,,F**k Cam # 3 ( Amended Album Version ),Fetty Wap,Fetty Wap ( Deluxe ) [ Clean ],Rap & Hip-Hop,$ 1.29,"2009 Diplomatic Man , Inc. . Manufactured and Distributed by Asylum Records . All Rights Reserved .",3:28,"September 25 , 2015","('rtable_Song_Name', 'rtable_CopyRight')","['For My Team ( feat . Monty ) [ Clean ]', '( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves']","['F**k Cam # 3 ( Amended Album Version )', '2009 Diplomatic Man , Inc. . Manufactured and Distributed by Asylum Records . All Rights Reserved .']",0.18295696,0.81704307,2
