,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,guest,,"computer networks ,",2002.0,guest editorial c allocchio,,"computer networks ,",2000.0,"('ltable_title', 'ltable_venue')","[""guest editor 's introduction"", nan]","['guest', 'computer networks ,']",0.0003029012,0.9996971,2
4,c allocchio,,"computer networks ,",2002.0,guest editorial c allocchio,,"computer networks ,",2000.0,"('ltable_title', 'ltable_venue')","[""guest editor 's introduction"", nan]","['c allocchio', 'computer networks ,']",0.0013242421,0.99867576,2
8,allocchio,,"computer networks ,",2002.0,guest editorial c allocchio,,"computer networks ,",2000.0,"('ltable_title', 'ltable_venue')","[""guest editor 's introduction"", nan]","['allocchio', 'computer networks ,']",0.006331436,0.9936686,2
1,guest,,"computer networks ,",2002.0,guest editorial c allocchio,,"computer networks ,",2000.0,"('ltable_title', 'ltable_authors', 'ltable_venue')","[""guest editor 's introduction"", nan, nan]","['guest', nan, 'computer networks ,']",0.0003029012,0.9996971,3
2,guest,,"computer networks ,",2000.0,guest editorial c allocchio,,"computer networks ,",2000.0,"('ltable_title', 'ltable_venue', 'ltable_year')","[""guest editor 's introduction"", nan, 2002.0]","['guest', 'computer networks ,', 2000.0]",0.0003029012,0.9996971,3
5,c allocchio,,"computer networks ,",2002.0,guest editorial c allocchio,,"computer networks ,",2000.0,"('ltable_title', 'ltable_authors', 'ltable_venue')","[""guest editor 's introduction"", nan, nan]","['c allocchio', nan, 'computer networks ,']",0.0013242421,0.99867576,3
6,c allocchio,,"computer networks ,",2000.0,guest editorial c allocchio,,"computer networks ,",2000.0,"('ltable_title', 'ltable_venue', 'ltable_year')","[""guest editor 's introduction"", nan, 2002.0]","['c allocchio', 'computer networks ,', 2000.0]",0.0013242421,0.99867576,3
9,allocchio,,"computer networks ,",2002.0,guest editorial c allocchio,,"computer networks ,",2000.0,"('ltable_title', 'ltable_authors', 'ltable_venue')","[""guest editor 's introduction"", nan, nan]","['allocchio', nan, 'computer networks ,']",0.006331436,0.9936686,3
10,allocchio,,"computer networks ,",2000.0,guest editorial c allocchio,,"computer networks ,",2000.0,"('ltable_title', 'ltable_venue', 'ltable_year')","[""guest editor 's introduction"", nan, 2002.0]","['allocchio', 'computer networks ,', 2000.0]",0.006331436,0.9936686,3
3,guest,,"computer networks ,",2000.0,guest editorial c allocchio,,"computer networks ,",2000.0,"('ltable_title', 'ltable_authors', 'ltable_venue', 'ltable_year')","[""guest editor 's introduction"", nan, nan, 2002.0]","['guest', nan, 'computer networks ,', 2000.0]",0.0003029012,0.9996971,4
7,c allocchio,,"computer networks ,",2000.0,guest editorial c allocchio,,"computer networks ,",2000.0,"('ltable_title', 'ltable_authors', 'ltable_venue', 'ltable_year')","[""guest editor 's introduction"", nan, nan, 2002.0]","['c allocchio', nan, 'computer networks ,', 2000.0]",0.0013242421,0.99867576,4
11,allocchio,,"computer networks ,",2000.0,guest editorial c allocchio,,"computer networks ,",2000.0,"('ltable_title', 'ltable_authors', 'ltable_venue', 'ltable_year')","[""guest editor 's introduction"", nan, nan, 2002.0]","['allocchio', nan, 'computer networks ,', 2000.0]",0.00633143,0.9936686,4
