,ltable_brand,ltable_category,ltable_modelno,ltable_price,ltable_title,rtable_brand,rtable_category,rtable_modelno,rtable_price,rtable_title,outcome
0,nan,electronics - general,nan,nan,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,elite,projection screens,nan,46.99,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,1
1,nan,electronics - general,nan,nan,accell ultraav displayport multi-monitor adapter 198.35,elite,projection screens,nan,nan,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,1
2,nan,electronics - general,nan,nan,pendaflex 2 reinforced hanging file folder standard green 25 box stationery & office machinery 4152x2,elite,projection screens,nan,nan,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,1
3,nan,electronics - general,nan,29.99,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,elite,projection screens,nan,46.99,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,1
4,nan,electronics - general,nan,nan,arrowmounts cantilever retractable wall mount for flat panel tvs up to 27 tv accessories arrowmounts 39.99,elite,projection screens,nan,nan,verbatim clip-it 4 gb usb 2.0 flash drive 97556 green usb flash drives 10.98,1
5,nan,electronics - general,nan,nan,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,elite,projection screens,nan,nan,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,1
6,nan,electronics - general,nan,nan,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,elite,projection screens,nan,nan,verbatim clip-it 4 gb usb 2.0 flash drive 97556 green usb flash drives 10.98,1
7,nan,electronics - general,nan,nan,accell ultraav displayport multi-monitor adapter 198.35,lenovo,projection screens,nan,nan,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,1
8,nan,hard drives,nan,nan,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,mayline,projection screens,nan,nan,cinegray ezframe series fixed frame screen - 150 diagonal 879.0,1
9,nan,electronics - general,nan,nan,elite screens cinegray prime vision series fixed frame screen - 135 diagonal elite screens 1069.0,elite,projection screens,nan,34.99,hp 85a laserjet black toner print cartridge - retail packaging ce285a hp ce285a,1
